time_s,phase,requested_cm_s,measured_cm_s,forward_cm,sideways_cm
4.160000000000000142e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.243740336215627593e+02,4.795998979634368311e+02,-5.337460627488215259e+00
4.169999999999999929e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.194277110461678433e+02,4.808136417402895404e+02,-5.351319860315732591e+00
4.179999999999999716e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.235190625716817294e+02,4.820458434829827752e+02,-5.348348582889843605e+00
4.190000000000000391e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.224711684523057471e+02,4.832747561544538257e+02,-5.337104764385768085e+00
4.200000000000000178e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.211751036949679161e+02,4.844910486499172748e+02,-5.326173026929343912e+00
4.209999999999999964e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.213890344943023223e+02,4.857049035033639939e+02,-5.310870133149573569e+00
4.219999999999999751e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.174140115980238477e+02,4.868974172276191439e+02,-5.292191292878852593e+00
4.230000000000000426e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.228850840439746008e+02,4.881037609574251519e+02,-5.272622518721551188e+00
4.240000000000000213e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.176623561717284048e+02,4.893006518942970047e+02,-5.253324587276427593e+00
4.250000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.216784226668132192e+02,4.905136184578137204e+02,-5.232669887407724651e+00
4.259999999999999787e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.211656916060218663e+02,4.917274967312613967e+02,-5.213794067878962935e+00
4.270000000000000462e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.174769851501813491e+02,4.929183822203133900e+02,-5.191712633745799721e+00
4.280000000000000249e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.236174817477760257e+02,4.941448038890279122e+02,-5.177865690209978666e+00
4.290000000000000036e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.191585895418553633e+02,4.953558357146811204e+02,-5.175986772573149430e+00
4.299999999999999822e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.249255133829058906e+02,4.965873785902172699e+02,-5.161764450515015312e+00
4.310000000000000497e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.237471494830988377e+02,4.978199021516662128e+02,-5.155150860584098105e+00
4.320000000000000284e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227900109183256632e+02,4.990512217693820389e+02,-5.153581859679741584e+00
4.330000000000000071e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.224676628146196293e+02,5.002760828612678097e+02,-5.161397071631608213e+00
4.339999999999999858e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.188853229353993726e+02,5.014807202085558515e+02,-5.180377091213276053e+00
4.350000000000000533e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.245650039626856795e+02,5.027062041714455631e+02,-5.206397907581394868e+00
4.360000000000000320e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.237351500659084564e+02,5.039306487067588591e+02,-5.243397263722862078e+00
4.370000000000000107e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.198778123023366078e+02,5.051483655312589462e+02,-5.295666900381956310e+00
4.379999999999999893e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.236319201639327900e+02,5.063709672956856593e+02,-5.335317929349155719e+00
4.389999999999999680e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.221536147856135699e+02,5.075979121767443303e+02,-5.376818233973339467e+00
4.400000000000000355e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.210750538719972127e+02,5.088107319011653544e+02,-5.422729006420139442e+00
4.410000000000000142e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.204748104174220771e+02,5.100184367916456836e+02,-5.472197224203323884e+00
4.419999999999999929e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.163030202793942038e+02,5.111990342863612682e+02,-5.529175837127930038e+00
4.429999999999999716e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.221432425568028037e+02,5.124000449990486459e+02,-5.584122608330043036e+00
4.440000000000000391e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.175397307798097302e+02,5.135943563797262641e+02,-5.649668956278549814e+00
4.450000000000000178e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.212874450282888574e+02,5.148030715046792238e+02,-5.714907674804958759e+00
4.459999999999999964e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.204536680043604520e+02,5.160109853679184653e+02,-5.784731096660779670e+00
4.469999999999999751e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.200711270591362023e+02,5.172136362857236236e+02,-5.850112783700945229e+00
4.480000000000000426e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.197421743689705238e+02,5.184123716107001201e+02,-5.913051655193930500e+00
4.490000000000000213e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.114840647164879499e+02,5.195628360030779049e+02,-5.983322018022033895e+00
4.500000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.210568800608112525e+02,5.207580482127320920e+02,-6.031512554224619294e+00
4.509999999999999787e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.200868599826985417e+02,5.219497156700585947e+02,-6.084583067604463658e+00
4.520000000000000462e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.193720690772626085e+02,5.231480823813905090e+02,-6.131474896239294203e+00
4.530000000000000249e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.190002843496496183e+02,5.243394519198093349e+02,-6.187302964738379707e+00
4.540000000000000036e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.194250592821709915e+02,5.255321803592269134e+02,-6.251213119987632183e+00
4.549999999999999822e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.199540616849324408e+02,5.267128521616377839e+02,-6.314438172938487526e+00
4.560000000000000497e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.175077046987177454e+02,5.279009648028722950e+02,-6.383356928355348181e+00
4.570000000000000284e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227187419903281125e+02,5.291104665325260612e+02,-6.436879819812873826e+00
4.580000000000000071e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.183320226352783493e+02,5.303125842946577677e+02,-6.490844412376831407e+00
4.589999999999999858e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.231045541642289436e+02,5.315277721695357513e+02,-6.527486143217125836e+00
4.600000000000000533e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.218379114275198987e+02,5.327381135976238511e+02,-6.568920431736986920e+00
4.610000000000000320e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.214246508412296350e+02,5.339561086263533980e+02,-6.603020269230945871e+00
4.620000000000000107e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.207771158429231946e+02,5.351620902393783581e+02,-6.642741657885842699e+00
4.629999999999999893e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.217330235213003107e+02,5.363758517713507672e+02,-6.680534433147224505e+00
4.639999999999999680e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.194314960608916891e+02,5.375803835196243199e+02,-6.724299694764693136e+00
4.650000000000000355e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.248842305954407408e+02,5.388102884488887412e+02,-6.753439282509318353e+00
4.660000000000000142e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.207032679369996799e+02,5.400350446088674516e+02,-6.786854719569840100e+00
4.669999999999999929e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.255611897592885100e+02,5.412745272136072572e+02,-6.805305200573713797e+00
4.679999999999999716e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.240489885547277709e+02,5.425187599083811847e+02,-6.821658323760944498e+00
4.690000000000000391e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.189683352078085647e+02,5.437300949277257587e+02,-6.831925044136699654e+00
4.700000000000000178e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.234734101484224169e+02,5.449675691352179001e+02,-6.838175614801436986e+00
4.709999999999999964e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227329148640191647e+02,5.461964350867561961e+02,-6.843717319114094089e+00
4.719999999999999751e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.191089348735800968e+02,5.474035188186448977e+02,-6.858415964265784481e+00
4.730000000000000426e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.245955478260558209e+02,5.486310747622941335e+02,-6.859749967459451092e+00
4.740000000000000213e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.191491089775698100e+02,5.498422408946298674e+02,-6.873456424806113851e+00
4.750000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.222846755201945683e+02,5.510702415821758677e+02,-6.878192691645811152e+00
4.759999999999999787e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.214085638841443853e+02,5.522868480948164915e+02,-6.893340157196700346e+00
4.770000000000000462e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.175055865095517902e+02,5.534789670373201034e+02,-6.912469287795329542e+00
4.780000000000000249e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.244755691206948001e+02,5.546994700112086321e+02,-6.930454448357608044e+00
4.790000000000000036e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.194544253247131138e+02,5.559124634055111756e+02,-6.949590018098179556e+00
4.799999999999999822e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.249382619836658392e+02,5.571652639466697110e+02,-6.961822048963830945e+00
4.810000000000000497e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.203182684350398119e+02,5.583853179950377807e+02,-6.989244743073505184e+00
4.820000000000000284e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.235200216796949064e+02,5.596198975010446475e+02,-6.997397885830880071e+00
4.830000000000000071e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.224912197026972080e+02,5.608491865455956713e+02,-7.010489987658152344e+00
4.839999999999999858e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.224006691852603979e+02,5.620731478869572584e+02,-7.027842408368442761e+00
4.850000000000000533e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.194950892483500411e+02,5.632815759734925223e+02,-7.054219510323572528e+00
4.860000000000000320e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.245420492092883791e+02,5.645084740201251634e+02,-7.078444355853904746e+00
4.870000000000000107e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.198028846300232431e+02,5.657255645632592405e+02,-7.110651448159329924e+00
4.879999999999999893e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.240421848092761792e+02,5.669644194449524548e+02,-7.129139283865202792e+00
4.889999999999999680e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.231942509967431221e+02,5.681908559705982498e+02,-7.147784697549150579e+00
4.900000000000000355e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227254789723950807e+02,5.694202990541992904e+02,-7.159354921250288051e+00
4.910000000000000142e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.232662252329552359e+02,5.706444310564012312e+02,-7.169686389215441658e+00
4.919999999999999929e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.233923223733433900e+02,5.718788875495156390e+02,-7.175460890908031075e+00
4.929999999999999716e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.226806664802223139e+02,5.731096707733505582e+02,-7.183303497763287915e+00
4.940000000000000391e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.185308696775007036e+02,5.743120041954282442e+02,-7.196152898047239788e+00
4.950000000000000178e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.247185952288878923e+02,5.755357371200121861e+02,-7.195194262502481841e+00
4.959999999999999964e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.237077081742686175e+02,5.767659611622168541e+02,-7.190900509526635176e+00
4.969999999999999751e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.227685871122906178e+02,5.779971457240671953e+02,-7.175345958326746931e+00
4.980000000000000426e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.182025591030211302e+02,5.791987909876405638e+02,-7.154208335548757347e+00
4.990000000000000213e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.236123224647871268e+02,5.804148440979574843e+02,-7.133031058640189492e+00
5.000000000000000000e+00,1.000000000000000000e+00,1.200000000000000000e+02,1.223197501630111930e+02,5.816323925678804017e+02,-7.113924778733202281e+00
5.009999999999999787e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.348558957591196759e+02,5.829331234174161409e+02,-7.102111804631740632e+00
5.020000000000000462e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.358900452058588542e+02,5.842919966865842980e+02,-7.025522645444358005e+00
5.030000000000000249e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.334624778568557986e+02,5.856410444595993567e+02,-6.944340033369305054e+00
5.040000000000000036e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.485758649532870379e+02,5.870720038791117759e+02,-6.876772708493672503e+00
5.049999999999999822e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.457715835713453032e+02,5.885547468785742922e+02,-6.793571444363812439e+00
5.060000000000000497e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.602705033803458718e+02,5.901014372825769669e+02,-6.713575240162546365e+00
5.070000000000000284e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.503800880982756212e+02,5.916480658585655874e+02,-6.618913531486227519e+00
5.080000000000000071e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.570592240955873820e+02,5.931961270328256433e+02,-6.547000243600089142e+00
5.089999999999999858e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.537480524759712637e+02,5.947524000618375339e+02,-6.449119398720448260e+00
5.100000000000000533e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.629764093947595143e+02,5.963453630105929051e+02,-6.382118602290024256e+00
5.110000000000000320e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.618755820314706000e+02,5.979782219965248942e+02,-6.290444114567553591e+00
5.120000000000000107e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.667603399782234135e+02,5.996361827463233567e+02,-6.237694734209061842e+00
5.129999999999999893e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.687193551059359322e+02,6.013147416408646677e+02,-6.136447626333203509e+00
5.139999999999999680e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.645163702014798446e+02,6.029918163581645558e+02,-6.098209306709248878e+00
5.150000000000000355e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.635595395435433375e+02,6.046626286351170165e+02,-5.981024320237140479e+00
5.160000000000000142e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.707445022079124328e+02,6.063586107689773144e+02,-5.937012293097890137e+00
5.169999999999999929e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.771427367250644238e+02,6.081259578905588796e+02,-5.834466532420277574e+00
5.179999999999999716e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.878429822433017478e+02,6.099994641975574723e+02,-5.774762450741289577e+00
5.190000000000000391e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.899407730808637211e+02,6.119073600364158665e+02,-5.682869795109604105e+00
5.200000000000000178e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.918143585946879455e+02,6.138381548882280185e+02,-5.630901475067378037e+00
5.209999999999999964e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.993408967177392412e+02,6.157972404831579070e+02,-5.576588324931430307e+00
5.219999999999999751e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.900210045616405239e+02,6.177329775126986533e+02,-5.512202699623413693e+00
5.230000000000000426e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.934614771045646364e+02,6.196579578305018003e+02,-5.452979201990941327e+00
5.240000000000000213e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.877149901316383875e+02,6.215671088834894817e+02,-5.396071726946175318e+00
5.250000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.995171418430273036e+02,6.235247082948709476e+02,-5.329848925819992367e+00
5.259999999999999787e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.924335687678660065e+02,6.254755106844374950e+02,-5.268448030848952079e+00
5.270000000000000462e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.941268322160923674e+02,6.274316011931591675e+02,-5.188577108844158126e+00
5.280000000000000249e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.962835442682531379e+02,6.293869557989700070e+02,-5.131706819413494713e+00
5.290000000000000036e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.976859098184381480e+02,6.313648154762352078e+02,-5.074551105385144645e+00
5.299999999999999822e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.999714809364717780e+02,6.333630009101077576e+02,-5.037890368221501269e+00
5.310000000000000497e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.939201514220081890e+02,6.353320685748582264e+02,-4.976414406858147288e+00
5.320000000000000284e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.982164711934651109e+02,6.373040087883545084e+02,-4.955879595431667894e+00
5.330000000000000071e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.009691438067041531e+02,6.392987283484447971e+02,-4.905658109688350699e+00
5.339999999999999858e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.006559347495764882e+02,6.413040430059852497e+02,-4.889630502022545677e+00
5.350000000000000533e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.983592820185749019e+02,6.433005033118513438e+02,-4.841144039233006957e+00
5.360000000000000320e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.033989674647972947e+02,6.453193622912264118e+02,-4.812630702061196253e+00
5.370000000000000107e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.971467030415162185e+02,6.473172502362307341e+02,-4.767681954829535940e+00
5.379999999999999893e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.056268387008649370e+02,6.493459118218070216e+02,-4.738406933272438337e+00
5.389999999999999680e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.000592810391822809e+02,6.513731792646098029e+02,-4.691939174029757353e+00
5.400000000000000355e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.025309095217705817e+02,6.533944032650575764e+02,-4.668799882620380259e+00
5.410000000000000142e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.950147289901413217e+02,6.553679663046267478e+02,-4.620051643619449422e+00
5.419999999999999929e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.061555663255923321e+02,6.573969942121299255e+02,-4.586379673473358842e+00
5.429999999999999716e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.016569905089104111e+02,6.594141602352767677e+02,-4.516644635373777028e+00
5.440000000000000391e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.001512100980249045e+02,6.614174581857394060e+02,-4.486174741627413809e+00
5.450000000000000178e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.015261797059614537e+02,6.634362752226592193e+02,-4.403427841101720475e+00
5.459999999999999964e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.018397860467688929e+02,6.654573809741779087e+02,-4.392331589849702844e+00
5.469999999999999751e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.119300086176014304e+02,6.675134275741907004e+02,-4.313819015040362359e+00
5.480000000000000426e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.940089709981037345e+02,6.695034211221260421e+02,-4.320646494178716601e+00
5.490000000000000213e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.156066328015397460e+02,6.715672391539449109e+02,-4.232110294426610686e+00
5.500000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.963234772755002098e+02,6.735940227858096705e+02,-4.248661112682574625e+00
5.509999999999999787e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.159353727149878353e+02,6.756628840729481453e+02,-4.138317663924298451e+00
5.520000000000000462e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.971813525750148983e+02,6.776944146586968145e+02,-4.124512553581811680e+00
5.530000000000000249e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.158970714139399547e+02,6.797670350918180020e+02,-4.009034951451940110e+00
5.540000000000000036e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.949226037307810202e+02,6.817703969877896952e+02,-3.977056910880269580e+00
5.549999999999999822e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.205031680641778848e+02,6.838674728878236238e+02,-3.853671808800882115e+00
5.560000000000000497e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.887567305790509522e+02,6.858413458035424810e+02,-3.833430681979984378e+00
5.570000000000000284e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.132453481247655418e+02,6.878985780617815635e+02,-3.716542796074353561e+00
5.580000000000000071e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.939265192983234840e+02,6.899095037315581749e+02,-3.672843736436449458e+00
5.589999999999999858e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.075597567668453678e+02,6.919371332533913801e+02,-3.572471464987613032e+00
5.600000000000000533e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.977081180545000336e+02,6.939496146949388731e+02,-3.525104627582289929e+00
5.610000000000000320e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.042409765061152882e+02,6.959939684046706816e+02,-3.430824474999355722e+00
5.620000000000000107e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.023595133995196989e+02,6.980212193088526647e+02,-3.376549757352370840e+00
5.629999999999999893e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.021052268671851095e+02,7.000681127366715373e+02,-3.295318295422275501e+00
5.639999999999999680e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.989304035042430598e+02,7.020684689301734807e+02,-3.255010089252266425e+00
5.650000000000000355e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.975423573698168127e+02,7.040666765604756847e+02,-3.187725583249174210e+00
5.660000000000000142e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.003234572608402857e+02,7.060660157389141887e+02,-3.170373212519943973e+00
5.669999999999999929e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.912829863771535202e+02,7.080474733744116520e+02,-3.097468225872286762e+00
5.679999999999999716e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.065237500403324304e+02,7.100724857783967536e+02,-3.097651230509812503e+00
5.690000000000000391e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.911536071667248962e+02,7.120333251156991992e+02,-3.017709111049051263e+00
5.700000000000000178e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.053827816314290544e+02,7.140228742340434565e+02,-3.021699824430407411e+00
5.709999999999999964e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.947826254546349105e+02,7.160032652567250580e+02,-2.944149187763151154e+00
5.719999999999999751e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.013079755200284353e+02,7.180053657523407082e+02,-2.953383242294700395e+00
5.730000000000000426e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.974329492891048403e+02,7.199947131712859800e+02,-2.896502119226917138e+00
5.740000000000000213e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.008756723997040865e+02,7.219768138938845823e+02,-2.903221468712629427e+00
5.750000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.953521085756616742e+02,7.239616726850636041e+02,-2.838617671797322828e+00
5.759999999999999787e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.952418456866884355e+02,7.259414569229126073e+02,-2.862226818917686710e+00
5.770000000000000462e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.897425894890343727e+02,7.278799533167237996e+02,-2.781616031572657022e+00
5.780000000000000249e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.914555406964480540e+02,7.298269006091780966e+02,-2.804788519523839785e+00
5.790000000000000036e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.904302487856149071e+02,7.317541107032203627e+02,-2.731607152446589026e+00
5.799999999999999822e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.960712524793833325e+02,7.337089440326270733e+02,-2.752456703864676335e+00
5.810000000000000497e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.936020913258571170e+02,7.356550194994562162e+02,-2.692208269255011110e+00
5.820000000000000284e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.935034092950542117e+02,7.376009499636238615e+02,-2.704687380762681670e+00
5.830000000000000071e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.914193599626179036e+02,7.395531634775119301e+02,-2.621221133244600932e+00
5.839999999999999858e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.888989002078104420e+02,7.414667166209469542e+02,-2.645477169416128316e+00
5.850000000000000533e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.947834866928794213e+02,7.434249582146460398e+02,-2.585917515122450716e+00
5.860000000000000320e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.020748577177865855e+02,7.454046209457943633e+02,-2.600687247020731174e+00
5.870000000000000107e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.947092541446247083e+02,7.473785329158981767e+02,-2.530950182290764072e+00
5.879999999999999893e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.914995895020265095e+02,7.492920511131662806e+02,-2.564495144521100833e+00
5.889999999999999680e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.957362105393575860e+02,7.512158275679489634e+02,-2.494572481426731603e+00
5.900000000000000355e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.923045148039038850e+02,7.531536555430402586e+02,-2.513691054883164355e+00
5.910000000000000142e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.909444826206745063e+02,7.550617734673477344e+02,-2.423547990838565980e+00
5.919999999999999929e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.889605874686400284e+02,7.569459150211498581e+02,-2.467025796511753466e+00
5.929999999999999716e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.961233971876457929e+02,7.588816133951331722e+02,-2.365216630486083105e+00
5.940000000000000391e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.931184886926504305e+02,7.607959353883823042e+02,-2.405650366546361330e+00
5.950000000000000178e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.919687270677979427e+02,7.627333871871252313e+02,-2.317404347979858947e+00
5.959999999999999964e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.878233211143688095e+02,7.646141830296742228e+02,-2.346683979856968083e+00
5.969999999999999751e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.958431970228012062e+02,7.665554833724901300e+02,-2.253088780067555863e+00
5.980000000000000426e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.892409484639974835e+02,7.684569345239375480e+02,-2.296221781317340227e+00
5.990000000000000213e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.959301041777065109e+02,7.703713712075765443e+02,-2.216546383448398050e+00
6.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.863714434836038265e+02,7.722596085130104484e+02,-2.264284216509731884e+00
6.009999999999999787e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.969735862361304157e+02,7.741720636324314455e+02,-2.166035769786310183e+00
6.020000000000000462e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.848241193270461906e+02,7.760436579540107687e+02,-2.225414075454544616e+00
6.030000000000000249e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.976810513700079355e+02,7.779667729735776902e+02,-2.141537897260793688e+00
6.040000000000000036e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.885451838076861577e+02,7.798680006860289495e+02,-2.207201414799953465e+00
6.049999999999999822e+00,2.000000000000000000e+00,2.000000000000000000e+02,2.033525356794753236e+02,7.818147571249143084e+02,-2.135092539791740851e+00
6.060000000000000497e+00,2.000000000000000000e+00,2.000000000000000000e+02,1.765437686900664573e+02,7.836517950378895421e+02,-2.204656924263682427e+00
