time_s,phase,x_m,y_m,z_m,vx_cm_s,vz_cm_s,shell_clearance_cm
1.73,edge,5.393052075606973,-3.6808653456101355,0.3636131971794837,45.209625293880244,6.971862264544569,21.361319717948373
1.74,edge,5.397552420678235,-3.680682502135316,0.36425021149404946,44.85968772689569,5.780650221243497,21.425021149404948
1.75,edge,5.402018601802448,-3.6805403616560457,0.36475978808968973,44.52769726890887,4.453270661929964,21.475978808968975
1.76,edge,5.406413770086895,-3.680450438742051,0.36514731223489794,43.87777159782773,3.161077965785127,21.514731223489793
1.77,edge,5.410787704378134,-3.6803967478240307,0.365383550056125,43.66249784091914,1.6602435874035593,21.5383550056125
1.78,edge,5.415150243086952,-3.6803751482016653,0.3654712144895298,43.613778094262855,0.21431179106117657,21.54712144895298
1.79,edge,5.419411266750292,-3.680361916298408,0.36544453701193075,43.56127800048619,-0.9399673232107062,21.544453701193074
1.8,edge,5.423764498565654,-3.680399363068581,0.36529541307204716,43.5288422178791,-1.9890866638391218,21.529541307204717
1.81,edge,5.428135101478499,-3.6804703330915336,0.36505668907856154,43.819873075566434,-2.791794842782132,21.505668907856155
1.82,edge,5.4325459212115055,-3.680580669071662,0.364754303596247,44.280705043502536,-3.3286973908977417,21.4754303596247
1.83,edge,5.437011139446443,-3.68073345521465,0.3644134502444338,44.873486187361934,-3.6290260151044307,21.44134502444338
1.84,edge,5.441543820331097,-3.680930904180545,0.36405394506388516,45.59700468176953,-3.7617228027220895,21.405394506388518
1.85,edge,5.446157219166207,-3.6811747280812916,0.3636862947490746,46.452850937828885,-3.828866692628524,21.36862947490746
1.86,edge,5.450863351621734,-3.681466191091964,0.3633118996964064,47.40875529661937,-3.912180403041766,21.331189969640644
1.87,edge,5.455668524178377,-3.6818057938661912,0.3629242722710262,48.414881215079525,-4.110584367009097,21.29242722710262
1.8800000000000001,edge,5.460578040228821,-3.6821938518592825,0.3625085227909106,49.49140266407381,-4.4118904454975505,21.250852279091063
1.8900000000000001,edge,5.465602735067764,-3.682640045099778,0.36211199950926576,50.662097362533366,-3.796722022341877,21.211199950926577
1.9000000000000001,edge,5.4707233782724956,-3.683133409613867,0.3618178186966775,51.46177936392506,-2.6186915279526555,21.181781869667752
1.9100000000000001,edge,5.4759039169815535,-3.683646307768413,0.36165656243981076,51.90808965387954,-1.2298501586385024,21.165656243981076
1.92,edge,5.481076149758327,-3.684152771212914,0.3615955881144144,51.56811712622351,-0.29227194590513267,21.15955881144144
1.93,edge,5.486128056898651,-3.6846467675164374,0.36173556955832076,51.26006369611984,2.1139530090020204,21.173556955832076
1.94,edge,5.491209611874823,-3.68509307812799,0.36211683254969285,50.530061712636865,4.798261056433213,21.211683254969284
1.95,edge,5.4962370866324175,-3.6855205135562397,0.36276546605605225,50.108337699609194,7.376303336228977,21.276546605605226
1.96,edge,5.501228549066967,-3.6859375748472365,0.3636333011103719,49.79764929800838,9.248367846801658,21.36333011103719
1.97,edge,5.506155880960122,-3.686337187049294,0.3646365878178424,49.21088116343198,10.036508550827563,21.463658781784243
1.98,edge,5.511067354240743,-3.68673001408516,0.3656079987862281,49.085280716873164,9.10298493843233,21.560799878622813
1.99,edge,5.515979769641675,-3.687121076845301,0.36639294987369175,49.121468838231856,6.641774414077693,21.639294987369176
2.0,edge,5.520894148401251,-3.6875118949029133,0.36686373668773675,49.11855483544786,3.1290938648581728,21.686373668773676
2.0100000000000002,edge,5.5257894435784864,-3.6879133490598996,0.36696451611372394,48.924829536942696,-0.6497086635865293,21.696451611372396
2.02,edge,5.530680174671682,-3.68831458426963,0.3666970293434021,48.86977377715679,-4.146748272599418,21.66970293434021
2.0300000000000002,edge,5.535571088702488,-3.6887154373840163,0.3661277515972941,48.902185299160095,-6.799409764299407,21.61277515972941
2.04,edge,5.540471700669957,-3.689123064630609,0.3653598105983946,49.04294797434166,-8.332951527642738,21.53598105983946
2.05,edge,5.545396802603318,-3.68954697809827,0.3645095610269191,49.35740985122399,-8.70578985789604,21.45095610269191
2.06,edge,5.550366894814069,-3.6899960928428137,0.36368352965040684,49.89113081515234,-8.105880827927544,21.368352965040685
2.07,edge,5.555404368379067,-3.690477113456791,0.36296150603199967,50.64444216741366,-6.851435829965561,21.29615060319997
2.08,edge,5.560533371017402,-3.6909947710526665,0.36242626669874495,51.60872687437996,-4.470892282916599,21.242626669874497
2.09,edge,5.565721686107996,-3.6915368527235137,0.3621559443389558,52.058207232601625,-1.5886389150009026,21.215594433895582
2.1,edge,5.5709499369257225,-3.692075949261779,0.3622057639949075,52.41584880267538,1.6824189637386646,21.22057639949075
2.11,edge,5.576213354442411,-3.692590111288308,0.36256524154565795,52.771033574262674,4.544458996221409,21.256524154565795
2.12,edge,5.5815105844704735,-3.6930614344425594,0.36316878553574455,53.104670714835166,6.564878809109639,21.316878553574455
2.13,edge,5.586627365185556,-3.693487127841517,0.36394892042673926,53.11000810461528,7.576967857729825,21.394892042673927
2.14,edge,5.591931652443276,-3.6938402858643062,0.36458694913582784,52.91370922365603,5.20839265583216,21.458694913582786
2.15,edge,5.597230556848534,-3.6941181332295194,0.3649461652412339,52.95444346276314,2.174529527158332,21.49461652412339
2.16,edge,5.602533065761238,-3.694325308823543,0.36500322959449544,52.949791193206316,-0.7150694454540424,21.500322959449544
2.17,edge,5.607821714618493,-3.6944651944556135,0.36481899668844014,52.76380347510005,-2.746212149505471,21.481899668844015
2.18,edge,5.613084259349521,-3.694552585874837,0.36449664161853385,52.4663693760127,-3.6956338692118798,21.449664161853384
2.19,edge,5.618317354283553,-3.69461138516003,0.364137465216442,52.16384370536953,-3.710415547161188,21.413746521644203
2.2,edge,5.623523709306506,-3.694661318323546,0.36381981331326646,51.90390603920776,-3.045455914013561,21.381981331326646
2.21,edge,5.628706827460588,-3.694717473292256,0.36359117979963146,51.683544574482795,-2.059232789595082,21.359117979963145
2.22,edge,5.633861829515431,-3.6947838893514486,0.3634442132219697,51.41144066647706,-1.3010299839391997,21.34442132219697
2.23,edge,5.638985241202161,-3.694872249191551,0.363346909889458,51.07552360696447,-1.0055123206817909,21.334690988945802
2.24,edge,5.644064932364406,-3.695003923311329,0.3632602064309373,50.756528264945736,-1.0006066192422385,21.32602064309373
2.25,edge,5.649141757481965,-3.695167945439842,0.3631473066409155,50.80544286780512,-1.4044989390358424,21.31473066409155
2.2600000000000002,edge,5.654240180164288,-3.6953612048026625,0.36297086958673785,51.109066775744694,-2.2122793457707197,21.297086958673788
2.27,edge,5.659359859673434,-3.6955643122392834,0.3627139637781502,51.415478142728546,-3.0592884747096,21.27139637781502
2.2800000000000002,edge,5.664542260198508,-3.695786107496352,0.3623636580518219,52.092362878293066,-4.040011619285579,21.236365805182192
2.29,edge,5.669809456485922,-3.696024013757124,0.3619101373646185,53.02526367227234,-5.119498307655636,21.19101373646185
2.3000000000000003,edge,5.675181205864971,-3.696275986634411,0.3613530979789439,54.14290895109445,-6.130381865606795,21.13530979789439
2.31,edge,5.680678435838373,-3.696543867224567,0.36071658658104605,55.488671342744325,-6.806687526152501,21.071658658104607
2.32,edge,5.686327323962086,-3.6968324334724136,0.360030902571691,57.106569031970054,-7.2156609082351375,21.003090257169102
2.33,edge,5.691960594954026,-3.6971289210152305,0.35933554444979815,58.38001111973512,-7.385202627617658,20.933554444979816
