time_s,x_m,y_m,vx_cm_s,vy_cm_s,speed_cm_s,phase,drift_m
1.73,2.0382760217649363,-0.08428702910015583,150.85866926921526,3.330358713190583,150.89542532110437,OPEN-LOOP ROTATING HEADING,0.03180183291644578
1.74,2.052994098194414,-0.08392113197193035,144.95263250665175,3.839355629203661,145.00347003522342,OPEN-LOOP ROTATING HEADING,0.03463626606660375
1.75,2.06779101643179,-0.08351878931175136,149.4719622557554,4.270368701435019,149.53295138340633,OPEN-LOOP ROTATING HEADING,0.037623076587089965
1.76,2.0823671064588485,-0.08315165974024179,144.5590828866702,3.9796960678563558,144.61385281440954,OPEN-LOOP ROTATING HEADING,0.040637319029714014
1.77,2.097067608047416,-0.08277892512693703,148.4331846719074,3.571018670566489,148.47613439940477,OPEN-LOOP ROTATING HEADING,0.04378057142272551
1.78,2.1116337218806454,-0.08242964613054908,143.98686781064697,3.4558265640838313,144.0283334596417,OPEN-LOOP ROTATING HEADING,0.046974879871784836
1.79,2.125918886970991,-0.08196112597117382,139.19905610976423,5.964463720202698,139.32678152214274,OPEN-LOOP ROTATING HEADING,0.05032659690592922
1.8,2.140507724853667,-0.0815446092308528,149.88168119575604,3.2649929440793093,149.9172389586706,OPEN-LOOP ROTATING HEADING,0.053786033363770525
1.81,2.1550826185077745,-0.08109331153050205,144.8559038868776,4.258605603722708,144.9184895469601,OPEN-LOOP ROTATING HEADING,0.05737406662664091
1.82,2.1696020105453253,-0.08072814114517878,144.91886247256872,3.229337458999717,144.95483890083622,OPEN-LOOP ROTATING HEADING,0.06096258056416737
1.83,2.1842317925077026,-0.08026775701198031,144.13271568451412,4.616429737313937,144.20662659570306,OPEN-LOOP ROTATING HEADING,0.0647653101667065
1.84,2.1989289161934265,-0.07986516212688867,148.4706306744403,3.7032995743774646,148.51680915170385,OPEN-LOOP ROTATING HEADING,0.06862462059510177
1.85,2.213582362058392,-0.07948094522393151,146.69134338650102,3.5677301146938185,146.73472296190718,OPEN-LOOP ROTATING HEADING,0.07255249049505474
1.86,2.2282471395286736,-0.07916999941685589,146.44539535399653,2.95008618596328,146.4751065160663,OPEN-LOOP ROTATING HEADING,0.07650837126622312
1.87,2.242653245122738,-0.07882293745937574,142.3847805270949,3.9529643561867154,142.4396421399263,OPEN-LOOP ROTATING HEADING,0.08052802865457753
1.8800000000000001,2.2569879364255345,-0.07859684309552599,143.77349344008158,1.297725127140581,143.779350069719,OPEN-LOOP ROTATING HEADING,0.08450396923632386
1.8900000000000001,2.271417720008414,-0.0783317520790677,144.50447020140993,3.647083859505668,144.5504864359454,OPEN-LOOP ROTATING HEADING,0.08863411816037337
1.9000000000000001,2.2859213993718392,-0.07814167152474148,145.10009546346168,0.9548815763389285,145.10323739438252,OPEN-LOOP ROTATING HEADING,0.09280413967577372
1.9100000000000001,2.300660205520995,-0.07798260203818659,146.95160573139356,2.146338727436308,146.96727934124598,OPEN-LOOP ROTATING HEADING,0.09710336475239201
1.92,2.315679872274035,-0.07791483701662076,151.55143530579204,-0.004865322371004274,151.55143538388882,OPEN-LOOP ROTATING HEADING,0.1014915714928768
1.93,2.3304824880181663,-0.07781269107467666,146.2201382200656,1.753950356758731,146.2306573976506,OPEN-LOOP ROTATING HEADING,0.10594599168969188
1.94,2.345385743117813,-0.07773342681402391,150.57379678108023,0.30593666344500664,150.57410758265212,OPEN-LOOP ROTATING HEADING,0.11050362775867306
1.95,2.3600245963803106,-0.07743453051958224,143.08436845862263,5.136892733010554,143.17654893226523,OPEN-LOOP ROTATING HEADING,0.1152832180118386
1.96,2.3749848422925064,-0.07734518558135263,151.1297182782502,0.4204606163355249,151.1303031625133,OPEN-LOOP ROTATING HEADING,0.12005607838930077
1.97,2.389572583876407,-0.07723690532758298,141.74798747538875,1.7481195175193087,141.75876648437125,OPEN-LOOP ROTATING HEADING,0.12482123621853836
1.98,2.4044516145667414,-0.07718438805335731,152.88036263997117,-0.0573319733255407,152.8803733900603,OPEN-LOOP ROTATING HEADING,0.12971879840611988
1.99,2.4191962391788855,-0.0771108939885971,143.86237199213414,1.4130547778636835,143.8693115261501,OPEN-LOOP ROTATING HEADING,0.13468355805654975
2.0,2.4341489590558747,-0.07709830022808718,151.34946419709567,0.1328010653265187,151.34952246000282,OPEN-LOOP ROTATING HEADING,0.13975216872552787
2.0100000000000002,2.4488529729188238,-0.07701217115432045,146.24249906072086,1.7022102957392526,146.25240528420673,OPEN-LOOP ROTATING HEADING,0.14489560606602625
2.02,2.4638488710850344,-0.07696651266640922,152.14439167845055,-0.3218553266004273,152.14473211405328,OPEN-LOOP ROTATING HEADING,0.15019258420639758
2.0300000000000002,2.478787426365846,-0.07695242808777647,147.29638791327412,0.7916309232473553,147.29851517179787,OPEN-LOOP ROTATING HEADING,0.15553079430538297
2.04,2.4935865566069557,-0.0768830524666109,149.368114875424,1.6646423907506356,149.37739044355723,OPEN-LOOP ROTATING HEADING,0.1609595998982618
2.05,2.5085928065797027,-0.07693527905946543,148.80211922323164,-0.38594731279975697,148.80261973719786,OPEN-LOOP ROTATING HEADING,0.16643991407279435
