time_s,phase,core_height_cm,vertical_speed_cm_s,ground_contact,x_cm,vx_cm_s
1.860000000000000098e+00,5.000000000000000000e+00,1.642616347150272205e+01,-6.935177810673323506e+00,1.000000000000000000e+00,3.337157465605572071e+01,-2.532179835024129133e+00
1.870000000000000107e+00,5.000000000000000000e+00,1.639360415852182840e+01,-3.447842572414036022e-01,1.000000000000000000e+00,3.335399690062838118e+01,-1.176623324660474701e+00
1.880000000000000115e+00,5.000000000000000000e+00,1.642750700507922090e+01,5.258196382333691687e+00,1.000000000000000000e+00,3.335101005441721611e+01,2.452130313696031239e-01
1.890000000000000124e+00,5.000000000000000000e+00,1.648819183204126659e+01,6.005622646631441519e+00,1.000000000000000000e+00,3.335994359949119570e+01,1.260039140798443924e+00
1.900000000000000133e+00,5.000000000000000000e+00,1.653234002873854180e+01,2.986103111549530897e+00,1.000000000000000000e+00,3.337606350727090643e+01,1.798567386526623180e+00
1.910000000000000142e+00,5.000000000000000000e+00,1.653613357228007175e+01,-1.316959127831358378e+00,1.000000000000000000e+00,3.339577594821626860e+01,2.060178635188512963e+00
1.920000000000000151e+00,5.000000000000000000e+00,1.650483080701301475e+01,-3.945984093058971798e+00,1.000000000000000000e+00,3.341720489957064899e+01,2.183359799623814101e+00
1.929999999999999938e+00,5.000000000000000000e+00,1.646925890916226720e+01,-2.716593225094158459e+00,1.000000000000000000e+00,3.343906975377424828e+01,2.164979839811912221e+00
1.939999999999999947e+00,5.000000000000000000e+00,1.646644867592925010e+01,1.474911947549687907e+00,1.000000000000000000e+00,3.345971052831757930e+01,1.982340459267658783e+00
1.949999999999999956e+00,5.000000000000000000e+00,1.650066518536277727e+01,4.297503059777984191e+00,1.000000000000000000e+00,3.347820053641084570e+01,1.771016272801588798e+00
1.959999999999999964e+00,5.000000000000000000e+00,1.654210580267628927e+01,3.581344153074677461e+00,1.000000000000000000e+00,3.349538883824293123e+01,1.705086574665694243e+00
1.969999999999999973e+00,5.000000000000000000e+00,1.656058495983614520e+01,5.464298206006665826e-01,1.000000000000000000e+00,3.351269711671204732e+01,1.759004857461521354e+00
1.979999999999999982e+00,5.000000000000000000e+00,1.654709094039078110e+01,-2.449198365396409560e+00,1.000000000000000000e+00,3.353094858346759821e+01,1.875584007685978216e+00
