time_s,phase,core_height_cm,vertical_speed_cm_s,ground_contact,x_cm,vx_cm_s
2.759999999999999787e+00,5.000000000000000000e+00,1.624902265470513640e+01,-2.433031406226282911e+02,1.000000000000000000e+00,3.487673032759219609e+02,1.662114700512875629e+02
2.770000000000000018e+00,5.000000000000000000e+00,1.472452907999461047e+01,-8.629625172554436574e+01,1.000000000000000000e+00,3.505855022379704451e+02,1.883654073630047208e+02
2.779999999999999805e+00,5.000000000000000000e+00,1.452683166074063337e+01,2.055363432916562516e+01,1.000000000000000000e+00,3.524100641365208730e+02,1.781771425137201845e+02
2.790000000000000036e+00,5.000000000000000000e+00,1.530689357116911076e+01,1.125101347928074631e+02,1.000000000000000000e+00,3.541806273824807931e+02,1.773930655905871845e+02
2.799999999999999822e+00,5.000000000000000000e+00,1.681872016869167297e+01,1.751682534454498352e+02,1.000000000000000000e+00,3.559123780512146027e+02,1.699634287161332225e+02
2.810000000000000053e+00,5.000000000000000000e+00,1.858620271017827363e+01,1.728921305733019551e+02,0.000000000000000000e+00,3.576773284365432914e+02,1.776464506532896621e+02
2.819999999999999840e+00,5.000000000000000000e+00,2.024475829931751036e+01,1.612492653017688724e+02,0.000000000000000000e+00,3.594209414139471050e+02,1.735743625520443345e+02
2.829999999999999627e+00,5.000000000000000000e+00,2.180870468865220246e+01,1.525318750566763981e+02,0.000000000000000000e+00,3.611828219445307013e+02,1.774637223630485607e+02
2.839999999999999858e+00,5.000000000000000000e+00,2.326917085979799538e+01,1.416703341523246138e+02,0.000000000000000000e+00,3.629290551431013228e+02,1.736489239510760854e+02
2.849999999999999645e+00,5.000000000000000000e+00,2.463409906702573693e+01,1.324061645775931879e+02,0.000000000000000000e+00,3.646929594468874143e+02,1.776861198984858845e+02
2.859999999999999876e+00,5.000000000000000000e+00,2.589643719881168948e+01,1.221349016986125662e+02,0.000000000000000000e+00,3.664432349255854433e+02,1.739254052607125516e+02
2.869999999999999662e+00,5.000000000000000000e+00,2.706249778825733188e+01,1.122760745186310629e+02,0.000000000000000000e+00,3.682100550991518162e+02,1.779250645617784130e+02
2.879999999999999893e+00,5.000000000000000000e+00,2.812804598615797858e+01,1.027077670206495412e+02,0.000000000000000000e+00,3.699616901304063390e+02,1.740675472204073344e+02
2.889999999999999680e+00,5.000000000000000000e+00,2.909609820624240584e+01,9.224081056007918278e+01,0.000000000000000000e+00,3.717283224663500505e+02,1.778608393932952936e+02
2.899999999999999911e+00,5.000000000000000000e+00,2.996559250641359640e+01,8.335153858724102349e+01,0.000000000000000000e+00,3.734789029291220004e+02,1.740576652449742880e+02
2.909999999999999698e+00,5.000000000000000000e+00,3.073583901960727616e+01,7.226011570933442840e+01,0.000000000000000000e+00,3.752430644688194548e+02,1.775532524522351991e+02
2.919999999999999929e+00,5.000000000000000000e+00,3.140856310689780884e+01,6.392958228379951180e+01,0.000000000000000000e+00,3.769931578385697435e+02,1.741182428902072843e+02
2.929999999999999716e+00,5.000000000000000000e+00,3.198198075719237465e+01,5.235506477643669143e+01,0.000000000000000000e+00,3.787573559946591217e+02,1.773967109285644597e+02
