time_s,forward_cm,sideways_cm,forward_speed_cm_s
3.000000000000002109e-01,1.404017365558964414e+01,3.712812809095638600e-01,1.037236836320105198e+02
3.100000000000002198e-01,1.513213516886570709e+01,3.554858159616853808e-01,1.090810825749640713e+02
3.200000000000002287e-01,1.627353846254639791e+01,3.341885657895979911e-01,1.176407347087360620e+02
3.300000000000002376e-01,1.742502833452338962e+01,3.205979279024600004e-01,1.132544274658449979e+02
3.400000000000002465e-01,1.859236435758892370e+01,3.002145305446792256e-01,1.186062363687340451e+02
3.500000000000002554e-01,1.974549792589895958e+01,2.820257679652564131e-01,1.133625588227526748e+02
3.600000000000002642e-01,2.088452109008742497e+01,2.536261211180315112e-01,1.139631610823249588e+02
3.700000000000002731e-01,2.203011641367409723e+01,2.368209840391003462e-01,1.149669115934335792e+02
3.800000000000002820e-01,2.318652093467684949e+01,2.033267309383315069e-01,1.135738779059013410e+02
3.900000000000002909e-01,2.434539217818436185e+01,1.934981182064913485e-01,1.137770655188295592e+02
4.000000000000002442e-01,2.551740945810143657e+01,1.698869934734137943e-01,1.191728398409660912e+02
4.100000000000002531e-01,2.668440190792167854e+01,1.507784576597800130e-01,1.150222795319392048e+02
4.200000000000002620e-01,2.788413193215957264e+01,1.264636703097134773e-01,1.202296733316149329e+02
4.300000000000002709e-01,2.906833098612152710e+01,1.011982420527104548e-01,1.171948027683574338e+02
4.400000000000002798e-01,3.027348352399338793e+01,8.849919462159616668e-02,1.221616647563228355e+02
4.500000000000002887e-01,3.146698175581729728e+01,7.790701944441745519e-02,1.174758175784102150e+02
4.600000000000002975e-01,3.265484740493838700e+01,8.235516944519044591e-02,1.171304897369135176e+02
4.700000000000003064e-01,3.385979248725600854e+01,7.598080139237486930e-02,1.223163203040664087e+02
4.800000000000003153e-01,3.506075976980070408e+01,6.830096976724610303e-02,1.212601253796826768e+02
4.900000000000003242e-01,3.628143380210760682e+01,5.210742063142795311e-02,1.222000873183027352e+02
5.000000000000003331e-01,3.749485128140134549e+01,2.659937564042437821e-02,1.220802065210640563e+02
5.100000000000003419e-01,3.871384228819859885e+01,6.898028340541307452e-03,1.217453937420049641e+02
5.200000000000003508e-01,3.992700383256699581e+01,-1.347843499185551880e-02,1.210275226521781349e+02
5.300000000000003597e-01,4.111350531817290488e+01,-3.170328392193463157e-02,1.168215296121147162e+02
5.400000000000003686e-01,4.232153031103545970e+01,-5.557753260809298462e-02,1.231048524520578269e+02
5.500000000000003775e-01,4.352738757620303289e+01,-7.732157534495190387e-02,1.215935757902859535e+02
5.600000000000003864e-01,4.474653414330073531e+01,-1.004410595640644471e-01,1.215320746642570668e+02
5.700000000000003952e-01,4.596052560350917560e+01,-1.209474448394432522e-01,1.213103620574698169e+02
5.800000000000004041e-01,4.715289293780207203e+01,-1.429823069480628817e-01,1.176263574491706692e+02
5.900000000000004130e-01,4.835465659100168523e+01,-1.573596866229182989e-01,1.220339102721117257e+02
6.000000000000004219e-01,4.955210403375303230e+01,-1.694458589548271943e-01,1.207200038640556414e+02
6.100000000000004308e-01,5.075853837540865499e+01,-1.749333160340381110e-01,1.202285166320891818e+02
6.200000000000004396e-01,5.196056695706585771e+01,-1.780758135886585658e-01,1.202027664357697461e+02
6.300000000000004485e-01,5.316690749384730452e+01,-1.844279229137678611e-01,1.207178767627726614e+02
6.400000000000004574e-01,5.434793599279973364e+01,-1.954698250788023950e-01,1.162382127492431323e+02
6.500000000000004663e-01,5.555208252527377510e+01,-2.082200671091275213e-01,1.224576550666486128e+02
6.600000000000004752e-01,5.672755075125457580e+01,-2.305196836380576653e-01,1.165913601766238799e+02
6.700000000000004841e-01,5.793661589876869300e+01,-2.417651099127827163e-01,1.212369446343788582e+02
6.800000000000004929e-01,5.912509682082812645e+01,-2.410468218018878006e-01,1.169425959037538405e+02
6.900000000000005018e-01,6.034091633569997981e+01,-2.497669791010571072e-01,1.213233786197530577e+02
7.000000000000005107e-01,6.155488209097741503e+01,-2.459238746649304863e-01,1.213931055140337065e+02
7.100000000000005196e-01,6.274903233591611951e+01,-2.437368373081355288e-01,1.176245517677506029e+02
7.200000000000005285e-01,6.396266580305811544e+01,-2.367521476856702112e-01,1.231570297558611742e+02
7.300000000000005373e-01,6.516765505520432100e+01,-2.325955472471751551e-01,1.185720139073179240e+02
7.400000000000005462e-01,6.639129862906798962e+01,-2.215543582300059655e-01,1.231284269466410564e+02
7.500000000000005551e-01,6.762176447662675116e+01,-2.135966986684167401e-01,1.229031284261325112e+02
7.600000000000005640e-01,6.882638363398466197e+01,-2.086789455299369322e-01,1.185552788945347373e+02
7.700000000000005729e-01,7.004579608937154944e+01,-2.146218161783155221e-01,1.238182051925379028e+02
7.800000000000005818e-01,7.126052241353148986e+01,-2.206062148516991506e-01,1.225876713949326700e+02
7.900000000000005906e-01,7.246567472607291904e+01,-2.389763475744171028e-01,1.185118103629766608e+02
8.000000000000005995e-01,7.368940734896631284e+01,-2.465131472122654988e-01,1.228455853617487605e+02
8.100000000000006084e-01,7.491973621440439501e+01,-2.520295243037913302e-01,1.227461306606639795e+02
8.200000000000006173e-01,7.613993443380518045e+01,-2.510062278948718695e-01,1.219660762246292478e+02
8.300000000000006262e-01,7.735678332240743771e+01,-2.480705666736164605e-01,1.214903779415522678e+02
8.400000000000006350e-01,7.854597918714219418e+01,-2.478713020004659484e-01,1.169693383012788672e+02
8.500000000000006439e-01,7.975292946296306695e+01,-2.509438824772619037e-01,1.227019942696383907e+02
8.600000000000006528e-01,8.095405255571213843e+01,-2.619128634131778210e-01,1.185320761628274653e+02
8.700000000000006617e-01,8.218931145284828688e+01,-2.786579082763261939e-01,1.236680489402229171e+02
8.800000000000006706e-01,8.342756925686441605e+01,-3.007993283491646186e-01,1.237563407475209800e+02
