step,time_s,ball_x,ball_y,radius_m,distance_to_edge_m,speed_mps,v_radial_mps,sub_skill,action_name,is_boundary_active
5330,53.3,1.5911,0.7236,1.748,0.252,0.1204,0.1132,stop,boundary_emergency_brake,1
5340,53.4,1.589,0.711,1.7408,0.2592,0.2375,-0.1193,curve,roam_curve_right,0
5350,53.5,1.5881,0.6889,1.7311,0.2689,0.2268,-0.0826,curve,roam_curve_right,0
5360,53.6,1.5884,0.6529,1.7174,0.2826,0.3619,-0.1133,curve,roam_curve_right,0
5370,53.7,1.5915,0.6057,1.7029,0.2971,0.5018,-0.1253,curve,roam_curve_right,0
5380,53.8,1.5998,0.5532,1.6927,0.3073,0.6025,-0.1008,curve,roam_curve_right,0
5390,53.9,1.6068,0.4927,1.6806,0.3194,0.6425,-0.1446,curve,roam_curve_right,0
5400,54.0,1.6096,0.4227,1.6642,0.3358,0.7191,-0.1679,curve,roam_curve_right,0
5410,54.1,1.6124,0.3514,1.6503,0.3497,0.5655,-0.1233,move,roam_forward_cruise,0
5420,54.2,1.6131,0.3132,1.6433,0.3567,0.7414,-0.3037,move,roam_forward_cruise,0
5430,54.3,1.6115,0.3147,1.6419,0.3581,0.3802,-0.1816,move,roam_forward_cruise,0
5440,54.4,1.6186,0.3356,1.653,0.347,0.1439,-0.1249,move,roam_forward_cruise,0
5450,54.5,1.6372,0.3769,1.68,0.32,0.4844,0.1692,turn,boundary_turn_inward,1
5460,54.6,1.6461,0.4334,1.7023,0.2977,0.5533,0.0979,turn,boundary_turn_inward,1
5470,54.7,1.6431,0.4895,1.7144,0.2856,0.551,0.0118,turn,boundary_turn_inward,1
5480,54.8,1.6331,0.5323,1.7176,0.2824,0.519,-0.511,move,roam_forward_cruise,0
5490,54.9,1.6224,0.5667,1.7185,0.2815,0.4456,-0.4342,move,roam_forward_cruise,0
5500,55.0,1.6099,0.5967,1.7169,0.2831,0.2357,-0.1694,curve,roam_curve_left,0
5510,55.1,1.5792,0.5995,1.6892,0.3108,0.4913,-0.4596,curve,roam_curve_left,0
5520,55.2,1.5402,0.5986,1.6524,0.3476,0.5291,-0.4994,curve,roam_curve_left,0
5530,55.3,1.4893,0.5968,1.6044,0.3956,0.5403,-0.5005,curve,roam_curve_left,0
5540,55.4,1.4357,0.5925,1.5532,0.4468,0.6035,-0.5695,curve,roam_curve_left,0
5550,55.5,1.3747,0.5873,1.4949,0.5051,0.6959,-0.6623,curve,roam_curve_left,0
5560,55.6,1.3082,0.5858,1.4334,0.5666,0.7052,-0.6491,curve,roam_curve_left,0
5570,55.7,1.2419,0.5885,1.3743,0.6257,0.6213,-0.5306,curve,roam_curve_left,0
5580,55.8,1.1809,0.6008,1.325,0.675,0.6589,-0.4588,turn,roam_pivot_turn,0
5590,55.9,1.1199,0.634,1.2869,0.7131,0.7139,-0.351,turn,roam_pivot_turn,0
5600,56.0,1.0614,0.6804,1.2608,0.7392,0.7632,-0.1755,turn,roam_pivot_turn,0
5610,56.1,1.008,0.7374,1.2489,0.7511,0.8082,-0.0613,turn,roam_pivot_turn,0
5620,56.2,0.9629,0.8066,1.256,0.744,0.8521,0.1345,turn,roam_pivot_turn,0
5630,56.3,0.9259,0.8815,1.2784,0.7216,0.8904,0.3517,stop,roam_stance_pause,0
5640,56.4,0.8967,0.954,1.3092,0.6908,0.6961,0.2767,stop,roam_stance_pause,0
5650,56.5,0.8755,1.0008,1.3297,0.6703,0.3954,0.1692,stop,roam_stance_pause,0
5660,56.6,0.8613,1.0354,1.3468,0.6532,0.3465,0.1692,curve,roam_curve_right,0
5670,56.7,0.8448,1.0624,1.3573,0.6427,0.3509,0.1349,turn,boundary_turn_inward,1
5680,56.8,0.8134,1.0836,1.3549,0.6451,0.4357,-0.1462,curve,roam_curve_right,0
5690,56.9,0.7658,1.0949,1.3361,0.6639,0.5963,-0.2371,curve,roam_curve_right,0
5700,57.0,0.7032,1.1089,1.3131,0.6869,0.6494,-0.2096,curve,roam_curve_right,0
5710,57.1,0.6316,1.1283,1.2931,0.7069,0.7824,-0.1701,curve,roam_curve_right,0
5720,57.2,0.5544,1.1542,1.2804,0.7196,0.8166,-0.0876,curve,roam_curve_right,0
5730,57.3,0.4745,1.1819,1.2737,0.7263,0.8497,-0.0511,curve,roam_curve_right,0
5740,57.4,0.3927,1.2093,1.2715,0.7285,0.8778,0.0098,curve,roam_curve_right,0
5750,57.5,0.3087,1.2391,1.277,0.723,0.9128,0.1064,curve,roam_curve_right,0
5760,57.6,0.2223,1.2731,1.2924,0.7076,0.9453,0.1863,curve,roam_curve_right,0
5770,57.7,0.134,1.3073,1.3141,0.6859,0.9503,0.252,move,roam_forward_cruise,0
5780,57.8,0.045,1.3414,1.3421,0.6579,0.9648,0.313,move,roam_forward_cruise,0
5790,57.9,-0.045,1.372,1.3727,0.6273,0.9644,0.3599,turn,boundary_turn_inward,1
5800,58.0,-0.135,1.3908,1.3973,0.6027,0.9098,0.1365,turn,boundary_turn_inward,1
5810,58.1,-0.2264,1.3917,1.41,0.59,0.9169,0.0377,turn,boundary_turn_inward,1
5820,58.2,-0.3174,1.3706,1.4068,0.5932,0.9383,-0.065,turn,boundary_turn_inward,1
5830,58.3,-0.4081,1.3433,1.4039,0.5961,0.9779,0.1881,turn,boundary_turn_inward,1
5840,58.4,-0.4883,1.3073,1.3955,0.6045,0.9311,0.411,turn,boundary_turn_inward,1
5850,58.5,-0.5706,1.2798,1.4012,0.5988,0.942,0.5612,turn,boundary_turn_inward,1
5860,58.6,-0.6599,1.2566,1.4194,0.5806,0.9756,0.3199,turn,boundary_turn_inward,1
5870,58.7,-0.7461,1.2285,1.4373,0.5627,0.9291,0.2321,turn,boundary_turn_inward,1
5880,58.8,-0.826,1.1893,1.448,0.552,0.8796,0.1436,turn,boundary_turn_inward,1
5890,58.9,-0.8988,1.141,1.4525,0.5475,0.86,0.1107,turn,boundary_turn_inward,1
5900,59.0,-0.9661,1.0884,1.4553,0.5447,0.9431,0.1869,turn,boundary_turn_inward,1
5910,59.1,-1.0273,1.0341,1.4576,0.5424,0.9027,0.2258,turn,boundary_turn_inward,1
5920,59.2,-1.0848,0.9794,1.4615,0.5385,0.8091,0.0877,turn,boundary_turn_inward,1
5930,59.3,-1.1369,0.9252,1.4658,0.5342,0.7541,0.1126,turn,boundary_turn_inward,1
5940,59.4,-1.1867,0.8689,1.4708,0.5292,0.9083,0.3411,turn,boundary_turn_inward,1
5950,59.5,-1.229,0.811,1.4725,0.5275,0.7561,0.3256,turn,boundary_turn_inward,1
5960,59.6,-1.2714,0.7535,1.4779,0.5221,0.7418,0.3245,turn,boundary_turn_inward,1
5970,59.7,-1.3133,0.6975,1.487,0.513,0.7458,0.3809,turn,boundary_turn_inward,1
5980,59.8,-1.3469,0.6423,1.4922,0.5078,0.696,0.3762,turn,boundary_turn_inward,1
5990,59.9,-1.3833,0.5876,1.503,0.497,0.5525,0.3042,turn,boundary_turn_inward,1
6000,60.0,-1.4099,0.5247,1.5044,0.4956,0.5877,0.1943,turn,boundary_turn_inward,1
6010,60.1,-1.4295,0.463,1.5026,0.4974,0.5225,0.2073,turn,boundary_turn_inward,1
6020,60.2,-1.444,0.3977,1.4977,0.5023,0.6098,0.1804,turn,boundary_turn_inward,1
6030,60.3,-1.457,0.3428,1.4968,0.5032,0.5714,0.2736,turn,boundary_turn_inward,1
6040,60.4,-1.463,0.3007,1.4936,0.5064,0.3706,0.1477,turn,boundary_turn_inward,1
6050,60.5,-1.4634,0.2618,1.4866,0.5134,0.3402,0.0525,turn,boundary_turn_inward,1
6060,60.6,-1.4708,0.2251,1.4879,0.5121,0.33,0.2053,turn,boundary_turn_inward,1
6070,60.7,-1.4748,0.1875,1.4866,0.5134,0.4079,0.0735,turn,boundary_turn_inward,1
6080,60.8,-1.4775,0.1412,1.4842,0.5158,0.4606,-0.3077,curve,roam_curve_right,0
6090,60.9,-1.4562,0.0926,1.4591,0.5409,0.5952,-0.3713,curve,roam_curve_right,0
6100,61.0,-1.4254,0.0465,1.4261,0.5739,0.6319,-0.3898,curve,roam_curve_right,0
6110,61.1,-1.392,0.0,1.392,0.608,0.6845,-0.4156,curve,roam_curve_right,0
6120,61.2,-1.3588,-0.0515,1.3597,0.6403,0.7407,-0.3737,curve,roam_curve_right,0
6130,61.3,-1.3346,-0.1102,1.3391,0.6609,0.7386,-0.1188,move,roam_forward_cruise,0
6140,61.4,-1.3379,-0.1821,1.3502,0.6498,0.7833,0.1154,turn,boundary_turn_inward,1
6150,61.5,-1.3478,-0.2545,1.3717,0.6283,0.8163,0.3238,turn,boundary_turn_inward,1
6160,61.6,-1.3569,-0.3254,1.3954,0.6046,0.7257,0.0531,turn,boundary_turn_inward,1
6170,61.7,-1.3447,-0.3958,1.4018,0.5982,0.6016,-0.0359,turn,boundary_turn_inward,1
6180,61.8,-1.3294,-0.4573,1.4059,0.5941,0.759,-0.321,move,roam_forward_cruise,0
6190,61.9,-1.3169,-0.5178,1.4151,0.5849,0.6446,0.0989,turn,boundary_turn_inward,1
6200,62.0,-1.3163,-0.5844,1.4402,0.5598,0.6453,0.0846,turn,boundary_turn_inward,1
6210,62.1,-1.2971,-0.6497,1.4507,0.5493,0.802,-0.2561,move,roam_forward_cruise,0
6220,62.2,-1.2699,-0.7077,1.4538,0.5462,0.5851,-0.0557,curve,roam_curve_left,0
6230,62.3,-1.2418,-0.768,1.4601,0.5399,0.6661,-0.0919,curve,roam_curve_left,0
6240,62.4,-1.206,-0.8248,1.461,0.539,0.6229,-0.2063,curve,roam_curve_left,0
6250,62.5,-1.1588,-0.8713,1.4498,0.5502,0.6482,-0.2025,curve,roam_curve_left,0
6260,62.6,-1.1129,-0.9197,1.4438,0.5562,0.5837,-0.1579,curve,roam_curve_left,0
6270,62.7,-1.0647,-0.9671,1.4383,0.5617,0.6275,-0.2286,curve,roam_curve_left,0
6280,62.8,-1.0126,-1.0111,1.4309,0.5691,0.6527,-0.1595,curve,roam_curve_left,0
6290,62.9,-0.9606,-1.0548,1.4267,0.5733,0.4356,-0.1031,curve,roam_curve_left,0
6300,63.0,-0.9057,-1.0936,1.4199,0.5801,0.6076,-0.2775,turn,roam_pivot_turn,0
6310,63.1,-0.8535,-1.1274,1.4141,0.5859,0.5425,-0.2836,turn,roam_pivot_turn,0
6320,63.2,-0.8028,-1.1627,1.4129,0.5871,0.4666,-0.3281,turn,roam_pivot_turn,0
6330,63.3,-0.7496,-1.1961,1.4116,0.5884,0.5793,-0.261,turn,roam_pivot_turn,0
6340,63.4,-0.6948,-1.2245,1.4079,0.5921,0.6339,-0.3873,turn,roam_pivot_turn,0
6350,63.5,-0.6458,-1.2586,1.4146,0.5854,0.8237,-0.1385,stop,roam_stance_pause,0
6360,63.6,-0.5769,-1.2857,1.4092,0.5908,0.9221,-0.3022,stop,roam_stance_pause,0
6370,63.7,-0.523,-1.3074,1.4082,0.5918,0.8335,-0.2232,stop,roam_stance_pause,0
6380,63.8,-0.4691,-1.3264,1.4069,0.5931,0.7116,-0.2413,curve,roam_curve_right,0
6390,63.9,-0.4213,-1.3517,1.4159,0.5841,0.5635,-0.1158,curve,roam_curve_right,0
6400,64.0,-0.3778,-1.3757,1.4266,0.5734,0.6003,-0.089,curve,roam_curve_right,0
6410,64.1,-0.3327,-1.3933,1.4325,0.5675,0.6342,-0.238,curve,roam_curve_right,0
6420,64.2,-0.2854,-1.407,1.4356,0.5644,0.5087,-0.0782,curve,roam_curve_right,0
6430,64.3,-0.2296,-1.4168,1.4353,0.5647,0.5366,-0.1129,curve,roam_curve_right,0
6440,64.4,-0.1689,-1.424,1.434,0.566,0.5638,-0.0517,curve,roam_curve_right,0
6450,64.5,-0.1059,-1.4347,1.4386,0.5614,0.6101,-0.0114,turn,boundary_turn_inward,1
6460,64.6,-0.045,-1.4353,1.436,0.564,0.5634,-0.2153,curve,roam_curve_right,0
6470,64.7,0.016,-1.4276,1.4277,0.5723,0.6049,-0.2618,curve,roam_curve_right,0
6480,64.8,0.0735,-1.4151,1.417,0.583,0.5156,-0.2729,curve,roam_curve_right,0
6490,64.9,0.1296,-1.397,1.403,0.597,0.7754,-0.6243,move,roam_forward_cruise,0
6500,65.0,0.1887,-1.3992,1.4119,0.5881,0.7022,-0.4038,move,roam_forward_cruise,0
6510,65.1,0.25,-1.4071,1.4292,0.5708,0.5808,-0.1035,move,roam_forward_cruise,0
6520,65.2,0.316,-1.4416,1.4758,0.5242,0.6885,0.3201,turn,boundary_turn_inward,1
6530,65.3,0.3919,-1.461,1.5127,0.4873,0.7963,0.2181,turn,boundary_turn_inward,1
6540,65.4,0.4679,-1.4678,1.5406,0.4594,0.8232,0.1337,turn,boundary_turn_inward,1
6550,65.5,0.5368,-1.4659,1.5611,0.4389,0.8094,0.0696,turn,boundary_turn_inward,1
6560,65.6,0.5987,-1.4626,1.5804,0.4196,0.8515,0.0091,turn,boundary_turn_inward,1
6570,65.7,0.6568,-1.4564,1.5976,0.4024,0.9361,-0.1671,move,roam_forward_cruise,0
6580,65.8,0.7226,-1.4435,1.6143,0.3857,0.8191,0.2657,turn,boundary_turn_inward,1
6590,65.9,0.7829,-1.4351,1.6348,0.3652,0.6816,0.1069,turn,boundary_turn_inward,1
6600,66.0,0.8394,-1.4173,1.6472,0.3528,0.623,0.0328,turn,boundary_turn_inward,1
6610,66.1,0.889,-1.3913,1.6511,0.3489,0.5665,0.0027,turn,boundary_turn_inward,1
6620,66.2,0.9326,-1.3561,1.6459,0.3541,0.5111,-0.1532,curve,roam_curve_left,0
6630,66.3,0.9687,-1.3169,1.6348,0.3652,0.4085,-0.1622,curve,roam_curve_left,0
6640,66.4,1.003,-1.2746,1.6219,0.3781,0.3984,-0.1278,curve,roam_curve_left,0
6650,66.5,1.0347,-1.2309,1.6081,0.3919,0.4119,-0.1271,curve,roam_curve_left,0
6660,66.6,1.0651,-1.1849,1.5933,0.4067,0.5528,-0.0109,turn,boundary_turn_inward,1
6670,66.7,1.0958,-1.139,1.5806,0.4194,0.6189,0.0255,turn,boundary_turn_inward,1
6680,66.8,1.1234,-1.0917,1.5665,0.4335,0.5592,0.0511,turn,boundary_turn_inward,1
6690,66.9,1.1488,-1.0463,1.5538,0.4462,0.5589,0.0988,turn,boundary_turn_inward,1
6700,67.0,1.1701,-0.997,1.5372,0.4628,0.8279,-0.0587,turn,boundary_turn_inward,1
6710,67.1,1.1844,-0.9483,1.5172,0.4828,0.5956,0.188,turn,boundary_turn_inward,1
6720,67.2,1.206,-0.8909,1.4994,0.5006,0.6243,0.0734,turn,boundary_turn_inward,1
6730,67.3,1.2183,-0.8334,1.4761,0.5239,0.5001,0.1006,turn,boundary_turn_inward,1
6740,67.4,1.2231,-0.7771,1.4491,0.5509,0.6146,0.0003,turn,boundary_turn_inward,1
6750,67.5,1.232,-0.7272,1.4306,0.5694,0.6324,0.0307,turn,boundary_turn_inward,1
6760,67.6,1.237,-0.6777,1.4105,0.5895,0.6791,-0.0499,turn,boundary_turn_inward,1
6770,67.7,1.2313,-0.6247,1.3807,0.6193,0.5933,-0.246,curve,roam_curve_right,0
6780,67.8,1.2219,-0.5732,1.3496,0.6504,0.6893,-0.2665,curve,roam_curve_right,0
6790,67.9,1.211,-0.5217,1.3186,0.6814,0.6488,-0.2519,curve,roam_curve_right,0
6800,68.0,1.2014,-0.47,1.29,0.71,0.5947,-0.2294,curve,roam_curve_right,0
6810,68.1,1.193,-0.417,1.2637,0.7363,0.6059,-0.1767,curve,roam_curve_right,0
6820,68.2,1.1875,-0.3592,1.2406,0.7594,0.6039,-0.1403,curve,roam_curve_right,0
6830,68.3,1.1813,-0.295,1.2176,0.7824,0.6204,-0.1179,curve,roam_curve_right,0
6840,68.4,1.1772,-0.2296,1.1994,0.8006,0.5524,0.0034,curve,roam_curve_right,0
6850,68.5,1.1816,-0.1655,1.1931,0.8069,0.5697,-0.0464,move,roam_forward_cruise,0
6860,68.6,1.2011,-0.0984,1.2051,0.7949,0.6564,0.3777,move,roam_forward_cruise,0
6870,68.7,1.2467,-0.0339,1.2472,0.7528,0.7614,0.494,move,roam_forward_cruise,0
6880,68.8,1.3023,0.0232,1.3025,0.6975,0.7031,0.587,move,roam_forward_cruise,0
6890,68.9,1.3598,0.0731,1.3617,0.6383,0.6568,0.5762,turn,boundary_turn_inward,1
6900,69.0,1.4138,0.125,1.4194,0.5806,0.7592,0.5097,turn,boundary_turn_inward,1
6910,69.1,1.4528,0.1865,1.4647,0.5353,0.6812,0.4168,turn,boundary_turn_inward,1
6920,69.2,1.4827,0.2463,1.503,0.497,0.6643,0.2612,turn,boundary_turn_inward,1
6930,69.3,1.4904,0.3129,1.5229,0.4771,0.6777,0.1595,turn,boundary_turn_inward,1
6940,69.4,1.4805,0.3799,1.5284,0.4716,0.6881,-0.0266,turn,boundary_turn_inward,1
6950,69.5,1.458,0.4465,1.5249,0.4751,0.6535,-0.1099,curve,roam_curve_left,0
6960,69.6,1.4292,0.5067,1.5163,0.4837,0.5515,-0.1892,curve,roam_curve_left,0
6970,69.7,1.3981,0.5666,1.5085,0.4915,0.5213,-0.1784,curve,roam_curve_left,0
6980,69.8,1.3649,0.6247,1.5011,0.4989,0.5007,-0.1624,curve,roam_curve_left,0
6990,69.9,1.3287,0.6822,1.4935,0.5065,0.4809,-0.1765,curve,roam_curve_left,0
7000,70.0,1.2933,0.738,1.4891,0.5109,0.4722,-0.1957,curve,roam_curve_left,0
7010,70.1,1.2594,0.795,1.4894,0.5106,0.5563,-0.2243,curve,roam_curve_left,0
7020,70.2,1.2277,0.8433,1.4894,0.5106,0.591,-0.3314,turn,roam_pivot_turn,0
7030,70.3,1.1969,0.8931,1.4934,0.5066,0.5269,-0.2943,turn,roam_pivot_turn,0
7040,70.4,1.1679,0.9536,1.5077,0.4923,0.5426,-0.1314,turn,roam_pivot_turn,0
7050,70.5,1.1463,1.0198,1.5343,0.4657,0.5318,-0.1408,turn,roam_pivot_turn,0
7060,70.6,1.1288,1.0804,1.5625,0.4375,0.45,-0.2057,turn,roam_pivot_turn,0
7070,70.7,1.1051,1.1441,1.5906,0.4094,0.8306,0.2209,turn,boundary_turn_inward,1
7080,70.8,1.0872,1.2226,1.6361,0.3639,0.7419,0.2773,turn,boundary_turn_inward,1
7090,70.9,1.0745,1.2959,1.6834,0.3166,0.7242,0.27,turn,boundary_turn_inward,1
7100,71.0,1.0674,1.3634,1.7315,0.2685,0.413,0.0396,turn,boundary_turn_inward,1
7110,71.1,1.0614,1.3881,1.7474,0.2526,0.1789,-0.1587,curve,roam_curve_right,0
7120,71.2,1.0543,1.4128,1.7629,0.2371,0.1275,-0.1004,curve,roam_curve_right,0
7130,71.3,1.0465,1.4174,1.7619,0.2381,0.4517,-0.4517,curve,roam_curve_right,0
7140,71.4,1.0399,1.3975,1.742,0.258,0.3282,-0.3216,curve,roam_curve_right,0
7150,71.5,1.032,1.3739,1.7183,0.2817,0.3391,-0.3239,curve,roam_curve_right,0
7160,71.6,1.0213,1.3413,1.6859,0.3141,0.4385,-0.4276,curve,roam_curve_right,0
7170,71.7,1.003,1.3015,1.6431,0.3569,0.504,-0.4958,curve,roam_curve_right,0
7180,71.8,0.9804,1.2559,1.5933,0.4067,0.4853,-0.4804,curve,roam_curve_right,0
7190,71.9,0.9541,1.2072,1.5387,0.4613,0.5356,-0.5267,curve,roam_curve_right,0
7200,72.0,0.9268,1.1521,1.4787,0.5213,0.5863,-0.5751,curve,roam_curve_right,0
7210,72.1,0.896,1.1119,1.428,0.572,0.4498,-0.444,move,roam_forward_cruise,0
7220,72.2,0.8657,1.0901,1.392,0.608,0.3097,-0.2776,move,roam_forward_cruise,0
7230,72.3,0.8335,1.1073,1.3859,0.6141,0.5801,-0.4272,move,roam_forward_cruise,0
7240,72.4,0.8076,1.1464,1.4023,0.5977,0.4255,-0.3142,move,roam_forward_cruise,0
7250,72.5,0.7775,1.1996,1.4296,0.5704,0.486,-0.0911,move,roam_forward_cruise,0
7260,72.6,0.7494,1.2538,1.4607,0.5393,0.4839,0.1545,turn,boundary_turn_inward,1
7270,72.7,0.7135,1.2908,1.4749,0.5251,0.5739,-0.0648,move,roam_forward_cruise,0
7280,72.8,0.6689,1.3147,1.4751,0.5249,0.7698,-0.5679,move,roam_forward_cruise,0
7290,72.9,0.6266,1.3347,1.4745,0.5255,0.7223,-0.2962,move,roam_forward_cruise,0
7300,73.0,0.5866,1.3619,1.4829,0.5171,0.7598,0.128,turn,boundary_turn_inward,1
7310,73.1,0.5356,1.4082,1.5066,0.4934,0.8722,0.0911,turn,boundary_turn_inward,1
7320,73.2,0.4748,1.4549,1.5304,0.4696,0.9449,0.0264,turn,boundary_turn_inward,1
7330,73.3,0.4108,1.4978,1.5531,0.4469,0.7878,0.0677,turn,boundary_turn_inward,1
7340,73.4,0.3481,1.5332,1.5722,0.4278,0.6858,0.0267,turn,boundary_turn_inward,1
7350,73.5,0.2864,1.558,1.5841,0.4159,0.6527,-0.0048,turn,boundary_turn_inward,1
7360,73.6,0.2166,1.5709,1.5858,0.4142,0.5554,-0.0962,curve,roam_curve_left,0
7370,73.7,0.1498,1.5791,1.5862,0.4138,0.4272,-0.0728,curve,roam_curve_left,0
7380,73.8,0.0809,1.5843,1.5864,0.4136,0.5169,-0.193,turn,roam_pivot_turn,0
7390,73.9,0.0155,1.5861,1.5862,0.4138,0.4637,-0.1897,turn,roam_pivot_turn,0
7400,74.0,-0.049,1.5925,1.5933,0.4067,0.4677,-0.1159,turn,roam_pivot_turn,0
7410,74.1,-0.1131,1.5975,1.6015,0.3985,0.4775,-0.1899,turn,roam_pivot_turn,0
7420,74.2,-0.1737,1.5977,1.6071,0.3929,0.3904,-0.1833,turn,roam_pivot_turn,0
7430,74.3,-0.2273,1.5937,1.6098,0.3902,0.5471,-0.1537,stop,roam_stance_pause,0
7440,74.4,-0.2804,1.5821,1.6068,0.3932,0.546,-0.1441,stop,roam_stance_pause,0
7450,74.5,-0.3304,1.5712,1.6056,0.3944,0.5515,-0.1508,stop,roam_stance_pause,0
7460,74.6,-0.3783,1.5609,1.6061,0.3939,0.4426,-0.1331,curve,roam_curve_right,0
7470,74.7,-0.4239,1.5542,1.611,0.389,0.4001,-0.0791,curve,roam_curve_right,0
7480,74.8,-0.4646,1.546,1.6143,0.3857,0.1875,0.0251,turn,boundary_turn_inward,1
7490,74.9,-0.4986,1.5321,1.6112,0.3888,0.2998,-0.0957,curve,roam_curve_right,0
7500,75.0,-0.5308,1.5078,1.5985,0.4015,0.3825,-0.1759,curve,roam_curve_right,0
7510,75.1,-0.5674,1.4769,1.5821,0.4179,0.4865,-0.2,curve,roam_curve_right,0
7520,75.2,-0.6095,1.4413,1.5649,0.4351,0.562,-0.2359,curve,roam_curve_right,0
7530,75.3,-0.6534,1.3983,1.5434,0.4566,0.6393,-0.2583,curve,roam_curve_right,0
7540,75.4,-0.7015,1.3516,1.5228,0.4772,0.7207,-0.2537,curve,roam_curve_right,0
7550,75.5,-0.7529,1.3048,1.5065,0.4935,0.785,-0.2145,curve,roam_curve_right,0
7560,75.6,-0.8056,1.2576,1.4935,0.5065,0.6868,-0.2475,curve,roam_curve_right,0
7570,75.7,-0.8651,1.2141,1.4907,0.5093,0.7565,-0.2972,move,roam_forward_cruise,0
7580,75.8,-0.9127,1.1828,1.494,0.506,0.433,-0.2742,move,roam_forward_cruise,0
7590,75.9,-0.9663,1.1484,1.5008,0.4992,0.7718,-0.377,move,roam_forward_cruise,0
7600,76.0,-1.0343,1.102,1.5113,0.4887,0.8207,-0.3657,move,roam_forward_cruise,0
7610,76.1,-1.1056,1.057,1.5296,0.4704,0.855,-0.1954,move,roam_forward_cruise,0
7620,76.2,-1.1833,1.0193,1.5617,0.4383,0.9075,-0.0504,turn,boundary_turn_inward,1
7630,76.3,-1.2611,0.99,1.6033,0.3967,0.8896,0.2571,turn,boundary_turn_inward,1
7640,76.4,-1.3382,0.9637,1.6491,0.3509,0.9234,0.2736,turn,boundary_turn_inward,1
7650,76.5,-1.412,0.9343,1.6931,0.3069,0.9242,0.2604,turn,boundary_turn_inward,1
7660,76.6,-1.477,0.9013,1.7303,0.2697,0.4659,-0.0406,curve,roam_curve_left,0
7670,76.7,-1.5232,0.8761,1.7572,0.2428,0.3944,0.0305,turn,boundary_turn_inward,1
7680,76.8,-1.5569,0.8463,1.772,0.228,0.3869,0.039,turn,boundary_turn_inward,1
7690,76.9,-1.5545,0.836,1.7651,0.2349,0.2276,-0.1938,curve,roam_curve_left,0
7700,77.0,-1.5294,0.8469,1.7483,0.2517,0.3151,-0.2191,curve,roam_curve_left,0
7710,77.1,-1.4964,0.8537,1.7228,0.2772,0.39,-0.3377,curve,roam_curve_left,0
7720,77.2,-1.4533,0.8609,1.6892,0.3108,0.4793,-0.3964,curve,roam_curve_left,0
7730,77.3,-1.4061,0.8699,1.6534,0.3466,0.514,-0.4273,curve,roam_curve_left,0
7740,77.4,-1.3536,0.8776,1.6132,0.3868,0.5845,-0.4955,turn,roam_pivot_turn,0
7750,77.5,-1.2963,0.8733,1.5631,0.4369,0.6297,-0.5986,turn,roam_pivot_turn,0
7760,77.6,-1.235,0.8476,1.4979,0.5021,0.7264,-0.7264,turn,roam_pivot_turn,0
7770,77.7,-1.1768,0.8055,1.4261,0.5739,0.7486,-0.7379,turn,roam_pivot_turn,0
7780,77.8,-1.1272,0.7459,1.3516,0.6484,0.8055,-0.7263,turn,roam_pivot_turn,0
7790,77.9,-1.0874,0.6816,1.2834,0.7166,0.6777,-0.558,stop,roam_stance_pause,0
7800,78.0,-1.0591,0.6278,1.2312,0.7688,0.5102,-0.444,stop,roam_stance_pause,0
7810,78.1,-1.0355,0.5825,1.1881,0.8119,0.324,-0.263,stop,roam_stance_pause,0
7820,78.2,-1.0249,0.5563,1.1662,0.8338,0.2353,-0.1828,curve,roam_curve_right,0
7830,78.3,-1.0107,0.5249,1.1389,0.8611,0.5052,-0.4073,curve,roam_curve_right,0
7840,78.4,-0.9843,0.4803,1.0952,0.9048,0.5004,-0.4066,curve,roam_curve_right,0
7850,78.5,-0.9667,0.4333,1.0594,0.9406,0.6013,-0.4342,curve,roam_curve_right,0
7860,78.6,-0.9481,0.3771,1.0203,0.9797,0.6622,-0.4528,curve,roam_curve_right,0
7870,78.7,-0.9269,0.3166,0.9795,1.0205,0.6891,-0.4331,curve,roam_curve_right,0
7880,78.8,-0.9077,0.2507,0.9417,1.0583,0.7428,-0.4157,curve,roam_curve_right,0
7890,78.9,-0.8885,0.1837,0.9073,1.0927,0.743,-0.3811,curve,roam_curve_right,0
7900,79.0,-0.8655,0.1151,0.8732,1.1268,0.7523,-0.378,curve,roam_curve_right,0
7910,79.1,-0.8372,0.0462,0.8384,1.1616,0.7882,-0.3843,curve,roam_curve_right,0
7920,79.2,-0.8063,-0.0273,0.8067,1.1933,0.8393,-0.3182,curve,roam_curve_right,0
7930,79.3,-0.7766,-0.1045,0.7836,1.2164,0.8183,-0.2244,move,roam_forward_cruise,0
7940,79.4,-0.7506,-0.1854,0.7731,1.2269,0.8248,-0.0496,move,roam_forward_cruise,0
7950,79.5,-0.7298,-0.2691,0.7778,1.2222,0.834,0.0719,move,roam_forward_cruise,0
7960,79.6,-0.7145,-0.3567,0.7985,1.2015,0.8372,0.2299,move,roam_forward_cruise,0
7970,79.7,-0.7047,-0.4453,0.8336,1.1664,0.8683,0.3894,move,roam_forward_cruise,0
7980,79.8,-0.7001,-0.5358,0.8816,1.1184,0.9061,0.5225,move,roam_forward_cruise,0
7990,79.9,-0.7015,-0.6297,0.9427,1.0573,0.944,0.6355,move,roam_forward_cruise,0
8000,80.0,-0.7069,-0.7246,1.0123,0.9877,0.9743,0.7296,move,roam_forward_cruise,0
