step,time_s,ball_x,ball_y,radius_m,distance_to_edge_m,speed_mps,v_radial_mps,sub_skill,action_name,is_boundary_active
2670,26.7,-1.5042,1.1248,1.8783,0.1217,0.1448,0.1432,stop,boundary_emergency_brake,1
2680,26.8,-1.5063,1.1177,1.8757,0.1243,0.1572,-0.0971,curve,roam_curve_left,0
2690,26.9,-1.4978,1.1154,1.8675,0.1325,0.0719,-0.0241,turn,boundary_turn_inward,1
2700,27.0,-1.4861,1.1058,1.8524,0.1476,0.221,-0.209,turn,roam_pivot_turn,0
2710,27.1,-1.4747,1.0804,1.8281,0.1719,0.4671,-0.3236,turn,roam_pivot_turn,0
2720,27.2,-1.4771,1.0296,1.8005,0.1995,0.6017,-0.2208,turn,roam_pivot_turn,0
2730,27.3,-1.4928,0.979,1.7852,0.2148,0.6511,-0.051,turn,boundary_turn_inward,1
2740,27.4,-1.5166,0.9306,1.7794,0.2206,0.7133,0.0713,turn,boundary_turn_inward,1
2750,27.5,-1.528,0.8896,1.7681,0.2319,0.3481,-0.1628,stop,roam_stance_pause,0
2760,27.6,-1.526,0.8585,1.7509,0.2491,0.2629,-0.1557,stop,roam_stance_pause,0
2770,27.7,-1.5228,0.8367,1.7375,0.2625,0.1916,-0.1208,stop,roam_stance_pause,0
2780,27.8,-1.5171,0.8175,1.7233,0.2767,0.1921,-0.1433,curve,roam_curve_right,0
2790,27.9,-1.5132,0.7946,1.7091,0.2909,0.325,-0.172,curve,roam_curve_right,0
2800,28.0,-1.5111,0.7559,1.6896,0.3104,0.4756,-0.2475,curve,roam_curve_right,0
2810,28.1,-1.5062,0.7046,1.6629,0.3371,0.5705,-0.2928,curve,roam_curve_right,0
2820,28.2,-1.4961,0.6418,1.6279,0.3721,0.6772,-0.3964,curve,roam_curve_right,0
2830,28.3,-1.4788,0.5729,1.5859,0.4141,0.7438,-0.4355,curve,roam_curve_right,0
2840,28.4,-1.4596,0.4963,1.5417,0.4583,0.8305,-0.427,curve,roam_curve_right,0
2850,28.5,-1.4428,0.4133,1.5008,0.4992,0.8575,-0.3765,curve,roam_curve_right,0
2860,28.6,-1.4283,0.3267,1.4652,0.5348,0.8817,-0.3284,curve,roam_curve_right,0
2870,28.7,-1.4156,0.2375,1.4354,0.5646,0.915,-0.2697,curve,roam_curve_right,0
2880,28.8,-1.4031,0.1452,1.4105,0.5895,0.951,-0.2249,curve,roam_curve_right,0
2890,28.9,-1.3913,0.0544,1.3924,0.6076,0.9172,-0.1555,move,roam_forward_cruise,0
2900,29.0,-1.3799,-0.0386,1.3804,0.6196,1.0532,0.026,turn,boundary_turn_inward,1
2910,29.1,-1.3742,-0.1331,1.3807,0.6193,0.9817,0.2052,turn,boundary_turn_inward,1
2920,29.2,-1.3682,-0.2246,1.3865,0.6135,0.9236,0.2325,turn,boundary_turn_inward,1
2930,29.3,-1.3615,-0.3147,1.3973,0.6027,0.9475,0.3389,turn,boundary_turn_inward,1
2940,29.4,-1.3531,-0.3991,1.4107,0.5893,0.8276,0.3951,turn,boundary_turn_inward,1
2950,29.5,-1.3418,-0.4823,1.4259,0.5741,0.8096,0.4255,turn,boundary_turn_inward,1
2960,29.6,-1.3285,-0.5628,1.4428,0.5572,0.7725,0.2697,turn,boundary_turn_inward,1
2970,29.7,-1.3178,-0.6432,1.4663,0.5337,0.7954,0.3466,turn,boundary_turn_inward,1
2980,29.8,-1.2968,-0.7176,1.4821,0.5179,0.7512,0.2167,turn,boundary_turn_inward,1
2990,29.9,-1.2658,-0.7876,1.4908,0.5092,0.7743,0.1698,turn,boundary_turn_inward,1
3000,30.0,-1.2286,-0.8559,1.4974,0.5026,1.0266,0.3114,turn,boundary_turn_inward,1
3010,30.1,-1.1882,-0.916,1.5004,0.4996,0.8237,0.1701,turn,boundary_turn_inward,1
3020,30.2,-1.1439,-0.9674,1.4981,0.5019,0.8489,0.1294,turn,boundary_turn_inward,1
3030,30.3,-1.0948,-1.0198,1.4962,0.5038,0.8429,0.0998,turn,boundary_turn_inward,1
3040,30.4,-1.045,-1.0673,1.4937,0.5063,0.8515,0.1047,turn,boundary_turn_inward,1
3050,30.5,-0.9961,-1.1137,1.4942,0.5058,0.7135,0.1595,turn,boundary_turn_inward,1
3060,30.6,-0.9471,-1.1465,1.4871,0.5129,0.6075,0.1031,turn,boundary_turn_inward,1
3070,30.7,-0.8987,-1.1826,1.4854,0.5146,0.6776,0.3074,turn,boundary_turn_inward,1
3080,30.8,-0.8472,-1.2225,1.4873,0.5127,0.6909,0.4502,turn,boundary_turn_inward,1
3090,30.9,-0.7959,-1.2637,1.4935,0.5065,0.7563,0.4361,turn,boundary_turn_inward,1
3100,31.0,-0.744,-1.3006,1.4983,0.5017,0.814,0.4385,turn,boundary_turn_inward,1
3110,31.1,-0.7009,-1.3273,1.501,0.499,0.5187,0.3544,turn,boundary_turn_inward,1
3120,31.2,-0.635,-1.3528,1.4944,0.5056,0.6434,0.3588,turn,boundary_turn_inward,1
3130,31.3,-0.5728,-1.3743,1.4889,0.5111,0.5232,0.3646,turn,boundary_turn_inward,1
3140,31.4,-0.5126,-1.3955,1.4867,0.5133,0.5915,0.2677,turn,boundary_turn_inward,1
3150,31.5,-0.4617,-1.4204,1.4936,0.5064,0.54,0.3608,turn,boundary_turn_inward,1
3160,31.6,-0.4131,-1.4435,1.5015,0.4985,0.4912,0.3186,turn,boundary_turn_inward,1
3170,31.7,-0.3655,-1.4652,1.5101,0.4899,0.4605,0.2629,turn,boundary_turn_inward,1
3180,31.8,-0.3142,-1.4832,1.5161,0.4839,0.4675,0.233,turn,boundary_turn_inward,1
3190,31.9,-0.2599,-1.4921,1.5146,0.4854,0.5192,0.2114,turn,boundary_turn_inward,1
3200,32.0,-0.2173,-1.4917,1.5075,0.4925,0.3416,0.184,turn,boundary_turn_inward,1
3210,32.1,-0.1802,-1.489,1.4998,0.5002,0.4042,0.0068,turn,boundary_turn_inward,1
3220,32.2,-0.1391,-1.4836,1.4902,0.5098,0.476,-0.1327,curve,roam_curve_right,0
3230,32.3,-0.0968,-1.4533,1.4565,0.5435,0.6095,-0.4617,curve,roam_curve_right,0
3240,32.4,-0.0497,-1.4113,1.4122,0.5878,0.6597,-0.4715,curve,roam_curve_right,0
3250,32.5,0.0022,-1.3741,1.3741,0.6259,0.6999,-0.3813,move,roam_forward_cruise,0
3260,32.6,0.0692,-1.358,1.3597,0.6403,0.818,-0.4143,move,roam_forward_cruise,0
3270,32.7,0.1442,-1.3636,1.3712,0.6288,0.9675,-0.2839,move,roam_forward_cruise,0
3280,32.8,0.2164,-1.3767,1.3936,0.6064,0.9389,-0.1636,move,roam_forward_cruise,0
3290,32.9,0.2889,-1.3836,1.4134,0.5866,0.9559,-0.2748,move,roam_forward_cruise,0
3300,33.0,0.3689,-1.3925,1.4405,0.5595,1.1006,0.1665,turn,boundary_turn_inward,1
3310,33.1,0.4514,-1.4024,1.4733,0.5267,0.981,0.1726,turn,boundary_turn_inward,1
3320,33.2,0.5371,-1.4037,1.5029,0.4971,0.8954,0.1281,turn,boundary_turn_inward,1
3330,33.3,0.6046,-1.3935,1.519,0.481,0.6957,0.0053,turn,boundary_turn_inward,1
3340,33.4,0.6576,-1.3778,1.5266,0.4734,0.6059,-0.0717,curve,roam_curve_left,0
3350,33.5,0.7016,-1.3589,1.5293,0.4707,0.4467,-0.0617,curve,roam_curve_left,0
3360,33.6,0.7323,-1.3314,1.5195,0.4805,0.4431,-0.1268,curve,roam_curve_left,0
3370,33.7,0.764,-1.2913,1.5004,0.4996,0.4612,-0.132,curve,roam_curve_left,0
3380,33.8,0.8014,-1.2449,1.4805,0.5195,0.5414,-0.1337,curve,roam_curve_left,0
3390,33.9,0.8407,-1.1983,1.4638,0.5362,0.5181,-0.0702,curve,roam_curve_left,0
3400,34.0,0.8826,-1.1522,1.4514,0.5486,0.4716,-0.0527,curve,roam_curve_left,0
3410,34.1,0.9224,-1.1053,1.4396,0.5604,0.4648,-0.0472,curve,roam_curve_left,0
3420,34.2,0.9607,-1.0623,1.4323,0.5677,0.4863,0.1395,turn,boundary_turn_inward,1
3430,34.3,1.0015,-1.0142,1.4253,0.5747,0.6807,0.2321,turn,boundary_turn_inward,1
3440,34.4,1.0376,-0.9684,1.4193,0.5807,0.5728,0.2362,turn,boundary_turn_inward,1
3450,34.5,1.07,-0.9213,1.412,0.588,0.6944,0.3116,turn,boundary_turn_inward,1
3460,34.6,1.1035,-0.8821,1.4127,0.5873,0.5014,0.3093,turn,boundary_turn_inward,1
3470,34.7,1.1322,-0.8381,1.4086,0.5914,0.5653,0.1847,turn,boundary_turn_inward,1
3480,34.8,1.1541,-0.7667,1.3856,0.6144,0.7297,0.1308,turn,boundary_turn_inward,1
3490,34.9,1.1692,-0.7028,1.3642,0.6358,0.385,0.183,turn,boundary_turn_inward,1
3500,35.0,1.1774,-0.6406,1.3404,0.6596,0.4877,-0.0707,curve,roam_curve_right,0
3510,35.1,1.188,-0.5884,1.3258,0.6742,0.4327,0.0075,curve,roam_curve_right,0
3520,35.2,1.203,-0.5315,1.3152,0.6848,0.4557,-0.0054,curve,roam_curve_right,0
3530,35.3,1.2193,-0.4713,1.3073,0.6927,0.5976,-0.0472,curve,roam_curve_right,0
3540,35.4,1.2323,-0.412,1.2993,0.7007,0.5239,-0.0515,curve,roam_curve_right,0
3550,35.5,1.2461,-0.3524,1.2949,0.7051,0.6482,-0.0114,curve,roam_curve_right,0
3560,35.6,1.2629,-0.2867,1.295,0.705,0.7261,0.0106,curve,roam_curve_right,0
3570,35.7,1.2814,-0.2123,1.2989,0.7011,0.7983,0.0726,curve,roam_curve_right,0
3580,35.8,1.3012,-0.1338,1.3081,0.6919,0.8333,0.1283,curve,roam_curve_right,0
3590,35.9,1.3227,-0.0508,1.3237,0.6763,0.895,0.1922,curve,roam_curve_right,0
3600,36.0,1.3457,0.0365,1.3462,0.6538,0.9037,0.2577,curve,roam_curve_right,0
3610,36.1,1.3658,0.1234,1.3713,0.6287,0.9056,0.277,turn,boundary_turn_inward,1
3620,36.2,1.3741,0.2122,1.3904,0.6096,0.9007,0.1059,turn,boundary_turn_inward,1
3630,36.3,1.3639,0.3005,1.3966,0.6034,0.8961,0.0224,turn,boundary_turn_inward,1
3640,36.4,1.3382,0.3868,1.393,0.607,0.922,-0.0774,move,roam_forward_cruise,0
3650,36.5,1.2992,0.4725,1.3824,0.6176,1.1027,-0.5065,move,roam_forward_cruise,0
3660,36.6,1.2666,0.5576,1.384,0.616,1.2434,-0.6302,move,roam_forward_cruise,0
3670,36.7,1.2301,0.6433,1.3881,0.6119,1.1705,-0.3217,move,roam_forward_cruise,0
3680,36.8,1.2089,0.7337,1.4141,0.5859,1.1167,0.3932,turn,boundary_turn_inward,1
3690,36.9,1.2009,0.8275,1.4584,0.5416,0.9465,0.4091,turn,boundary_turn_inward,1
3700,37.0,1.1768,0.9104,1.4879,0.5121,0.831,0.188,turn,boundary_turn_inward,1
3710,37.1,1.1386,0.9845,1.5052,0.4948,0.8291,0.1144,turn,boundary_turn_inward,1
3720,37.2,1.0845,1.044,1.5054,0.4946,0.7937,-0.0407,turn,boundary_turn_inward,1
3730,37.3,1.0235,1.0971,1.5004,0.4996,0.6783,-0.106,curve,roam_curve_left,0
3740,37.4,0.9608,1.1421,1.4925,0.5075,0.6545,-0.1313,curve,roam_curve_left,0
3750,37.5,0.8962,1.19,1.4897,0.5103,0.599,-0.0835,curve,roam_curve_left,0
3760,37.6,0.8322,1.2344,1.4887,0.5113,0.4868,-0.0358,turn,boundary_turn_inward,1
3770,37.7,0.7633,1.273,1.4843,0.5157,0.648,-0.1866,curve,roam_curve_left,0
3780,37.8,0.697,1.3044,1.4789,0.5211,0.6625,-0.3029,turn,roam_pivot_turn,0
3790,37.9,0.6341,1.3286,1.4721,0.5279,0.6258,-0.2539,turn,roam_pivot_turn,0
3800,38.0,0.5745,1.3584,1.4749,0.5251,0.6234,-0.248,turn,roam_pivot_turn,0
3810,38.1,0.5227,1.3881,1.4833,0.5167,0.6271,-0.14,turn,roam_pivot_turn,0
3820,38.2,0.4649,1.4101,1.4847,0.5153,0.7412,-0.2052,turn,roam_pivot_turn,0
3830,38.3,0.4019,1.44,1.495,0.505,1.0837,-0.2161,stop,roam_stance_pause,0
3840,38.4,0.32,1.4662,1.5007,0.4993,1.076,-0.0807,turn,boundary_turn_inward,1
3850,38.5,0.2525,1.4847,1.506,0.494,0.782,-0.0905,stop,roam_stance_pause,0
3860,38.6,0.1751,1.4937,1.504,0.496,0.9673,-0.1883,curve,roam_curve_right,0
3870,38.7,0.0985,1.4977,1.501,0.499,0.7196,-0.1111,curve,roam_curve_right,0
3880,38.8,0.039,1.4936,1.4941,0.5059,0.7117,-0.1522,curve,roam_curve_right,0
3890,38.9,-0.0201,1.4875,1.4876,0.5124,0.645,0.0525,turn,boundary_turn_inward,1
3900,39.0,-0.0863,1.4822,1.4847,0.5153,0.7916,-0.0337,turn,boundary_turn_inward,1
3910,39.1,-0.1481,1.4617,1.4692,0.5308,0.7416,-0.0878,curve,roam_curve_right,0
3920,39.2,-0.205,1.4363,1.4508,0.5492,0.6471,-0.105,curve,roam_curve_right,0
3930,39.3,-0.2615,1.406,1.4301,0.5699,0.661,-0.1184,curve,roam_curve_right,0
3940,39.4,-0.3196,1.3722,1.4089,0.5911,0.6843,-0.1164,curve,roam_curve_right,0
3950,39.5,-0.3768,1.3372,1.3893,0.6107,0.7037,-0.0975,curve,roam_curve_right,0
3960,39.6,-0.4359,1.3015,1.3726,0.6274,0.7422,-0.0317,turn,boundary_turn_inward,1
3970,39.7,-0.496,1.261,1.3551,0.6449,0.6944,0.2955,turn,boundary_turn_inward,1
3980,39.8,-0.5607,1.2299,1.3517,0.6483,0.7027,0.4439,turn,boundary_turn_inward,1
3990,39.9,-0.6314,1.2257,1.3787,0.6213,0.7644,0.6671,turn,boundary_turn_inward,1
4000,40.0,-0.7066,1.2251,1.4143,0.5857,0.7334,0.4412,turn,boundary_turn_inward,1
4010,40.1,-0.7811,1.2211,1.4496,0.5504,0.6129,0.3437,turn,boundary_turn_inward,1
4020,40.2,-0.8476,1.1973,1.467,0.533,0.5715,0.1489,turn,boundary_turn_inward,1
4030,40.3,-0.9058,1.1589,1.4709,0.5291,0.5541,-0.0113,turn,boundary_turn_inward,1
4040,40.4,-0.9564,1.12,1.4728,0.5272,0.3828,0.2448,turn,boundary_turn_inward,1
4050,40.5,-1.0039,1.0869,1.4796,0.5204,0.4471,0.2955,turn,boundary_turn_inward,1
4060,40.6,-1.0459,1.0541,1.4849,0.5151,0.6257,0.1956,turn,boundary_turn_inward,1
4070,40.7,-1.0889,1.0081,1.4839,0.5161,0.7164,0.1377,turn,boundary_turn_inward,1
4080,40.8,-1.1282,0.9609,1.482,0.518,0.7038,0.1496,turn,boundary_turn_inward,1
4090,40.9,-1.1679,0.9138,1.4829,0.5171,0.6195,0.1984,turn,boundary_turn_inward,1
4100,41.0,-1.2023,0.8652,1.4812,0.5188,0.6173,0.1834,turn,boundary_turn_inward,1
4110,41.1,-1.2383,0.8161,1.483,0.517,0.6442,0.2888,turn,boundary_turn_inward,1
4120,41.2,-1.2689,0.7683,1.4833,0.5167,0.4827,0.1525,turn,boundary_turn_inward,1
4130,41.3,-1.2886,0.7256,1.4789,0.5211,0.56,0.0585,turn,boundary_turn_inward,1
4140,41.4,-1.3003,0.6789,1.4669,0.5331,0.6387,0.1098,turn,boundary_turn_inward,1
4150,41.5,-1.3032,0.6311,1.448,0.552,0.7797,-0.0351,turn,boundary_turn_inward,1
4160,41.6,-1.3047,0.5807,1.4281,0.5719,0.7996,-0.3354,turn,roam_pivot_turn,0
4170,41.7,-1.309,0.5278,1.4114,0.5886,0.8217,-0.4798,turn,roam_pivot_turn,0
4180,41.8,-1.3077,0.4702,1.3896,0.6104,0.8267,-0.5983,turn,roam_pivot_turn,0
4190,41.9,-1.2994,0.4048,1.361,0.639,0.9816,-0.6325,stop,roam_stance_pause,0
4200,42.0,-1.284,0.3301,1.3258,0.6742,0.8591,-0.5818,stop,roam_stance_pause,0
4210,42.1,-1.2623,0.274,1.2917,0.7083,0.788,-0.5793,stop,roam_stance_pause,0
4220,42.2,-1.2472,0.2242,1.2672,0.7328,0.6598,-0.4221,curve,roam_curve_right,0
4230,42.3,-1.2311,0.1852,1.245,0.755,0.6081,-0.4048,curve,roam_curve_right,0
4240,42.4,-1.2145,0.1452,1.2232,0.7768,0.5269,-0.3628,curve,roam_curve_right,0
4250,42.5,-1.1958,0.1008,1.2001,0.7999,0.5888,-0.3788,curve,roam_curve_right,0
4260,42.6,-1.1726,0.0542,1.1739,0.8261,0.5516,-0.3514,curve,roam_curve_right,0
4270,42.7,-1.1479,0.0039,1.1479,0.8521,0.5392,-0.3285,curve,roam_curve_right,0
4280,42.8,-1.1189,-0.0482,1.1199,0.8801,0.5454,-0.3064,curve,roam_curve_right,0
4290,42.9,-1.0914,-0.1017,1.0962,0.9038,0.5417,-0.2682,curve,roam_curve_right,0
4300,43.0,-1.0652,-0.1561,1.0766,0.9234,0.5664,-0.218,curve,roam_curve_right,0
4310,43.1,-1.0427,-0.2116,1.064,0.936,0.5759,-0.1471,curve,roam_curve_right,0
4320,43.2,-1.0167,-0.2625,1.05,0.95,0.601,-0.1916,curve,roam_curve_right,0
4330,43.3,-1.0107,-0.3141,1.0584,0.9416,0.5533,0.0006,move,roam_forward_cruise,0
4340,43.4,-1.0252,-0.3645,1.0881,0.9119,0.5331,0.356,move,roam_forward_cruise,0
4350,43.5,-1.0656,-0.4121,1.1425,0.8575,0.8171,0.7998,move,roam_forward_cruise,0
4360,43.6,-1.138,-0.4556,1.2258,0.7742,0.8554,0.846,move,roam_forward_cruise,0
4370,43.7,-1.2134,-0.4997,1.3122,0.6878,0.9088,0.9,move,roam_forward_cruise,0
4380,43.8,-1.2873,-0.5485,1.3993,0.6007,0.9062,0.8929,turn,boundary_turn_inward,1
4390,43.9,-1.3559,-0.6038,1.4843,0.5157,0.8806,0.8162,turn,boundary_turn_inward,1
4400,44.0,-1.4135,-0.6718,1.565,0.435,0.8901,0.7708,turn,boundary_turn_inward,1
4410,44.1,-1.4585,-0.7473,1.6388,0.3612,0.8727,0.7135,turn,boundary_turn_inward,1
4420,44.2,-1.4973,-0.8252,1.7096,0.2904,0.8553,0.6777,turn,boundary_turn_inward,1
4430,44.3,-1.5109,-0.8743,1.7456,0.2544,0.3804,0.2086,stop,boundary_emergency_brake,1
4440,44.4,-1.5124,-0.913,1.7666,0.2334,0.3914,0.2131,stop,boundary_emergency_brake,1
4450,44.5,-1.5138,-0.9525,1.7885,0.2115,0.3907,0.2179,stop,boundary_emergency_brake,1
4460,44.6,-1.5048,-0.9629,1.7865,0.2135,0.2175,-0.2172,curve,roam_curve_left,0
4470,44.7,-1.4854,-0.9476,1.7619,0.2381,0.3411,-0.3403,curve,roam_curve_left,0
4480,44.8,-1.4516,-0.9221,1.7197,0.2803,0.4545,-0.4524,curve,roam_curve_left,0
4490,44.9,-1.4057,-0.8886,1.663,0.337,0.6256,-0.6251,curve,roam_curve_left,0
4500,45.0,-1.3526,-0.8568,1.6012,0.3988,0.648,-0.6453,turn,roam_pivot_turn,0
4510,45.1,-1.2849,-0.8417,1.536,0.464,0.7406,-0.6526,turn,roam_pivot_turn,0
4520,45.2,-1.2088,-0.8417,1.473,0.527,0.7973,-0.5932,turn,roam_pivot_turn,0
4530,45.3,-1.1289,-0.8591,1.4186,0.5814,0.8419,-0.4809,turn,roam_pivot_turn,0
4540,45.4,-1.0488,-0.8892,1.375,0.625,0.8717,-0.363,turn,roam_pivot_turn,0
4550,45.5,-0.9734,-0.9276,1.3446,0.6554,0.8108,-0.2424,stop,roam_stance_pause,0
4560,45.6,-0.9058,-0.9675,1.3254,0.6746,0.6959,-0.1413,stop,roam_stance_pause,0
4570,45.7,-0.8616,-0.9974,1.318,0.682,0.3957,-0.0153,stop,roam_stance_pause,0
4580,45.8,-0.8328,-1.0194,1.3164,0.6836,0.3311,-0.0192,curve,roam_curve_right,0
4590,45.9,-0.7994,-1.0443,1.3151,0.6849,0.5182,-0.0072,curve,roam_curve_right,0
4600,46.0,-0.7552,-1.0764,1.3149,0.6851,0.6167,0.0134,curve,roam_curve_right,0
4610,46.1,-0.7049,-1.1167,1.3206,0.6794,0.6666,0.0835,curve,roam_curve_right,0
4620,46.2,-0.6521,-1.1626,1.333,0.667,0.7161,0.1525,curve,roam_curve_right,0
4630,46.3,-0.5963,-1.2107,1.3496,0.6504,0.7598,0.1686,curve,roam_curve_right,0
4640,46.4,-0.5338,-1.2536,1.3625,0.6375,0.7659,0.0704,turn,boundary_turn_inward,1
4650,46.5,-0.4637,-1.2838,1.3649,0.6351,0.9768,0.2356,turn,boundary_turn_inward,1
4660,46.6,-0.3903,-1.3046,1.3617,0.6383,0.8592,0.0503,turn,boundary_turn_inward,1
4670,46.7,-0.313,-1.314,1.3507,0.6493,0.9306,0.0133,turn,boundary_turn_inward,1
4680,46.8,-0.2369,-1.3211,1.3421,0.6579,0.8327,-0.1069,curve,roam_curve_right,0
4690,46.9,-0.1632,-1.3317,1.3416,0.6584,0.8505,0.1089,move,roam_forward_cruise,0
4700,47.0,-0.0872,-1.3625,1.3653,0.6347,0.9988,-0.1034,move,roam_forward_cruise,0
4710,47.1,-0.0282,-1.4198,1.4201,0.5799,0.8334,0.481,turn,boundary_turn_inward,1
4720,47.2,0.0325,-1.4827,1.483,0.517,0.8616,0.521,turn,boundary_turn_inward,1
4730,47.3,0.0967,-1.5402,1.5433,0.4567,0.8024,0.4252,turn,boundary_turn_inward,1
4740,47.4,0.162,-1.5876,1.5959,0.4041,0.7499,0.3639,turn,boundary_turn_inward,1
4750,47.5,0.2294,-1.6254,1.6415,0.3585,0.7122,0.296,turn,boundary_turn_inward,1
4760,47.6,0.2984,-1.6572,1.6839,0.3161,0.697,0.2738,turn,boundary_turn_inward,1
4770,47.7,0.3683,-1.6829,1.7227,0.2773,0.6768,0.2335,stop,boundary_emergency_brake,1
4780,47.8,0.3962,-1.6924,1.7382,0.2618,0.1547,-0.1167,curve,roam_curve_left,0
4790,47.9,0.4135,-1.6984,1.748,0.252,0.0828,-0.0052,turn,boundary_turn_inward,1
4800,48.0,0.4335,-1.7003,1.7547,0.2453,0.2232,-0.2205,curve,roam_curve_left,0
4810,48.1,0.4279,-1.6949,1.7481,0.2519,0.1946,-0.0274,turn,boundary_turn_inward,1
4820,48.2,0.4216,-1.6806,1.7326,0.2674,0.3018,-0.266,curve,roam_curve_left,0
4830,48.3,0.4083,-1.659,1.7085,0.2915,0.3549,-0.3323,curve,roam_curve_left,0
4840,48.4,0.3892,-1.6311,1.6769,0.3231,0.4141,-0.3679,curve,roam_curve_left,0
4850,48.5,0.3604,-1.5937,1.6339,0.3661,0.5279,-0.4704,curve,roam_curve_left,0
4860,48.6,0.3325,-1.5473,1.5827,0.4173,0.5653,-0.5466,turn,roam_pivot_turn,0
4870,48.7,0.3146,-1.4872,1.5202,0.4798,0.629,-0.6287,turn,roam_pivot_turn,0
4880,48.8,0.3128,-1.419,1.4531,0.5469,0.6525,-0.6337,turn,roam_pivot_turn,0
4890,48.9,0.3263,-1.348,1.387,0.613,0.7076,-0.5993,turn,roam_pivot_turn,0
4900,49.0,0.3538,-1.2772,1.3253,0.6747,0.7478,-0.5304,turn,roam_pivot_turn,0
4910,49.1,0.3924,-1.2091,1.2712,0.7288,0.7894,-0.5482,stop,roam_stance_pause,0
4920,49.2,0.4267,-1.144,1.221,0.779,0.5347,-0.3523,stop,roam_stance_pause,0
4930,49.3,0.4523,-1.0968,1.1864,0.8136,0.5308,-0.3367,stop,roam_stance_pause,0
4940,49.4,0.4717,-1.0582,1.1585,0.8415,0.3328,-0.2121,curve,roam_curve_right,0
4950,49.5,0.4887,-1.0247,1.1353,0.8647,0.4438,-0.272,curve,roam_curve_right,0
4960,49.6,0.507,-0.984,1.1069,0.8931,0.4722,-0.3033,curve,roam_curve_right,0
4970,49.7,0.5288,-0.9346,1.0738,0.9262,0.6146,-0.3643,curve,roam_curve_right,0
4980,49.8,0.5563,-0.8758,1.0375,0.9625,0.691,-0.3526,curve,roam_curve_right,0
4990,49.9,0.5888,-0.8126,1.0035,0.9965,0.7483,-0.3477,curve,roam_curve_right,0
5000,50.0,0.6227,-0.741,0.9679,1.0321,0.8291,-0.3649,curve,roam_curve_right,0
5010,50.1,0.6579,-0.6645,0.935,1.065,0.8518,-0.278,curve,roam_curve_right,0
5020,50.2,0.696,-0.5845,0.9089,1.0911,0.9022,-0.2449,curve,roam_curve_right,0
5030,50.3,0.735,-0.5017,0.8899,1.1101,0.9241,-0.1364,curve,roam_curve_right,0
5040,50.4,0.7763,-0.4171,0.8813,1.1187,0.9441,-0.0271,curve,roam_curve_right,0
5050,50.5,0.8247,-0.3375,0.8911,1.1089,0.9358,0.2315,move,roam_forward_cruise,0
5060,50.6,0.8921,-0.2706,0.9322,1.0678,0.964,0.5504,move,roam_forward_cruise,0
5070,50.7,0.9742,-0.2153,0.9978,1.0022,1.0178,0.7512,move,roam_forward_cruise,0
5080,50.8,1.0646,-0.1662,1.0775,0.9225,1.0294,0.8224,move,roam_forward_cruise,0
5090,50.9,1.1585,-0.1223,1.165,0.835,1.0384,0.9081,move,roam_forward_cruise,0
5100,51.0,1.2544,-0.081,1.257,0.743,1.0383,0.9361,move,roam_forward_cruise,0
5110,51.1,1.3512,-0.0426,1.3519,0.6481,1.0403,0.9599,turn,boundary_turn_inward,1
5120,51.2,1.4431,-0.0026,1.4431,0.5569,0.9993,0.9195,turn,boundary_turn_inward,1
5130,51.3,1.5313,0.0431,1.5319,0.4681,0.9918,0.8632,turn,boundary_turn_inward,1
5140,51.4,1.6138,0.097,1.6167,0.3833,0.9825,0.8362,turn,boundary_turn_inward,1
5150,51.5,1.6913,0.1556,1.6984,0.3016,0.9725,0.8142,turn,boundary_turn_inward,1
5160,51.6,1.7415,0.2,1.7529,0.2471,0.5284,0.4046,stop,boundary_emergency_brake,1
5170,51.7,1.7775,0.2385,1.7934,0.2066,0.5209,0.4019,stop,boundary_emergency_brake,1
5180,51.8,1.8127,0.2766,1.8337,0.1663,0.4189,0.3307,stop,boundary_emergency_brake,1
5190,51.9,1.8232,0.2871,1.8457,0.1543,0.1858,-0.1632,curve,roam_curve_left,0
5200,52.0,1.8181,0.2777,1.8392,0.1608,0.1433,-0.1186,curve,roam_curve_left,0
5210,52.1,1.7966,0.2664,1.8163,0.1837,0.3648,-0.3526,curve,roam_curve_left,0
5220,52.2,1.7601,0.26,1.7792,0.2208,0.4201,-0.4043,turn,roam_pivot_turn,0
5230,52.3,1.7182,0.2759,1.7403,0.2597,0.4984,-0.3747,turn,roam_pivot_turn,0
5240,52.4,1.6812,0.3158,1.7106,0.2894,0.6088,-0.2391,turn,roam_pivot_turn,0
5250,52.5,1.6571,0.376,1.6992,0.3008,0.6579,0.0842,turn,boundary_turn_inward,1
5260,52.6,1.6393,0.4382,1.6968,0.3032,0.7591,0.2042,turn,boundary_turn_inward,1
5270,52.7,1.621,0.496,1.6952,0.3048,0.6273,0.1673,turn,boundary_turn_inward,1
5280,52.8,1.6003,0.5529,1.6932,0.3068,0.6151,0.1856,turn,boundary_turn_inward,1
5290,52.9,1.5903,0.6037,1.701,0.299,0.581,0.2422,turn,boundary_turn_inward,1
5300,53.0,1.5846,0.651,1.7131,0.2869,0.6833,0.2572,turn,boundary_turn_inward,1
5310,53.1,1.5821,0.6886,1.7254,0.2746,0.6196,0.3738,stop,boundary_emergency_brake,1
5320,53.2,1.5883,0.7199,1.7439,0.2561,0.62,0.4092,stop,boundary_emergency_brake,1
