time_s,phase,heading_x,heading_y,x_cm,y_cm,vx_cm_s,vy_cm_s
1.600000000000000033e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.751585697702434885e+00,1.937769238423504292e-01,3.597831564930583426e+01,3.680759380176920059e-01
1.700000000000000122e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.180716577209899754e+00,2.249898426972909149e-01,4.508399133255731783e+01,1.931563616782836945e+00
1.799999999999999933e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.597579115128971772e+00,2.457147977321198495e-01,3.955527556421202462e+01,3.099507448820785438e+00
1.900000000000000022e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.027439991139676323e+00,2.560333387588396570e-01,4.511172907393374487e+01,3.082026357107556791e-01
2.000000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.445795776679384304e+00,2.915835077248656870e-01,3.975360754580654543e+01,4.074928610500982096e+00
2.099999999999999922e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.875021831853091570e+00,2.916617333794800371e-01,4.545885807345282359e+01,-9.298981273967062144e-02
2.200000000000000011e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.314449806381547958e+00,3.332277025813553117e-01,4.406486294514099455e+01,2.698068906892439056e+00
2.300000000000000100e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.753507503114285271e+00,3.366044002419195658e-01,4.369903459460233819e+01,7.600370313590266713e-01
2.399999999999999911e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.015896477041657953e+01,3.551859528404587851e-01,3.836633592848172469e+01,1.298185956067106295e+00
2.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.057627399665595469e+01,3.720253519478963211e-01,4.371487117404780065e+01,2.118746153393411102e+00
2.600000000000000089e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.099611261607143575e+01,3.789519326597143301e-01,4.105459832201566428e+01,2.553659895334382812e-02
2.700000000000000178e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.152490214632977050e+01,3.964758730439815193e-01,6.104778953359544147e+01,2.170405389129838269e+00
2.800000000000000266e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.218688329258442060e+01,3.924651119885827488e-01,7.002943933889638117e+01,-1.477836214743275312e+00
2.899999999999999800e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.303574113406388335e+01,3.875429658012323753e-01,9.461956400760864483e+01,-6.340713646138644854e-01
2.999999999999999889e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.404017365558964414e+01,3.712812809095638600e-01,1.037236836320105198e+02,-2.140351418808028594e+00
3.099999999999999978e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.513213516886570709e+01,3.554858159616853808e-01,1.090810825749640713e+02,-1.583814070520931594e+00
3.200000000000000067e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.627353846254639791e+01,3.341885657895979911e-01,1.176407347087360620e+02,-2.308695340539058893e+00
3.300000000000000155e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.742502833452338962e+01,3.205979279024600004e-01,1.132544274658449979e+02,-1.096501328729149405e+00
3.400000000000000244e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.859236435758892370e+01,3.002145305446792256e-01,1.186062363687340451e+02,-2.332662066379350474e+00
3.500000000000000333e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.974549792589895958e+01,2.820257679652564131e-01,1.133625588227526748e+02,-1.661895954432216715e+00
3.599999999999999867e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.088452109008742497e+01,2.536261211180315112e-01,1.139631610823249588e+02,-3.596056586117578391e+00
3.699999999999999956e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.203011641367409723e+01,2.368209840391003462e-01,1.149669115934335792e+02,-1.007307283078533233e+00
3.800000000000000044e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.318652093467684949e+01,2.033267309383315069e-01,1.135738779059013410e+02,-3.750974984603595797e+00
3.900000000000000133e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.434539217818436185e+01,1.934981182064913485e-01,1.137770655188295592e+02,-8.457056285926576322e-01
4.000000000000000222e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.551740945810143657e+01,1.698869934734137943e-01,1.191728398409660912e+02,-2.858856396812675449e+00
4.100000000000000311e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.668440190792167854e+01,1.507784576597800130e-01,1.150222795319392048e+02,-1.461954548599878168e+00
4.199999999999999845e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.788413193215957264e+01,1.264636703097134773e-01,1.202296733316149329e+02,-2.208110762948650940e+00
4.299999999999999933e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.906833098612152710e+01,1.011982420527104548e-01,1.171948027683574338e+02,-2.712552315247841683e+00
4.400000000000000022e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.027348352399338793e+01,8.849919462159616668e-02,1.221616647563228355e+02,-3.949418957127864283e-01
4.500000000000000111e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.146698175581729728e+01,7.790701944441745519e-02,1.174758175784102150e+02,-1.254575876069981000e+00
4.600000000000000200e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.265484740493838700e+01,8.235516944519044591e-02,1.171304897369135176e+02,6.966660750352581255e-01
4.700000000000000289e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.385979248725600854e+01,7.598080139237486930e-02,1.223163203040664087e+02,-1.203183251954755395e+00
4.799999999999999822e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.506075976980070408e+01,6.830096976724610303e-02,1.212601253796826768e+02,-1.383012763250127897e+00
4.899999999999999911e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.628143380210760682e+01,5.210742063142795311e-02,1.222000873183027352e+02,-1.770144856452232185e+00
5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.749485128140134549e+01,2.659937564042437821e-02,1.220802065210640563e+02,-2.233173634382524586e+00
