step,time_s,fixed_x_m,fixed_y_m,fixed_core_z_m,fixed_speed_mps,fixed_path_m,fixed_rods_on_rock,fixed_rods_over_pit,fixed_action,active_x_m,active_y_m,active_core_z_m,active_speed_mps,active_path_m,active_rods_on_rock,active_rods_over_pit,active_action
4940,49.4,-0.9269,-1.3296,0.2162,0.5916,39.149,1,0,roam_curve_right,-1.2791,-1.9667,0.2199,0.5983,37.368,1,0,roam_curve_right
4950,49.5,-0.915,-1.2756,0.2067,0.5179,39.204,1,0,roam_curve_right,-1.2308,-1.9336,0.2149,0.607,37.426,2,0,roam_curve_right
4960,49.6,-0.8897,-1.2216,0.2064,0.6659,39.264,0,0,roam_curve_right,-1.1695,-1.8981,0.2043,0.887,37.497,1,0,roam_curve_right
4970,49.7,-0.8495,-1.1512,0.1955,1.0147,39.345,0,1,roam_curve_right,-1.0704,-1.8589,0.2012,1.1993,37.604,1,0,roam_curve_right
4980,49.8,-0.7867,-1.0624,0.1895,1.1362,39.454,1,0,roam_curve_right,-0.95,-1.8238,0.1855,1.3049,37.729,0,0,roam_curve_right
4990,49.9,-0.7141,-0.9845,0.2034,0.8641,39.561,2,0,roam_curve_right,-0.8185,-1.7894,0.19,1.3701,37.865,0,0,roam_curve_right
5000,50.0,-0.6477,-0.9492,0.1968,0.7183,39.636,3,0,roam_curve_right,-0.6851,-1.757,0.1982,1.3984,38.002,0,0,roam_curve_right
5010,50.1,-0.5766,-0.9381,0.2035,0.5795,39.709,6,0,roam_curve_right,-0.5509,-1.7286,0.2011,1.2549,38.14,3,0,roam_curve_right
5020,50.2,-0.5376,-0.965,0.2149,0.4634,39.758,6,0,roam_curve_right,-0.4345,-1.7417,0.216,1.1571,38.257,1,0,roam_curve_right
5030,50.3,-0.5687,-1.0057,0.2163,0.7939,39.816,5,0,roam_curve_right,-0.3228,-1.7608,0.1892,1.1383,38.371,1,0,roam_curve_right
5040,50.4,-0.6449,-1.0443,0.1845,1.0097,39.901,4,0,roam_curve_right,-0.1999,-1.7852,0.1867,1.3144,38.496,0,0,roam_curve_right
5050,50.5,-0.7248,-1.0818,0.2041,0.7284,39.99,3,0,roam_forward_cruise,-0.1059,-1.8037,0.2053,0.4453,38.592,2,0,roam_forward_cruise
5060,50.6,-0.7855,-1.1183,0.2355,0.712,40.061,1,0,roam_forward_cruise,-0.0673,-1.7954,0.2176,0.3199,38.632,2,0,roam_forward_cruise
5070,50.7,-0.8333,-1.1547,0.2253,0.3559,40.122,0,0,roam_forward_cruise,-0.0374,-1.7698,0.2161,0.5635,38.672,2,0,roam_forward_cruise
5080,50.8,-0.8228,-1.1854,0.2493,0.3507,40.155,0,0,roam_forward_cruise,0.0263,-1.7445,0.2103,0.7708,38.74,1,0,roam_forward_cruise
5090,50.9,-0.79,-1.2113,0.2186,0.5581,40.197,0,0,roam_forward_cruise,0.117,-1.7117,0.1919,1.2106,38.837,1,0,roam_forward_cruise
5100,51.0,-0.7115,-1.2295,0.1971,1.0531,40.278,2,0,roam_forward_cruise,0.2248,-1.6779,0.1896,1.1036,38.95,1,0,roam_forward_cruise
5110,51.1,-0.5988,-1.2396,0.1854,1.1243,40.391,3,0,roam_forward_cruise,0.3341,-1.6494,0.1859,1.148,39.063,0,0,roam_forward_cruise
5120,51.2,-0.5411,-1.2473,0.225,0.3672,40.45,4,0,roam_forward_cruise,0.4523,-1.6192,0.1866,1.2441,39.185,1,0,roam_forward_cruise
5130,51.3,-0.5031,-1.257,0.2309,0.3252,40.489,4,0,roam_forward_cruise,0.5751,-1.5899,0.1884,1.1971,39.311,1,0,roam_forward_cruise
5140,51.4,-0.4902,-1.2665,0.2355,0.0626,40.506,4,0,roam_curve_left,0.6412,-1.5466,0.215,0.7079,39.393,1,0,roam_curve_left
5150,51.5,-0.5051,-1.2746,0.2418,0.4369,40.523,3,0,roam_curve_left,0.6734,-1.4828,0.2078,0.8026,39.466,1,0,roam_curve_left
5160,51.6,-0.5641,-1.2905,0.2528,0.725,40.584,3,0,roam_curve_left,0.6804,-1.3783,0.1996,1.2177,39.57,3,0,roam_curve_left
5170,51.7,-0.6465,-1.3097,0.2047,0.8985,40.669,2,0,roam_curve_left,0.6792,-1.2509,0.185,1.345,39.698,1,0,roam_curve_left
5180,51.8,-0.7522,-1.3496,0.1936,1.2792,40.783,1,0,roam_curve_left,0.671,-1.1176,0.1844,1.3392,39.832,1,0,roam_curve_left
5190,51.9,-0.8676,-1.406,0.1875,1.3074,40.911,1,0,roam_curve_left,0.6611,-0.9815,0.1948,1.3804,39.968,0,0,roam_curve_left
5200,52.0,-0.989,-1.4709,0.1912,1.3973,41.049,2,0,roam_curve_left,0.6514,-0.8437,0.2001,1.3949,40.106,1,0,roam_curve_left
5210,52.1,-1.1118,-1.5396,0.1874,1.4197,41.189,2,0,roam_curve_left,0.6349,-0.7074,0.2059,1.1734,40.243,1,0,roam_curve_left
5220,52.2,-1.2373,-1.6057,0.1858,1.4306,41.331,1,0,roam_pivot_turn,0.6736,-0.6169,0.2463,1.0472,40.346,0,0,roam_pivot_turn
5230,52.3,-1.3648,-1.6697,0.183,1.4232,41.474,1,0,roam_pivot_turn,0.7385,-0.5319,0.2356,1.0824,40.453,2,0,roam_pivot_turn
5240,52.4,-1.4942,-1.7307,0.1819,1.4306,41.617,2,0,roam_pivot_turn,0.7907,-0.4642,0.1941,0.2675,40.538,3,0,roam_pivot_turn
5250,52.5,-1.6102,-1.7917,0.1903,1.1891,41.748,6,0,roam_pivot_turn,0.8017,-0.4698,0.2372,0.1772,40.554,4,0,roam_pivot_turn
5260,52.6,-1.6743,-1.8565,0.2269,0.7062,41.84,5,0,roam_pivot_turn,0.8027,-0.4919,0.2303,0.2926,40.576,3,0,roam_pivot_turn
5270,52.7,-1.7085,-1.9142,0.242,0.5924,41.907,6,0,roam_stance_pause,0.7796,-0.5362,0.2,0.6769,40.627,3,0,roam_stance_pause
5280,52.8,-1.7138,-1.9651,0.265,0.4928,41.959,5,0,roam_stance_pause,0.7417,-0.5841,0.1973,0.4685,40.688,1,0,roam_stance_pause
5290,52.9,-1.706,-2.0077,0.2593,0.3738,42.003,4,0,roam_stance_pause,0.7279,-0.5961,0.1985,0.0811,40.708,2,0,roam_stance_pause
5300,53.0,-1.6766,-2.0368,0.2446,0.5684,42.045,4,0,roam_curve_right,0.7264,-0.5748,0.2013,0.3359,40.729,1,0,roam_curve_right
5310,53.1,-1.6077,-2.0846,0.2256,1.0082,42.128,3,0,roam_curve_right,0.7396,-0.5212,0.2108,0.6844,40.784,1,0,roam_curve_right
5320,53.2,-1.523,-2.1445,0.183,1.1312,42.232,4,0,roam_curve_right,0.7624,-0.4492,0.1987,0.8307,40.86,3,0,roam_curve_right
5330,53.3,-1.4328,-2.2195,0.2001,1.1704,42.349,2,0,roam_curve_right,0.7495,-0.3969,0.2108,0.5857,40.92,3,0,roam_curve_right
5340,53.4,-1.3393,-2.3013,0.1856,1.35,42.474,0,0,roam_curve_right,0.6927,-0.3543,0.2078,0.8461,40.991,3,0,roam_curve_right
5350,53.5,-1.2467,-2.396,0.1881,1.2834,42.606,3,0,boundary_turn_inward,0.6285,-0.2804,0.1899,1.109,41.089,1,0,roam_curve_right
5360,53.6,-1.2005,-2.4903,0.2149,1.0225,42.713,4,0,boundary_turn_inward,0.5664,-0.1771,0.1881,1.2364,41.21,0,0,roam_curve_right
5370,53.7,-1.1776,-2.5916,0.1928,1.044,42.817,2,0,boundary_turn_inward,0.5072,-0.0655,0.1884,1.288,41.336,0,0,roam_curve_right
5380,53.8,-1.1221,-2.6882,0.1896,1.16,42.929,2,0,boundary_turn_inward,0.451,0.0523,0.1861,1.3346,41.467,0,0,roam_curve_right
5390,53.9,-1.0506,-2.7795,0.181,1.1626,43.045,3,0,boundary_turn_inward,0.4003,0.1786,0.1885,1.3667,41.603,1,0,roam_curve_right
5400,54.0,-0.9672,-2.8617,0.1891,1.1746,43.162,0,0,boundary_turn_inward,0.3514,0.3072,0.1999,1.3984,41.74,5,0,roam_curve_right
5410,54.1,-0.8778,-2.9381,0.1811,1.18,43.28,1,0,boundary_turn_inward,0.3077,0.4114,0.2222,0.6795,41.854,7,0,roam_forward_cruise
5420,54.2,-0.784,-3.0088,0.1845,1.1693,43.397,0,0,boundary_turn_inward,0.2686,0.4554,0.2654,0.5807,41.913,6,0,roam_forward_cruise
5430,54.3,-0.6906,-3.074,0.1975,1.0954,43.511,0,0,boundary_emergency_brake,0.2337,0.479,0.2684,0.2901,41.957,7,0,roam_forward_cruise
5440,54.4,-0.604,-3.1324,0.2218,0.9892,43.616,0,0,boundary_emergency_brake,0.2092,0.4649,0.2623,0.3013,41.986,7,0,roam_forward_cruise
5450,54.5,-0.5346,-3.1814,0.2357,0.6797,43.701,0,0,boundary_emergency_brake,0.1872,0.4349,0.2485,0.3058,42.023,7,0,roam_forward_cruise
5460,54.6,-0.4959,-3.2108,0.2468,0.395,43.749,0,0,boundary_emergency_brake,0.1766,0.4204,0.2424,0.0471,42.041,8,0,roam_forward_cruise
5470,54.7,-0.4724,-3.2293,0.2103,0.105,43.779,0,0,boundary_emergency_brake,0.1812,0.4164,0.2376,0.0997,42.047,7,0,roam_forward_cruise
5480,54.8,-0.4781,-3.2213,0.204,0.2594,43.792,0,0,roam_forward_cruise,0.1907,0.413,0.2361,0.0631,42.057,7,0,roam_forward_cruise
5490,54.9,-0.4784,-3.1872,0.2156,0.4184,43.826,0,0,roam_forward_cruise,0.1903,0.4064,0.2368,0.1071,42.065,7,0,roam_forward_cruise
5500,55.0,-0.4787,-3.1257,0.193,0.7834,43.887,0,0,roam_curve_left,0.1775,0.383,0.2388,0.4847,42.092,5,0,roam_curve_left
5510,55.1,-0.4912,-3.0284,0.1943,1.0606,43.985,2,0,roam_curve_left,0.1524,0.3181,0.231,0.8358,42.162,3,0,roam_curve_left
5520,55.2,-0.5137,-2.9207,0.1877,1.0619,44.095,2,0,roam_curve_left,0.1301,0.2274,0.1986,0.9678,42.255,1,0,roam_curve_left
5530,55.3,-0.5513,-2.8297,0.2018,0.8006,44.194,2,0,roam_curve_left,0.1138,0.1197,0.1977,1.1583,42.364,0,0,roam_curve_left
5540,55.4,-0.5481,-2.7645,0.2233,0.6251,44.26,2,0,roam_curve_left,0.1023,-0.0022,0.1842,1.2773,42.487,0,0,roam_curve_left
5550,55.5,-0.5256,-2.7064,0.2105,0.5682,44.323,2,0,roam_curve_left,0.1008,-0.1358,0.19,1.3525,42.62,0,0,roam_curve_left
5560,55.6,-0.5066,-2.6792,0.2315,0.1991,44.356,3,0,roam_curve_left,0.1042,-0.2733,0.187,1.3929,42.758,0,0,roam_curve_left
5570,55.7,-0.4913,-2.6754,0.2288,0.1565,44.373,3,0,boundary_turn_inward,0.1108,-0.4124,0.2034,1.4128,42.897,0,0,roam_curve_left
5580,55.8,-0.472,-2.69,0.2268,0.2891,44.397,1,0,boundary_turn_inward,0.1195,-0.5524,0.1771,1.4108,43.037,0,0,roam_pivot_turn
5590,55.9,-0.4556,-2.6973,0.2144,0.1501,44.415,1,0,boundary_turn_inward,0.1266,-0.6962,0.1893,1.4494,43.181,0,0,roam_pivot_turn
5600,56.0,-0.4442,-2.7014,0.2128,0.075,44.427,1,0,boundary_turn_inward,0.1335,-0.8413,0.1794,1.4533,43.327,0,0,roam_pivot_turn
5610,56.1,-0.4362,-2.7026,0.2112,0.0773,44.436,2,1,boundary_turn_inward,0.1387,-0.9857,0.1839,1.4382,43.471,0,0,roam_pivot_turn
5620,56.2,-0.4232,-2.714,0.2051,0.2184,44.453,4,1,boundary_turn_inward,0.1412,-1.1289,0.1827,1.4283,43.614,0,0,roam_pivot_turn
5630,56.3,-0.4161,-2.7176,0.2007,0.0333,44.462,4,1,boundary_turn_inward,0.1391,-1.2627,0.185,1.3338,43.748,0,0,roam_stance_pause
5640,56.4,-0.4138,-2.717,0.2029,0.0267,44.465,4,1,boundary_turn_inward,0.1397,-1.3908,0.2083,1.227,43.876,0,0,roam_stance_pause
5650,56.5,-0.4106,-2.7156,0.2012,0.0331,44.469,4,0,boundary_turn_inward,0.1391,-1.5085,0.2177,1.0907,43.994,1,0,roam_stance_pause
5660,56.6,-0.4084,-2.7136,0.2044,0.0432,44.472,4,0,roam_curve_right,0.1367,-1.6061,0.2236,0.9285,44.092,1,0,roam_curve_right
5670,56.7,-0.4207,-2.6996,0.2136,0.3385,44.492,3,0,roam_curve_right,0.131,-1.6903,0.2202,0.817,44.176,1,0,roam_curve_right
5680,56.8,-0.4473,-2.6974,0.2208,0.2079,44.519,2,0,boundary_turn_inward,0.1116,-1.776,0.2015,0.9943,44.264,1,0,roam_curve_right
5690,56.9,-0.465,-2.7046,0.2181,0.139,44.538,2,0,boundary_turn_inward,0.0924,-1.8578,0.2158,0.7745,44.348,1,0,roam_curve_right
5700,57.0,-0.4755,-2.7021,0.2155,0.0818,44.549,2,0,boundary_turn_inward,0.1014,-1.9281,0.2126,0.7266,44.42,1,0,roam_curve_right
5710,57.1,-0.4852,-2.7047,0.2161,0.127,44.559,3,0,boundary_turn_inward,0.1325,-2.0078,0.1957,0.9876,44.505,1,0,roam_curve_right
5720,57.2,-0.5001,-2.7075,0.2122,0.1841,44.574,2,0,boundary_turn_inward,0.1611,-2.1095,0.1848,1.0158,44.611,3,0,roam_curve_right
5730,57.3,-0.5234,-2.7119,0.2038,0.2887,44.598,4,0,boundary_turn_inward,0.1714,-2.2111,0.1898,1.0544,44.713,5,0,roam_curve_right
5740,57.4,-0.5366,-2.7046,0.2083,0.2173,44.618,3,0,roam_curve_right,0.1715,-2.286,0.2253,0.5329,44.788,6,0,roam_curve_right
5750,57.5,-0.5168,-2.6813,0.2212,0.259,44.649,3,0,roam_curve_right,0.165,-2.3384,0.2381,0.4443,44.841,8,0,roam_curve_right
5760,57.6,-0.5008,-2.6832,0.2244,0.1572,44.667,2,0,boundary_turn_inward,0.1573,-2.3724,0.2487,0.3291,44.876,8,0,roam_curve_right
5770,57.7,-0.4836,-2.7038,0.2193,0.3593,44.695,2,0,boundary_turn_inward,0.1475,-2.3924,0.2637,0.1479,44.899,8,0,roam_forward_cruise
5780,57.8,-0.4455,-2.7189,0.2069,0.4427,44.736,2,0,boundary_turn_inward,0.1349,-2.3991,0.2767,0.1471,44.913,7,0,roam_forward_cruise
5790,57.9,-0.395,-2.7317,0.1879,0.5435,44.789,0,0,roam_forward_cruise,0.1147,-2.3985,0.2595,0.3448,44.934,8,0,roam_forward_cruise
5800,58.0,-0.3498,-2.724,0.2035,0.3254,44.835,2,0,roam_forward_cruise,0.0749,-2.384,0.253,0.5268,44.976,7,0,roam_forward_cruise
5810,58.1,-0.3287,-2.7127,0.2279,0.2197,44.859,3,0,roam_forward_cruise,0.0212,-2.3646,0.2546,0.5745,45.033,7,0,roam_forward_cruise
5820,58.2,-0.3363,-2.6865,0.2274,0.5094,44.889,2,0,roam_forward_cruise,-0.0375,-2.3399,0.2541,0.6662,45.097,6,0,roam_forward_cruise
5830,58.3,-0.3756,-2.651,0.2119,0.3202,44.943,3,1,roam_forward_cruise,-0.0998,-2.3067,0.2441,0.8225,45.168,5,0,roam_forward_cruise
5840,58.4,-0.3863,-2.6712,0.2153,0.3081,44.969,4,0,roam_forward_cruise,-0.171,-2.2543,0.2184,0.9848,45.256,4,0,roam_forward_cruise
5850,58.5,-0.3779,-2.7088,0.1994,0.453,45.008,3,0,boundary_turn_inward,-0.2585,-2.1841,0.1733,1.2491,45.368,1,1,roam_forward_cruise
5860,58.6,-0.3643,-2.734,0.1999,0.2188,45.038,1,0,boundary_turn_inward,-0.3539,-2.1161,0.1989,1.134,45.485,1,3,roam_curve_left
5870,58.7,-0.3432,-2.7353,0.1871,0.3637,45.061,3,0,roam_curve_left,-0.45,-2.0467,0.1846,1.2388,45.604,0,1,roam_curve_left
5880,58.8,-0.296,-2.7049,0.2115,0.6,45.117,3,0,roam_curve_left,-0.5561,-1.9728,0.1881,1.3076,45.733,0,1,roam_curve_left
5890,58.9,-0.2583,-2.661,0.2064,0.6853,45.176,4,0,roam_curve_left,-0.6682,-1.9007,0.1843,1.3531,45.867,0,0,roam_curve_left
5900,59.0,-0.2267,-2.5878,0.1967,0.6821,45.256,5,1,roam_curve_left,-0.785,-1.8303,0.19,1.3687,46.003,0,0,roam_curve_left
5910,59.1,-0.211,-2.5596,0.2202,0.1777,45.288,5,0,roam_curve_left,-0.9062,-1.7606,0.2008,1.4115,46.143,0,0,roam_curve_left
5920,59.2,-0.1985,-2.5535,0.2282,0.1428,45.302,5,0,roam_curve_left,-1.0304,-1.6908,0.198,1.4197,46.285,0,0,roam_curve_left
5930,59.3,-0.1825,-2.5624,0.2298,0.3415,45.321,5,0,roam_curve_left,-1.153,-1.6192,0.2056,1.4358,46.427,1,0,roam_curve_left
5940,59.4,-0.1648,-2.6023,0.2275,0.5626,45.366,4,0,roam_pivot_turn,-1.2742,-1.5456,0.1832,1.3311,46.569,2,0,roam_pivot_turn
5950,59.5,-0.1704,-2.6583,0.2288,0.3069,45.424,5,0,roam_pivot_turn,-1.3736,-1.5269,0.1947,1.0407,46.671,2,0,roam_pivot_turn
5960,59.6,-0.1987,-2.6691,0.2267,0.3727,45.454,4,0,roam_pivot_turn,-1.4821,-1.5091,0.1832,1.1537,46.781,3,0,roam_pivot_turn
5970,59.7,-0.2584,-2.6532,0.1888,0.7512,45.516,4,1,roam_pivot_turn,-1.5762,-1.4762,0.2025,0.7581,46.883,3,0,roam_pivot_turn
5980,59.8,-0.3167,-2.6223,0.1991,0.4667,45.583,4,1,roam_pivot_turn,-1.5979,-1.3932,0.2328,0.9146,46.969,4,0,roam_pivot_turn
5990,59.9,-0.3278,-2.5944,0.2232,0.266,45.615,2,1,roam_stance_pause,-1.6033,-1.2985,0.2127,0.9641,47.064,5,0,roam_stance_pause
6000,60.0,-0.318,-2.5714,0.2174,0.128,45.64,2,1,roam_stance_pause,-1.5733,-1.2115,0.1987,0.8566,47.157,4,0,roam_stance_pause
6010,60.1,-0.3126,-2.5768,0.2151,0.159,45.649,2,1,roam_stance_pause,-1.5424,-1.1425,0.2179,0.6883,47.233,2,1,roam_stance_pause
6020,60.2,-0.2966,-2.5992,0.2053,0.4139,45.677,2,0,roam_curve_right,-1.5192,-1.0912,0.2166,0.4393,47.289,3,1,roam_curve_right
6030,60.3,-0.2829,-2.6538,0.2091,0.6544,45.733,2,0,roam_curve_right,-1.4974,-1.0622,0.2196,0.2797,47.325,3,1,roam_curve_right
6040,60.4,-0.2823,-2.7167,0.1926,0.475,45.797,3,0,boundary_turn_inward,-1.4913,-1.0373,0.2149,0.2985,47.352,4,3,roam_curve_right
6050,60.5,-0.3356,-2.7298,0.1969,0.3695,45.854,2,0,roam_curve_right,-1.4882,-0.9941,0.2169,0.6447,47.395,2,3,roam_curve_right
6060,60.6,-0.3665,-2.705,0.1965,0.5041,45.894,2,1,roam_curve_right,-1.4627,-0.9225,0.2058,0.7813,47.471,2,3,roam_curve_right
6070,60.7,-0.3828,-2.6723,0.2093,0.1701,45.931,3,1,roam_curve_right,-1.4246,-0.8542,0.2079,0.8515,47.55,2,4,roam_curve_right
6080,60.8,-0.3603,-2.6837,0.2116,0.5789,45.962,3,1,boundary_turn_inward,-1.3736,-0.7813,0.1985,0.9883,47.639,2,2,roam_curve_right
6090,60.9,-0.3131,-2.7053,0.1937,0.6318,46.017,2,0,roam_curve_right,-1.3024,-0.6904,0.1871,1.2052,47.755,0,2,roam_curve_right
6100,61.0,-0.2747,-2.7001,0.1906,0.11,46.056,3,0,roam_curve_right,-1.2203,-0.599,0.1874,1.255,47.878,0,0,roam_curve_right
6110,61.1,-0.2602,-2.6951,0.2219,0.1539,46.072,4,0,roam_curve_right,-1.1308,-0.5066,0.1849,1.3014,48.006,1,0,roam_curve_right
6120,61.2,-0.2391,-2.6938,0.2104,0.194,46.093,2,0,roam_curve_right,-1.0477,-0.4271,0.1995,0.3066,48.121,2,0,roam_curve_right
6130,61.3,-0.2427,-2.6835,0.1965,0.1499,46.109,2,0,roam_forward_cruise,-1.0297,-0.4044,0.2359,0.2894,48.15,3,0,roam_forward_cruise
6140,61.4,-0.2594,-2.7024,0.2088,0.3202,46.135,2,0,boundary_turn_inward,-1.0222,-0.4047,0.2374,0.1505,48.163,2,0,roam_forward_cruise
6150,61.5,-0.299,-2.7134,0.1929,0.4853,46.178,3,0,boundary_turn_inward,-1.0466,-0.4403,0.2069,0.6212,48.206,1,0,roam_forward_cruise
6160,61.6,-0.3379,-2.7027,0.1822,0.3933,46.219,3,1,roam_forward_cruise,-1.107,-0.5041,0.2032,0.9422,48.294,2,0,roam_forward_cruise
6170,61.7,-0.3702,-2.6962,0.1918,0.1989,46.252,3,1,boundary_turn_inward,-1.1804,-0.566,0.1946,0.9801,48.39,1,0,roam_forward_cruise
6180,61.8,-0.3792,-2.6936,0.2023,0.0108,46.261,4,1,boundary_turn_inward,-1.2609,-0.6469,0.19,1.2292,48.505,0,1,roam_forward_cruise
6190,61.9,-0.3665,-2.698,0.1965,0.2147,46.275,4,1,roam_forward_cruise,-1.3468,-0.7398,0.1852,1.294,48.631,1,1,roam_forward_cruise
6200,62.0,-0.3411,-2.6976,0.1868,0.2754,46.3,2,1,roam_forward_cruise,-1.4329,-0.8343,0.1916,1.1642,48.759,1,4,roam_forward_cruise
6210,62.1,-0.3181,-2.6981,0.1924,0.1972,46.323,2,1,boundary_turn_inward,-1.4919,-0.926,0.204,1.1052,48.868,1,3,roam_forward_cruise
6220,62.2,-0.2898,-2.681,0.2101,0.4583,46.357,2,0,roam_curve_left,-1.5586,-1.0277,0.1824,1.2949,48.99,3,0,roam_curve_left
6230,62.3,-0.2561,-2.6479,0.2094,0.471,46.405,5,0,roam_curve_left,-1.6273,-1.1402,0.1874,1.3177,49.121,3,0,roam_curve_left
6240,62.4,-0.2552,-2.6142,0.2063,0.4885,46.445,5,1,roam_curve_left,-1.6579,-1.2259,0.2244,0.7824,49.213,2,0,roam_curve_left
6250,62.5,-0.3072,-2.5882,0.2078,0.6295,46.504,1,2,roam_curve_left,-1.6637,-1.3007,0.2326,0.7266,49.288,6,0,roam_curve_left
6260,62.6,-0.3609,-2.5916,0.2173,0.3006,46.558,5,2,roam_curve_left,-1.6422,-1.3677,0.2294,0.7423,49.359,5,0,roam_curve_left
6270,62.7,-0.3686,-2.6039,0.2327,0.1887,46.576,4,2,roam_curve_left,-1.5859,-1.4344,0.2141,0.9552,49.447,4,0,roam_curve_left
6280,62.8,-0.3379,-2.6228,0.2307,0.5239,46.612,2,1,roam_curve_left,-1.4946,-1.482,0.1784,1.1875,49.551,5,0,roam_curve_left
6290,62.9,-0.2766,-2.6471,0.1877,0.8155,46.678,3,1,roam_curve_left,-1.3857,-1.5236,0.1951,0.981,49.668,1,0,roam_curve_left
6300,63.0,-0.2469,-2.6619,0.1929,0.166,46.716,4,0,roam_pivot_turn,-1.3051,-1.5846,0.1761,1.1096,49.769,2,0,roam_pivot_turn
6310,63.1,-0.2818,-2.637,0.189,0.4004,46.759,2,1,roam_pivot_turn,-1.2262,-1.6468,0.1902,0.978,49.869,0,0,roam_pivot_turn
6320,63.2,-0.284,-2.6145,0.1975,0.314,46.786,1,2,roam_pivot_turn,-1.1485,-1.7101,0.1838,1.044,49.969,0,0,roam_pivot_turn
6330,63.3,-0.2534,-2.6064,0.1961,0.2997,46.82,4,2,roam_pivot_turn,-1.0743,-1.7849,0.1833,1.0543,50.075,0,0,roam_pivot_turn
6340,63.4,-0.2559,-2.6464,0.1836,0.4593,46.862,4,1,roam_pivot_turn,-1.0058,-1.8679,0.1885,1.0906,50.182,0,0,roam_pivot_turn
6350,63.5,-0.2802,-2.6717,0.1931,0.3239,46.898,4,0,roam_stance_pause,-0.9395,-1.9549,0.184,1.0827,50.292,1,0,roam_stance_pause
6360,63.6,-0.3019,-2.6873,0.1947,0.2295,46.925,3,0,boundary_turn_inward,-0.8767,-2.0386,0.2071,1.032,50.396,1,0,roam_stance_pause
6370,63.7,-0.3246,-2.6902,0.1932,0.2374,46.949,1,0,roam_stance_pause,-0.8213,-2.1105,0.2172,0.7069,50.487,2,0,roam_stance_pause
6380,63.8,-0.3408,-2.6834,0.2005,0.2239,46.967,2,0,roam_curve_right,-0.7839,-2.1588,0.2201,0.5992,50.548,2,2,roam_curve_right
6390,63.9,-0.3515,-2.6529,0.2139,0.3222,47.0,4,0,roam_curve_right,-0.7568,-2.2091,0.213,0.6122,50.606,1,2,roam_curve_right
6400,64.0,-0.3412,-2.6302,0.2183,0.3901,47.028,4,1,roam_curve_right,-0.7293,-2.2652,0.2099,0.6753,50.668,1,5,roam_curve_right
6410,64.1,-0.2945,-2.6286,0.2063,0.6225,47.075,3,1,roam_curve_right,-0.6755,-2.3185,0.2048,0.8347,50.744,2,8,roam_curve_right
6420,64.2,-0.216,-2.6451,0.1911,0.4054,47.156,3,0,roam_curve_right,-0.6134,-2.395,0.1675,1.1425,50.843,2,11,roam_curve_right
6430,64.3,-0.1722,-2.6241,0.2029,0.5872,47.205,3,0,roam_curve_right,-0.5777,-2.4492,0.1807,0.0957,50.91,4,9,roam_curve_right
6440,64.4,-0.1234,-2.6321,0.212,0.3682,47.256,4,0,roam_curve_right,-0.5949,-2.4354,0.1965,0.3276,50.932,1,7,roam_curve_right
6450,64.5,-0.1032,-2.6549,0.2255,0.2189,47.288,4,0,roam_curve_right,-0.6244,-2.3842,0.1912,0.8584,50.992,1,8,roam_curve_right
6460,64.6,-0.1132,-2.6646,0.2333,0.0791,47.304,4,0,roam_curve_right,-0.6449,-2.3114,0.1835,0.7647,51.068,1,9,roam_curve_right
6470,64.7,-0.1201,-2.6399,0.2181,0.3656,47.33,5,0,roam_curve_right,-0.6311,-2.2165,0.1818,1.0622,51.164,1,7,roam_curve_right
6480,64.8,-0.1301,-2.5883,0.2189,0.3629,47.383,5,0,roam_curve_right,-0.5999,-2.1221,0.1717,0.8423,51.264,0,6,roam_curve_right
6490,64.9,-0.1285,-2.5889,0.2416,0.3412,47.402,3,0,roam_forward_cruise,-0.5634,-2.0523,0.2009,0.7818,51.343,0,2,roam_forward_cruise
6500,65.0,-0.1192,-2.6393,0.2572,0.6415,47.454,5,0,roam_forward_cruise,-0.5155,-1.9932,0.2112,0.7685,51.42,0,1,roam_forward_cruise
6510,65.1,-0.1071,-2.7008,0.2475,0.3779,47.517,5,0,boundary_turn_inward,-0.4427,-1.958,0.2153,0.8757,51.501,0,0,roam_forward_cruise
6520,65.2,-0.09,-2.7026,0.2643,0.2259,47.538,1,0,roam_forward_cruise,-0.3416,-1.9382,0.2021,1.2049,51.604,0,0,roam_forward_cruise
6530,65.3,-0.0664,-2.6912,0.2426,0.3665,47.564,4,0,roam_forward_cruise,-0.211,-1.9367,0.1923,1.4105,51.735,0,0,roam_forward_cruise
6540,65.4,-0.0159,-2.6836,0.2319,0.6347,47.616,3,0,roam_forward_cruise,-0.0974,-1.9556,0.2078,0.7175,51.851,1,0,roam_forward_cruise
6550,65.5,0.0503,-2.7047,0.2092,0.6464,47.686,4,0,boundary_turn_inward,-0.0486,-2.0083,0.2455,0.7275,51.923,0,0,roam_forward_cruise
6560,65.6,0.1095,-2.7221,0.1763,0.7131,47.748,4,0,boundary_turn_inward,0.0004,-2.0629,0.1944,0.7618,51.997,2,0,roam_forward_cruise
6570,65.7,0.1795,-2.7141,0.1985,0.7098,47.818,2,0,boundary_turn_inward,0.0747,-2.1361,0.1914,1.1549,52.101,4,0,roam_forward_cruise
6580,65.8,0.2554,-2.6952,0.191,0.9354,47.897,3,0,roam_curve_left,0.1629,-2.2008,0.1886,1.0602,52.21,5,0,roam_curve_left
