step,time_s,fixed_x_m,fixed_y_m,fixed_core_z_m,fixed_speed_mps,fixed_path_m,fixed_rods_on_rock,fixed_rods_over_pit,fixed_action,active_x_m,active_y_m,active_core_z_m,active_speed_mps,active_path_m,active_rods_on_rock,active_rods_over_pit,active_action
1650,16.5,-1.987,-1.6538,0.2002,0.7767,13.382,6,0,roam_pivot_turn,-2.1934,-0.0495,0.1415,1.3085,13.498,1,12,roam_pivot_turn
1660,16.6,-1.9546,-1.6672,0.2164,0.2327,13.421,7,0,roam_pivot_turn,-2.2582,-0.1723,0.1617,1.3565,13.637,0,9,roam_pivot_turn
1670,16.7,-1.9651,-1.6946,0.2244,0.3125,13.45,7,0,roam_stance_pause,-2.3239,-0.2606,0.2062,0.9759,13.747,1,3,roam_stance_pause
1680,16.8,-1.9669,-1.7036,0.2123,0.0596,13.461,6,0,roam_stance_pause,-2.3762,-0.3243,0.2252,0.3392,13.83,1,2,roam_stance_pause
1690,16.9,-1.9764,-1.6992,0.2085,0.1217,13.472,6,0,roam_stance_pause,-2.3751,-0.3296,0.2569,0.0377,13.837,1,2,roam_stance_pause
1700,17.0,-1.9817,-1.6854,0.2029,0.2348,13.487,4,0,roam_curve_right,-2.3707,-0.3268,0.213,0.2788,13.843,1,2,roam_curve_right
1710,17.1,-1.9667,-1.6432,0.2054,0.6214,13.532,5,0,roam_curve_right,-2.3119,-0.266,0.2065,1.0835,13.928,0,5,roam_curve_right
1720,17.2,-1.9537,-1.5778,0.2059,0.6162,13.599,6,0,roam_curve_right,-2.2361,-0.1878,0.165,1.1762,14.037,1,9,roam_curve_right
1730,17.3,-1.9843,-1.5285,0.1978,0.6841,13.66,6,0,roam_curve_right,-2.1563,-0.0774,0.1596,1.3931,14.173,1,11,roam_curve_right
1740,17.4,-2.0594,-1.5086,0.1903,0.8743,13.738,6,0,roam_curve_right,-2.0802,0.0311,0.178,1.2671,14.306,0,5,roam_curve_right
1750,17.5,-2.1506,-1.4852,0.2164,0.9529,13.833,4,0,roam_curve_right,-2.0201,0.133,0.1864,1.1139,14.424,0,2,roam_curve_right
1760,17.6,-2.2246,-1.4541,0.2091,0.7482,13.914,2,0,roam_curve_right,-1.9478,0.2206,0.1885,1.1798,14.538,0,0,roam_curve_right
1770,17.7,-2.2802,-1.3904,0.2036,0.8953,13.998,1,0,roam_curve_right,-1.8645,0.3161,0.1875,1.2965,14.664,0,0,roam_curve_right
1780,17.8,-2.3246,-1.3624,0.2136,0.5112,14.052,3,0,roam_curve_right,-1.7755,0.4134,0.1859,1.2796,14.796,1,0,roam_curve_right
1790,17.9,-2.3717,-1.3258,0.2156,0.5041,14.112,1,0,boundary_turn_inward,-1.7404,0.4489,0.2421,0.022,14.846,2,0,roam_climb_over
1800,18.0,-2.4214,-1.308,0.204,0.4489,14.165,3,0,boundary_turn_inward,-1.74,0.451,0.26,0.0271,14.848,1,0,roam_climb_over
1810,18.1,-2.4497,-1.2939,0.2163,0.246,14.196,1,0,boundary_turn_inward,-1.7433,0.4512,0.2276,0.2756,14.859,1,0,roam_forward_cruise
1820,18.2,-2.4692,-1.2872,0.2193,0.1974,14.217,1,0,boundary_turn_inward,-1.7487,0.4149,0.2334,0.3542,14.896,1,0,roam_forward_cruise
1830,18.3,-2.4885,-1.2815,0.2201,0.2158,14.237,1,0,boundary_turn_inward,-1.7186,0.3954,0.2366,0.4724,14.935,1,0,roam_forward_cruise
1840,18.4,-2.5123,-1.2757,0.2196,0.2508,14.262,1,0,boundary_turn_inward,-1.6697,0.381,0.2207,0.6004,14.986,1,0,roam_forward_cruise
1850,18.5,-2.5365,-1.2684,0.215,0.2724,14.287,2,0,boundary_turn_inward,-1.5959,0.3559,0.2182,0.9021,15.064,1,0,roam_forward_cruise
1860,18.6,-2.5652,-1.2567,0.2093,0.3282,14.318,2,0,boundary_turn_inward,-1.495,0.3438,0.1926,1.1913,15.166,1,0,roam_forward_cruise
1870,18.7,-2.5853,-1.2281,0.2078,0.388,14.353,2,0,boundary_turn_inward,-1.3674,0.3496,0.1899,1.3317,15.294,1,0,roam_forward_cruise
1880,18.8,-2.6068,-1.1898,0.2004,0.4945,14.398,1,0,roam_forward_cruise,-1.2338,0.363,0.1815,1.3498,15.428,2,0,roam_forward_cruise
1890,18.9,-2.5989,-1.1241,0.208,0.8247,14.465,1,0,roam_forward_cruise,-1.1338,0.4067,0.2072,1.0199,15.54,3,0,roam_forward_cruise
1900,19.0,-2.5701,-1.0421,0.194,0.9176,14.552,1,0,roam_curve_left,-1.059,0.4769,0.1853,1.0699,15.642,2,0,roam_curve_left
1910,19.1,-2.5432,-0.9351,0.1892,1.1811,14.662,0,0,roam_curve_left,-0.9659,0.5592,0.1929,1.29,15.766,3,0,roam_curve_left
1920,19.2,-2.5189,-0.8169,0.1876,1.2489,14.783,1,0,roam_curve_left,-0.8767,0.647,0.1943,0.9843,15.892,4,0,roam_curve_left
1930,19.3,-2.4979,-0.6915,0.1831,1.2848,14.91,1,0,roam_curve_left,-0.8368,0.7381,0.1946,1.0227,15.992,3,0,roam_curve_left
1940,19.4,-2.4793,-0.581,0.2006,0.7117,15.022,1,0,roam_curve_left,-0.8195,0.829,0.1976,0.6658,16.085,2,0,roam_curve_left
1950,19.5,-2.4589,-0.5307,0.2332,0.5386,15.077,1,0,roam_curve_left,-0.8592,0.8769,0.1897,0.8513,16.151,3,0,roam_curve_left
1960,19.6,-2.4358,-0.4946,0.2305,0.3782,15.121,0,0,roam_curve_left,-0.9522,0.9148,0.2036,1.0782,16.251,2,0,roam_curve_left
1970,19.7,-2.3951,-0.4859,0.2138,0.4777,15.163,0,0,roam_curve_left,-1.0532,0.9519,0.1835,1.0359,16.359,1,1,roam_curve_left
1980,19.8,-2.3325,-0.4897,0.1787,0.7061,15.226,0,0,roam_pivot_turn,-1.146,0.9405,0.2009,0.9119,16.455,4,1,roam_pivot_turn
1990,19.9,-2.2729,-0.5155,0.189,0.6464,15.292,0,0,roam_pivot_turn,-1.2083,0.9399,0.2043,0.7477,16.525,3,3,roam_pivot_turn
2000,20.0,-2.2276,-0.565,0.1867,0.7394,15.359,1,0,roam_pivot_turn,-1.2451,1.0014,0.1961,0.6019,16.597,2,5,roam_pivot_turn
2010,20.1,-2.198,-0.6421,0.1866,0.8931,15.442,3,0,roam_pivot_turn,-1.2908,1.0385,0.1819,0.6314,16.656,6,8,roam_pivot_turn
2020,20.2,-2.1828,-0.7341,0.1847,0.9699,15.535,2,0,roam_pivot_turn,-1.3295,1.0738,0.1753,0.2735,16.708,6,8,roam_pivot_turn
2030,20.3,-2.1954,-0.8255,0.1929,0.9076,15.628,0,0,roam_stance_pause,-1.3351,1.0779,0.1717,0.1643,16.721,6,8,roam_stance_pause
2040,20.4,-2.2176,-0.9098,0.2006,0.8092,15.716,2,0,roam_stance_pause,-1.3314,1.0478,0.1782,0.2539,16.752,6,8,roam_stance_pause
2050,20.5,-2.2342,-0.9805,0.2147,0.6106,15.788,3,0,roam_stance_pause,-1.32,1.0311,0.1849,0.1544,16.772,5,9,roam_stance_pause
2060,20.6,-2.2343,-1.0123,0.2177,0.2328,15.82,3,0,roam_curve_right,-1.3165,1.0134,0.1933,0.3382,16.79,5,8,roam_curve_right
2070,20.7,-2.2208,-1.0316,0.1978,0.3925,15.844,3,0,roam_curve_right,-1.3173,0.9712,0.2017,0.425,16.832,2,8,roam_curve_right
2080,20.8,-2.1963,-1.0818,0.2108,0.6677,15.9,2,0,roam_curve_right,-1.313,0.9492,0.2082,0.2101,16.86,2,8,roam_curve_right
2090,20.9,-2.1678,-1.1531,0.1926,0.9508,15.977,3,0,roam_curve_right,-1.2946,0.9804,0.1895,0.2771,16.897,5,7,roam_curve_right
2100,21.0,-2.1319,-1.2385,0.1937,0.9649,16.07,2,0,roam_curve_right,-1.2723,0.9946,0.1914,0.3392,16.925,6,6,roam_curve_right
2110,21.1,-2.0911,-1.3393,0.1902,1.1812,16.179,3,0,roam_curve_right,-1.2531,0.989,0.1893,0.3175,16.95,6,5,roam_curve_right
2120,21.2,-2.0524,-1.4545,0.1858,1.2719,16.3,4,0,roam_curve_right,-1.2957,0.9536,0.186,0.5748,17.008,3,7,roam_curve_right
2130,21.3,-2.0221,-1.5771,0.1873,1.2277,16.427,7,0,roam_curve_right,-1.3596,0.9956,0.1684,0.619,17.086,4,11,roam_curve_right
2140,21.4,-2.0159,-1.6842,0.1994,0.5571,16.534,9,0,roam_curve_right,-1.3238,1.0222,0.1662,0.5569,17.141,4,8,roam_curve_right
2150,21.5,-1.9776,-1.7067,0.2272,0.467,16.58,8,0,roam_curve_right,-1.3219,0.9902,0.1693,0.5291,17.185,4,9,roam_curve_right
2160,21.6,-1.9374,-1.7203,0.2215,0.2164,16.623,9,0,roam_curve_right,-1.3532,0.9746,0.1776,0.2535,17.222,4,10,roam_curve_right
2170,21.7,-1.9336,-1.7126,0.2461,0.1844,16.636,6,0,roam_forward_cruise,-1.3714,0.9854,0.1926,0.2912,17.245,4,10,roam_forward_cruise
2180,21.8,-1.9551,-1.6863,0.2525,0.498,16.67,5,0,roam_forward_cruise,-1.3748,1.0271,0.2009,0.4793,17.287,5,8,roam_forward_cruise
2190,21.9,-1.9898,-1.6397,0.2211,0.7088,16.728,6,0,roam_forward_cruise,-1.3746,1.0763,0.1961,0.4348,17.337,6,8,roam_forward_cruise
2200,22.0,-2.0273,-1.551,0.179,1.1079,16.826,6,0,roam_forward_cruise,-1.3592,1.1141,0.1898,0.3759,17.378,5,6,roam_forward_cruise
2210,22.1,-2.0518,-1.4459,0.1923,1.0374,16.934,4,0,roam_forward_cruise,-1.3482,1.1378,0.1972,0.1841,17.404,4,5,roam_forward_cruise
2220,22.2,-2.0776,-1.3398,0.1875,1.1417,17.043,2,0,roam_forward_cruise,-1.3553,1.1582,0.2027,0.1714,17.426,4,5,roam_forward_cruise
2230,22.3,-2.1042,-1.2275,0.1863,1.0644,17.159,4,0,roam_forward_cruise,-1.3547,1.1565,0.2056,0.1409,17.437,4,5,roam_forward_cruise
2240,22.4,-2.117,-1.119,0.1854,1.1483,17.268,4,0,roam_forward_cruise,-1.3496,1.1545,0.2061,0.0837,17.444,4,5,roam_forward_cruise
2250,22.5,-2.1316,-1.0012,0.1852,1.2074,17.387,1,0,roam_forward_cruise,-1.3469,1.1542,0.2058,0.1754,17.453,4,5,roam_forward_cruise
2260,22.6,-2.1468,-0.879,0.1864,1.1707,17.51,1,0,roam_curve_left,-1.3405,1.1153,0.1949,0.5733,17.493,5,6,roam_curve_left
2270,22.7,-2.1783,-0.7696,0.1874,1.1953,17.624,1,0,roam_curve_left,-1.3257,1.063,0.196,0.5757,17.548,4,7,roam_curve_left
2280,22.8,-2.2197,-0.6527,0.1872,1.2579,17.748,0,0,roam_curve_left,-1.2882,1.0067,0.1957,0.7457,17.615,4,6,roam_curve_left
2290,22.9,-2.2688,-0.5324,0.1842,1.3391,17.878,0,0,roam_curve_left,-1.2456,0.9458,0.1999,0.6865,17.69,2,5,roam_curve_left
2300,23.0,-2.3245,-0.4117,0.1889,1.2495,18.011,1,1,roam_curve_left,-1.2017,0.9199,0.2113,0.522,17.744,3,5,roam_curve_left
2310,23.1,-2.3658,-0.296,0.1884,1.2735,18.134,0,4,roam_curve_left,-1.1397,0.9397,0.1964,0.7955,17.809,4,2,roam_curve_left
2320,23.2,-2.4207,-0.1773,0.1831,1.3198,18.264,1,5,roam_curve_left,-1.0803,0.957,0.1942,0.4063,17.872,4,0,roam_curve_left
2330,23.3,-2.465,-0.0642,0.1819,1.1317,18.386,0,6,roam_curve_left,-1.0335,0.9613,0.2083,0.5788,17.919,3,0,roam_curve_left
2340,23.4,-2.4987,0.0365,0.1905,0.9154,18.492,1,2,roam_pivot_turn,-0.9793,0.9517,0.1834,0.6761,17.975,2,0,roam_pivot_turn
2350,23.5,-2.5242,0.1084,0.1961,0.7936,18.568,1,1,roam_pivot_turn,-0.9088,0.912,0.1935,0.8861,18.056,3,0,roam_pivot_turn
2360,23.6,-2.5337,0.1795,0.1858,0.7653,18.64,0,0,roam_pivot_turn,-0.8443,0.8532,0.1959,0.7957,18.143,2,0,roam_pivot_turn
2370,23.7,-2.5247,0.2632,0.1895,0.8766,18.725,1,0,roam_pivot_turn,-0.8463,0.7738,0.2001,0.9017,18.226,5,0,roam_pivot_turn
2380,23.8,-2.5097,0.3459,0.1911,0.7559,18.809,1,0,roam_pivot_turn,-0.8789,0.6947,0.1891,0.8192,18.313,2,0,roam_pivot_turn
2390,23.9,-2.5011,0.421,0.1916,0.7462,18.885,3,0,roam_stance_pause,-0.9367,0.6352,0.1867,0.8417,18.396,1,0,roam_stance_pause
2400,24.0,-2.5052,0.4901,0.2053,0.4841,18.954,2,0,roam_stance_pause,-0.9979,0.5807,0.2072,0.7875,18.478,2,0,roam_stance_pause
2410,24.1,-2.5197,0.5281,0.2106,0.3341,18.995,3,0,roam_stance_pause,-1.0501,0.5334,0.2141,0.6047,18.548,4,0,roam_stance_pause
2420,24.2,-2.5377,0.5378,0.2038,0.2118,19.017,3,0,roam_curve_right,-1.0895,0.5006,0.2133,0.4402,18.599,1,0,roam_curve_right
2430,24.3,-2.5747,0.5462,0.2022,0.6262,19.055,1,0,roam_curve_right,-1.1268,0.4715,0.2083,0.5932,18.647,3,0,roam_curve_right
2440,24.4,-2.6427,0.5749,0.2057,0.787,19.129,1,0,boundary_turn_inward,-1.1888,0.4271,0.2124,0.8625,18.723,2,0,roam_curve_right
2450,24.5,-2.7109,0.6096,0.1779,0.7799,19.206,0,0,boundary_turn_inward,-1.2751,0.3788,0.195,1.058,18.822,1,0,roam_curve_right
2460,24.6,-2.7674,0.666,0.1982,0.8162,19.285,1,0,boundary_turn_inward,-1.3847,0.3305,0.1893,1.2583,18.942,0,0,roam_curve_right
2470,24.7,-2.8169,0.7313,0.1828,0.8637,19.368,0,0,boundary_turn_inward,-1.5042,0.2845,0.1869,1.3031,19.07,1,0,roam_curve_right
2480,24.8,-2.8431,0.8153,0.1906,0.8917,19.456,0,0,boundary_turn_inward,-1.6292,0.2424,0.1866,1.3331,19.202,0,0,roam_curve_right
2490,24.9,-2.8529,0.9059,0.1863,0.949,19.548,0,0,boundary_turn_inward,-1.7579,0.2016,0.1828,1.3822,19.337,0,0,roam_curve_right
2500,25.0,-2.8424,1.0002,0.1846,0.9641,19.643,0,0,boundary_turn_inward,-1.8926,0.1681,0.1968,1.3919,19.475,0,1,roam_curve_right
2510,25.1,-2.8127,1.0922,0.1854,0.9697,19.74,1,0,boundary_turn_inward,-2.0299,0.1356,0.2011,1.4018,19.617,1,3,roam_curve_right
2520,25.2,-2.7664,1.1807,0.1872,1.024,19.84,2,0,roam_curve_right,-2.1601,0.1001,0.1984,1.2482,19.752,0,5,roam_curve_right
2530,25.3,-2.7151,1.2665,0.188,0.9578,19.939,3,0,boundary_turn_inward,-2.2666,0.0624,0.1893,1.0221,19.865,1,9,roam_forward_cruise
2540,25.4,-2.6827,1.3232,0.2168,0.3572,20.005,3,0,boundary_turn_inward,-2.358,0.0145,0.149,0.8715,19.968,0,9,roam_forward_cruise
2550,25.5,-2.6673,1.3488,0.2302,0.0722,20.035,4,0,boundary_turn_inward,-2.4025,-0.0147,0.1729,0.3348,20.022,1,6,roam_forward_cruise
2560,25.6,-2.6677,1.3405,0.2372,0.181,20.045,4,0,boundary_turn_inward,-2.4463,-0.019,0.1873,0.5807,20.066,2,3,roam_forward_cruise
2570,25.7,-2.6795,1.3088,0.2104,0.5341,20.079,4,0,boundary_turn_inward,-2.5134,-0.0304,0.1869,0.707,20.134,0,3,roam_forward_cruise
2580,25.8,-2.7016,1.2491,0.1841,0.7047,20.142,3,0,boundary_turn_inward,-2.5888,-0.0407,0.198,0.8719,20.21,0,0,roam_forward_cruise
2590,25.9,-2.7268,1.1795,0.1868,0.7348,20.216,2,0,roam_forward_cruise,-2.6765,-0.0513,0.192,0.9376,20.298,0,0,roam_forward_cruise
2600,26.0,-2.7497,1.1093,0.1909,0.7519,20.29,0,0,roam_forward_cruise,-2.7821,-0.0637,0.1837,1.0948,20.404,0,0,boundary_turn_inward
2610,26.1,-2.7717,1.0371,0.1855,0.7526,20.366,0,0,boundary_turn_inward,-2.8906,-0.0897,0.1889,1.1323,20.516,0,0,boundary_turn_inward
2620,26.2,-2.7923,0.9576,0.1946,0.9048,20.448,0,0,roam_curve_left,-2.9981,-0.1372,0.1836,1.2135,20.634,0,0,boundary_turn_inward
2630,26.3,-2.8062,0.8618,0.1912,1.0676,20.545,0,0,roam_curve_left,-3.1044,-0.1953,0.1843,1.2101,20.755,0,0,boundary_turn_inward
2640,26.4,-2.8062,0.7484,0.1899,1.1854,20.658,0,0,roam_curve_left,-3.2059,-0.2541,0.203,1.1138,20.872,0,0,boundary_emergency_brake
2650,26.5,-2.8012,0.6268,0.1851,1.2445,20.78,1,0,roam_curve_left,-3.2982,-0.3072,0.2232,0.9831,20.979,0,0,boundary_emergency_brake
2660,26.6,-2.7914,0.5002,0.186,1.2868,20.907,0,0,roam_curve_left,-3.3695,-0.349,0.2412,0.6001,21.061,0,0,boundary_emergency_brake
2670,26.7,-2.7766,0.3707,0.1869,1.2993,21.037,0,0,roam_curve_left,-3.4118,-0.3759,0.2454,0.4503,21.112,0,0,boundary_emergency_brake
2680,26.8,-2.7618,0.2391,0.1826,1.3433,21.17,0,0,roam_curve_left,-3.4362,-0.39,0.2199,0.1137,21.14,0,0,boundary_emergency_brake
2690,26.9,-2.7414,0.1034,0.1893,1.3866,21.307,1,0,roam_curve_left,-3.4281,-0.3854,0.2038,0.3439,21.153,0,0,roam_curve_left
2700,27.0,-2.721,-0.0325,0.1784,1.3793,21.444,0,0,roam_pivot_turn,-3.3919,-0.3691,0.1928,0.4113,21.193,0,0,roam_pivot_turn
2710,27.1,-2.7028,-0.1686,0.1867,1.3729,21.582,1,0,boundary_turn_inward,-3.3385,-0.3577,0.1975,0.6788,21.248,0,0,roam_pivot_turn
2720,27.2,-2.6812,-0.304,0.1789,1.3574,21.719,1,0,roam_pivot_turn,-3.2693,-0.3549,0.1861,0.7712,21.317,0,0,roam_pivot_turn
2730,27.3,-2.6756,-0.423,0.1985,1.0288,21.839,0,0,boundary_turn_inward,-3.182,-0.3793,0.1902,0.9865,21.408,0,0,roam_pivot_turn
2740,27.4,-2.6835,-0.5293,0.1834,1.1263,21.945,1,0,boundary_turn_inward,-3.0903,-0.4245,0.1849,1.0754,21.51,0,0,roam_pivot_turn
2750,27.5,-2.6739,-0.6427,0.1953,1.153,22.06,1,0,boundary_turn_inward,-3.0001,-0.4833,0.1873,1.0692,21.618,0,0,roam_stance_pause
2760,27.6,-2.6382,-0.7547,0.178,1.1824,22.177,0,0,boundary_turn_inward,-2.9141,-0.5403,0.2063,1.0007,21.721,0,0,roam_stance_pause
2770,27.7,-2.5948,-0.8645,0.1962,1.189,22.295,0,0,boundary_turn_inward,-2.8379,-0.5909,0.216,0.7972,21.813,0,0,roam_stance_pause
2780,27.8,-2.5472,-0.9746,0.1843,1.2177,22.415,0,0,boundary_turn_inward,-2.7809,-0.6341,0.2152,0.6309,21.884,0,0,roam_curve_right
2790,27.9,-2.4978,-1.0711,0.2012,0.7691,22.524,2,0,roam_curve_right,-2.7408,-0.68,0.2154,0.6647,21.945,0,0,roam_curve_right
2800,28.0,-2.4737,-1.1173,0.2307,0.4341,22.576,2,0,roam_curve_right,-2.6987,-0.7506,0.2087,0.9669,22.028,0,0,roam_curve_right
2810,28.1,-2.4549,-1.1424,0.2298,0.2074,22.607,2,0,roam_curve_right,-2.6537,-0.8518,0.1912,1.2037,22.138,1,0,boundary_turn_inward
2820,28.2,-2.4351,-1.1394,0.2333,0.2851,22.629,1,0,roam_curve_right,-2.6064,-0.963,0.1838,1.2244,22.259,0,0,boundary_turn_inward
2830,28.3,-2.4105,-1.1143,0.2255,0.3995,22.664,1,0,roam_curve_right,-2.5534,-1.074,0.1853,1.1699,22.382,1,0,boundary_turn_inward
2840,28.4,-2.3876,-1.0731,0.2097,0.5741,22.711,1,0,roam_curve_right,-2.5328,-1.1291,0.2334,0.4561,22.441,2,0,boundary_turn_inward
2850,28.5,-2.3454,-1.0083,0.2,0.9392,22.789,1,0,roam_curve_right,-2.5215,-1.1702,0.237,0.3574,22.484,3,0,boundary_turn_inward
2860,28.6,-2.2707,-0.9348,0.188,1.139,22.894,1,0,roam_curve_right,-2.5294,-1.2015,0.2363,0.3382,22.517,3,0,boundary_turn_inward
2870,28.7,-2.1786,-0.8593,0.1866,1.2433,23.013,0,0,roam_curve_right,-2.5471,-1.2347,0.2311,0.4192,22.554,2,0,boundary_turn_inward
2880,28.8,-2.1168,-0.795,0.217,0.6825,23.104,0,0,roam_curve_right,-2.5589,-1.2831,0.2153,0.597,22.604,1,0,boundary_turn_inward
2890,28.9,-2.0913,-0.7345,0.2201,0.6453,23.169,0,0,roam_forward_cruise,-2.5553,-1.3485,0.1914,0.7679,22.671,3,0,boundary_turn_inward
2900,29.0,-2.0717,-0.6806,0.2073,0.4016,23.227,0,0,roam_forward_cruise,-2.5148,-1.4232,0.1906,0.9074,22.756,0,0,boundary_turn_inward
2910,29.1,-2.0603,-0.6609,0.2329,0.0465,23.249,0,0,roam_forward_cruise,-2.4621,-1.499,0.1828,0.9378,22.848,1,0,roam_forward_cruise
2920,29.2,-2.0572,-0.6599,0.2172,0.0322,23.253,1,0,roam_climb_over,-2.4208,-1.5706,0.1997,0.7005,22.932,1,0,boundary_turn_inward
2930,29.3,-2.0708,-0.6723,0.204,0.2811,23.272,1,0,roam_forward_cruise,-2.4122,-1.6388,0.1912,0.7034,23.0,2,0,boundary_turn_inward
2940,29.4,-2.089,-0.711,0.2184,0.6304,23.315,0,0,roam_forward_cruise,-2.3762,-1.7021,0.1899,0.7755,23.074,2,0,roam_forward_cruise
2950,29.5,-2.1091,-0.7728,0.2114,0.6622,23.38,1,0,roam_forward_cruise,-2.329,-1.76,0.1901,0.5839,23.149,2,0,boundary_turn_inward
2960,29.6,-2.1495,-0.8374,0.1995,0.8531,23.456,0,0,roam_forward_cruise,-2.3315,-1.7996,0.2103,0.402,23.191,3,0,boundary_turn_inward
2970,29.7,-2.2031,-0.9241,0.1893,1.1373,23.558,1,0,roam_forward_cruise,-2.3503,-1.8358,0.1925,0.4256,23.232,2,0,boundary_turn_inward
2980,29.8,-2.2541,-1.0273,0.1884,1.179,23.673,2,0,roam_curve_left,-2.3389,-1.8832,0.1945,0.534,23.282,1,0,boundary_turn_inward
2990,29.9,-2.2925,-1.1027,0.2196,0.5197,23.758,2,0,roam_curve_left,-2.3145,-1.9306,0.1944,0.5259,23.335,1,0,boundary_turn_inward
3000,30.0,-2.3213,-1.1402,0.2454,0.467,23.805,3,0,roam_curve_left,-2.2855,-1.9738,0.1946,0.5531,23.387,1,0,boundary_turn_inward
3010,30.1,-2.3563,-1.1645,0.2435,0.4728,23.849,3,0,roam_curve_left,-2.2413,-2.0132,0.1965,0.6778,23.447,1,0,roam_curve_left
3020,30.2,-2.4116,-1.1729,0.2568,0.6141,23.905,4,0,roam_curve_left,-2.1665,-2.0457,0.1997,0.8806,23.529,3,0,roam_curve_left
3030,30.3,-2.4736,-1.1767,0.2506,0.593,23.967,1,0,boundary_turn_inward,-2.0709,-2.0811,0.1927,1.1984,23.63,3,0,roam_curve_left
3040,30.4,-2.539,-1.1704,0.234,0.7558,24.033,2,0,boundary_turn_inward,-1.9738,-2.1147,0.2058,0.5887,23.734,7,0,roam_curve_left
3050,30.5,-2.6215,-1.1616,0.1971,0.938,24.116,0,0,boundary_turn_inward,-1.9353,-2.1521,0.2282,0.5665,23.787,6,0,boundary_turn_inward
3060,30.6,-2.7107,-1.1318,0.1839,0.9645,24.211,1,0,boundary_turn_inward,-1.9095,-2.1874,0.2334,0.3502,23.831,6,0,boundary_turn_inward
3070,30.7,-2.7932,-1.0811,0.1847,0.9647,24.308,0,0,boundary_turn_inward,-1.9091,-2.2168,0.2286,0.3013,23.862,5,0,boundary_turn_inward
3080,30.8,-2.8668,-1.0167,0.1892,0.9991,24.406,0,0,boundary_turn_inward,-1.9294,-2.2488,0.2269,0.4361,23.9,5,0,boundary_turn_inward
3090,30.9,-2.9333,-0.9429,0.1821,0.9973,24.505,0,0,boundary_turn_inward,-1.9438,-2.294,0.2167,0.5299,23.948,4,0,boundary_turn_inward
3100,31.0,-2.9893,-0.861,0.1856,0.9922,24.605,0,0,boundary_turn_inward,-1.9587,-2.3423,0.2138,0.5092,23.999,5,0,boundary_turn_inward
3110,31.1,-3.0406,-0.7778,0.1924,0.9449,24.702,0,0,boundary_emergency_brake,-2.0057,-2.3733,0.2084,0.6462,24.056,3,0,boundary_turn_inward
3120,31.2,-3.0854,-0.7014,0.2162,0.782,24.791,0,0,boundary_emergency_brake,-2.049,-2.403,0.1994,0.4405,24.109,2,0,boundary_emergency_brake
3130,31.3,-3.1188,-0.6432,0.2337,0.5859,24.858,0,0,boundary_emergency_brake,-2.077,-2.4296,0.2111,0.3191,24.148,3,0,boundary_emergency_brake
3140,31.4,-3.1384,-0.6097,0.229,0.2824,24.897,0,0,boundary_emergency_brake,-2.0903,-2.4421,0.2061,0.0848,24.166,3,0,boundary_emergency_brake
3150,31.5,-3.1428,-0.5991,0.1957,0.126,24.91,0,0,roam_curve_right,-2.0972,-2.4431,0.1968,0.1302,24.174,3,0,boundary_turn_inward
3160,31.6,-3.1199,-0.6254,0.1984,0.4567,24.945,0,0,roam_curve_right,-2.1122,-2.4236,0.2017,0.4081,24.199,2,0,roam_curve_right
3170,31.7,-3.0955,-0.6774,0.1979,0.7445,25.003,0,0,roam_curve_right,-2.126,-2.374,0.2117,0.6485,24.251,2,0,roam_curve_right
3180,31.8,-3.0711,-0.755,0.1762,0.8101,25.084,0,0,roam_curve_right,-2.1311,-2.2993,0.1984,0.8583,24.326,0,0,roam_curve_right
3190,31.9,-3.044,-0.8346,0.1903,0.8549,25.168,0,0,boundary_turn_inward,-2.1298,-2.1921,0.1932,1.2087,24.433,1,0,roam_curve_right
3200,32.0,-3.0142,-0.914,0.1797,0.8574,25.253,0,0,roam_curve_right,-2.1183,-2.069,0.1867,1.2757,24.557,3,0,roam_curve_right
3210,32.1,-2.9806,-0.9962,0.1873,0.8944,25.342,0,0,boundary_turn_inward,-2.1009,-1.9745,0.2143,0.3543,24.654,4,0,roam_curve_right
3220,32.2,-2.9458,-1.0756,0.1849,0.8566,25.429,0,0,boundary_turn_inward,-2.071,-1.9652,0.2563,0.3237,24.686,2,0,roam_curve_right
3230,32.3,-2.9094,-1.1522,0.1827,0.8478,25.514,0,0,boundary_turn_inward,-2.0361,-1.9589,0.231,0.5439,24.722,5,0,roam_curve_right
3240,32.4,-2.8704,-1.2278,0.1872,0.8619,25.599,0,0,roam_curve_right,-1.969,-2.0069,0.2033,0.758,24.805,6,0,boundary_turn_inward
3250,32.5,-2.8252,-1.3041,0.1927,0.9489,25.687,0,0,roam_forward_cruise,-1.9624,-2.053,0.2206,0.4294,24.855,4,0,boundary_turn_inward
3260,32.6,-2.7609,-1.3881,0.1917,1.1254,25.793,0,0,roam_forward_cruise,-1.9756,-2.0932,0.208,0.4512,24.897,4,0,boundary_turn_inward
3270,32.7,-2.6801,-1.4759,0.1878,1.2232,25.913,0,0,roam_forward_cruise,-1.9965,-2.1374,0.2041,0.5116,24.947,4,0,boundary_turn_inward
3280,32.8,-2.59,-1.5635,0.1878,1.2698,26.038,1,0,roam_forward_cruise,-1.9913,-2.1891,0.1979,0.5132,24.999,4,0,boundary_turn_inward
3290,32.9,-2.4928,-1.6505,0.1836,1.3306,26.169,0,0,roam_forward_cruise,-1.9899,-2.2329,0.2112,0.3695,25.043,4,0,boundary_turn_inward
