step,time_s,ball_x,ball_y,radius_m,core_z_m,distance_to_edge_m,speed_mps,v_radial_mps,sub_skill,action_name,is_boundary_active
4780,47.8,-1.1202,0.12,1.1266,0.1834,0.8734,0.7618,-0.3206,curve,roam_curve_left,0
4790,47.9,-1.0948,0.0451,1.0957,0.1823,0.9043,0.7739,-0.2834,curve,roam_curve_left,0
4800,48.0,-1.0682,-0.0291,1.0686,0.1849,0.9314,0.7852,-0.2508,curve,roam_curve_left,0
4810,48.1,-1.04,-0.1053,1.0453,0.1836,0.9547,0.82,-0.2199,curve,roam_curve_left,0
4820,48.2,-1.0092,-0.1827,1.0256,0.1842,0.9744,0.8134,-0.1629,curve,roam_curve_left,0
4830,48.3,-0.9859,-0.2349,1.0135,0.1936,0.9865,0.4812,-0.1161,curve,roam_curve_left,0
4840,48.4,-0.9601,-0.2571,0.994,0.1983,1.006,0.2564,-0.2364,curve,roam_curve_left,0
4850,48.5,-0.9324,-0.2496,0.9652,0.1892,1.0348,0.3327,-0.3283,curve,roam_curve_left,0
4860,48.6,-0.8998,-0.2354,0.9301,0.1856,1.0699,0.3992,-0.3955,turn,roam_pivot_turn,0
4870,48.7,-0.8608,-0.2234,0.8893,0.1845,1.1107,0.4161,-0.4158,turn,roam_pivot_turn,0
4880,48.8,-0.8182,-0.2194,0.8471,0.183,1.1529,0.4365,-0.4211,turn,roam_pivot_turn,0
4890,48.9,-0.7723,-0.2233,0.804,0.1833,1.196,0.4706,-0.4304,turn,roam_pivot_turn,0
4900,49.0,-0.7256,-0.2331,0.7621,0.1852,1.2379,0.4875,-0.4105,turn,roam_pivot_turn,0
4910,49.1,-0.6794,-0.2457,0.7225,0.1839,1.2775,0.4636,-0.3749,stop,roam_stance_pause,0
4920,49.2,-0.6358,-0.2568,0.6857,0.1891,1.3143,0.4093,-0.3452,stop,roam_stance_pause,0
4930,49.3,-0.5963,-0.2625,0.6515,0.1911,1.3485,0.4193,-0.3582,stop,roam_stance_pause,0
4940,49.4,-0.5556,-0.2652,0.6156,0.1864,1.3844,0.4231,-0.3821,curve,roam_curve_right,0
4950,49.5,-0.5119,-0.2648,0.5763,0.1828,1.4237,0.4049,-0.3684,curve,roam_curve_right,0
4960,49.6,-0.4692,-0.2616,0.5372,0.1844,1.4628,0.4323,-0.3908,curve,roam_curve_right,0
4970,49.7,-0.4222,-0.2597,0.4957,0.1829,1.5043,0.4965,-0.4252,curve,roam_curve_right,0
4980,49.8,-0.3876,-0.2614,0.4675,0.1913,1.5325,0.1632,-0.1276,curve,roam_curve_right,0
4990,49.9,-0.3848,-0.2623,0.4657,0.1927,1.5343,0.0739,0.0675,curve,roam_curve_right,0
5000,50.0,-0.4006,-0.262,0.4786,0.185,1.5214,0.1842,0.1372,curve,roam_curve_right,0
5010,50.1,-0.4205,-0.2575,0.4931,0.1833,1.5069,0.2013,0.1446,curve,roam_curve_right,0
5020,50.2,-0.4452,-0.2534,0.5123,0.1835,1.4877,0.2978,0.2375,curve,roam_curve_right,0
5030,50.3,-0.4766,-0.2517,0.5389,0.1821,1.4611,0.3195,0.2841,curve,roam_curve_right,0
5040,50.4,-0.5072,-0.2514,0.5661,0.1796,1.4339,0.2256,0.1962,curve,roam_curve_right,0
5050,50.5,-0.5109,-0.2489,0.5683,0.1903,1.4317,0.0823,-0.0792,move,roam_forward_cruise,0
5060,50.6,-0.4945,-0.2485,0.5534,0.1863,1.4466,0.1969,-0.1714,move,roam_forward_cruise,0
5070,50.7,-0.4648,-0.25,0.5278,0.1833,1.4722,0.3128,-0.265,move,roam_forward_cruise,0
5080,50.8,-0.4374,-0.2496,0.5036,0.1907,1.4964,0.2302,-0.2062,move,roam_forward_cruise,0
5090,50.9,-0.4209,-0.2489,0.489,0.1902,1.511,0.219,-0.1842,move,roam_forward_cruise,0
5100,51.0,-0.4066,-0.2469,0.4757,0.1902,1.5243,0.0643,-0.0643,move,roam_forward_cruise,0
5110,51.1,-0.4048,-0.2439,0.4726,0.1907,1.5274,0.0273,-0.0267,move,roam_forward_cruise,0
5120,51.2,-0.4014,-0.2421,0.4688,0.1906,1.5312,0.0351,-0.0351,move,roam_forward_cruise,0
5130,51.3,-0.4002,-0.2405,0.4669,0.1892,1.5331,0.0161,-0.0114,move,roam_forward_cruise,0
5140,51.4,-0.4045,-0.2378,0.4693,0.1852,1.5307,0.102,0.0225,curve,roam_curve_left,0
5150,51.5,-0.4135,-0.2329,0.4745,0.182,1.5255,0.1073,0.0608,curve,roam_curve_left,0
5160,51.6,-0.4213,-0.2274,0.4787,0.1805,1.5213,0.0877,0.0355,curve,roam_curve_left,0
5170,51.7,-0.4287,-0.2218,0.4827,0.1792,1.5173,0.1067,0.0444,curve,roam_curve_left,0
5180,51.8,-0.4407,-0.2119,0.489,0.1838,1.511,0.2002,0.0815,curve,roam_curve_left,0
5190,51.9,-0.4609,-0.1939,0.5001,0.1831,1.4999,0.2906,0.1179,curve,roam_curve_left,0
5200,52.0,-0.4803,-0.1738,0.5108,0.183,1.4892,0.2864,0.0908,curve,roam_curve_left,0
5210,52.1,-0.5002,-0.1502,0.5223,0.1833,1.4777,0.3598,0.1493,curve,roam_curve_left,0
5220,52.2,-0.5243,-0.1188,0.5376,0.1847,1.4624,0.398,0.1742,turn,roam_pivot_turn,0
5230,52.3,-0.5462,-0.083,0.5524,0.1857,1.4476,0.4491,0.1362,turn,roam_pivot_turn,0
5240,52.4,-0.5597,-0.038,0.561,0.1838,1.439,0.4569,0.0627,turn,roam_pivot_turn,0
5250,52.5,-0.5658,0.0081,0.5658,0.1833,1.4342,0.4893,0.0299,turn,roam_pivot_turn,0
5260,52.6,-0.5621,0.0583,0.5651,0.1865,1.4349,0.5081,-0.0143,turn,roam_pivot_turn,0
5270,52.7,-0.5561,0.106,0.5661,0.1895,1.4339,0.4185,0.0263,stop,roam_stance_pause,0
5280,52.8,-0.5495,0.1464,0.5687,0.1918,1.4313,0.4093,0.0377,stop,roam_stance_pause,0
5290,52.9,-0.5423,0.1842,0.5727,0.1874,1.4273,0.3722,0.0562,stop,roam_stance_pause,0
5300,53.0,-0.5336,0.2201,0.5772,0.1827,1.4228,0.349,0.0507,curve,roam_curve_right,0
5310,53.1,-0.5229,0.2558,0.5821,0.1818,1.4179,0.357,0.0662,curve,roam_curve_right,0
5320,53.2,-0.5132,0.2931,0.591,0.1848,1.409,0.4081,0.111,curve,roam_curve_right,0
5330,53.3,-0.5002,0.3354,0.6022,0.1849,1.3978,0.4745,0.1409,curve,roam_curve_right,0
5340,53.4,-0.4873,0.3845,0.6207,0.1852,1.3793,0.5717,0.2203,curve,roam_curve_right,0
5350,53.5,-0.4838,0.4199,0.6406,0.1902,1.3594,0.1916,0.1796,curve,roam_curve_right,0
5360,53.6,-0.5006,0.4332,0.662,0.1881,1.338,0.2581,0.2543,curve,roam_curve_right,0
5370,53.7,-0.5227,0.4441,0.6859,0.1815,1.3141,0.2393,0.2282,curve,roam_curve_right,0
5380,53.8,-0.5479,0.4561,0.7129,0.1823,1.2871,0.237,0.2304,curve,roam_curve_right,0
5390,53.9,-0.5614,0.4679,0.7308,0.1823,1.2692,0.1438,0.1288,curve,roam_curve_right,0
5400,54.0,-0.5651,0.484,0.744,0.1804,1.256,0.1699,0.1318,curve,roam_curve_right,0
5410,54.1,-0.5602,0.5066,0.7553,0.1865,1.2447,0.2622,0.1185,move,roam_forward_cruise,0
5420,54.2,-0.5526,0.5459,0.7767,0.1859,1.2233,0.4325,0.2342,move,roam_forward_cruise,0
5430,54.3,-0.5437,0.5908,0.8029,0.1859,1.1971,0.375,0.2323,move,roam_forward_cruise,0
5440,54.4,-0.5359,0.6331,0.8295,0.1903,1.1705,0.3414,0.2091,move,roam_forward_cruise,0
5450,54.5,-0.5286,0.663,0.8479,0.1885,1.1521,0.3055,0.185,move,roam_forward_cruise,0
5460,54.6,-0.5207,0.7073,0.8783,0.1873,1.1217,0.5156,0.3559,move,roam_forward_cruise,0
5470,54.7,-0.5199,0.7516,0.9139,0.1918,1.0861,0.2991,0.2933,move,roam_forward_cruise,0
5480,54.8,-0.537,0.7646,0.9344,0.1888,1.0656,0.1805,0.1732,move,roam_forward_cruise,0
5490,54.9,-0.5457,0.7746,0.9475,0.1867,1.0525,0.1083,0.1069,move,roam_forward_cruise,0
5500,55.0,-0.5545,0.7812,0.958,0.1867,1.042,0.108,0.1024,curve,roam_curve_left,0
5510,55.1,-0.5652,0.7919,0.9729,0.1823,1.0271,0.1942,0.1899,curve,roam_curve_left,0
5520,55.2,-0.583,0.809,0.9972,0.1814,1.0028,0.2408,0.2407,curve,roam_curve_left,0
5530,55.3,-0.5838,0.8277,1.0129,0.1819,0.9871,0.2055,0.1276,curve,roam_curve_left,0
5540,55.4,-0.5745,0.8505,1.0264,0.181,0.9736,0.2578,0.1113,curve,roam_curve_left,0
5550,55.5,-0.5598,0.8736,1.0376,0.1823,0.9624,0.2831,0.1111,curve,roam_curve_left,0
5560,55.6,-0.5421,0.8961,1.0474,0.1845,0.9526,0.2285,0.0224,curve,roam_curve_left,0
5570,55.7,-0.525,0.8993,1.0413,0.1848,0.9587,0.0982,-0.0416,curve,roam_curve_left,0
5580,55.8,-0.5174,0.8957,1.0344,0.1923,0.9656,0.0553,0.0532,turn,roam_pivot_turn,0
5590,55.9,-0.5234,0.9067,1.0469,0.1928,0.9531,0.2114,0.2015,turn,roam_pivot_turn,0
5600,56.0,-0.539,0.9142,1.0612,0.1888,0.9388,0.1593,0.0685,turn,roam_pivot_turn,0
5610,56.1,-0.5572,0.9097,1.0668,0.1864,0.9332,0.1956,0.0603,turn,roam_pivot_turn,0
5620,56.2,-0.5744,0.911,1.0769,0.1879,0.9231,0.1449,0.1126,turn,roam_pivot_turn,0
5630,56.3,-0.5835,0.9128,1.0834,0.1855,0.9166,0.0465,0.0156,stop,roam_stance_pause,0
5640,56.4,-0.5871,0.9135,1.0859,0.1839,0.9141,0.0486,0.0482,stop,roam_stance_pause,0
5650,56.5,-0.5898,0.918,1.0912,0.1864,0.9088,0.0516,0.0506,stop,roam_stance_pause,0
5660,56.6,-0.5967,0.9211,1.0975,0.1882,0.9025,0.1442,0.1089,curve,roam_curve_right,0
5670,56.7,-0.6048,0.9213,1.1021,0.187,0.8979,0.045,-0.0433,curve,roam_curve_right,0
5680,56.8,-0.597,0.9145,1.0922,0.1848,0.9078,0.1936,-0.1847,curve,roam_curve_right,0
5690,56.9,-0.5744,0.9003,1.0679,0.1827,0.9321,0.2866,-0.2516,curve,roam_curve_right,0
5700,57.0,-0.5478,0.8862,1.0418,0.1796,0.9582,0.2886,-0.2414,curve,roam_curve_right,0
5710,57.1,-0.536,0.8891,1.0382,0.1854,0.9618,0.1291,-0.0205,curve,roam_curve_right,0
5720,57.2,-0.5293,0.8998,1.0439,0.1829,0.9561,0.1646,0.1086,curve,roam_curve_right,0
5730,57.3,-0.5215,0.9125,1.051,0.1832,0.949,0.1537,0.0131,curve,roam_curve_right,0
5740,57.4,-0.5044,0.9199,1.0491,0.1829,0.9509,0.1844,-0.0334,curve,roam_curve_right,0
5750,57.5,-0.4865,0.9244,1.0446,0.1827,0.9554,0.1576,-0.0284,curve,roam_curve_right,0
5760,57.6,-0.4737,0.9294,1.0431,0.1828,0.9569,0.1104,-0.0151,curve,roam_curve_right,0
5770,57.7,-0.4696,0.9381,1.0491,0.1901,0.9509,0.1863,0.1723,move,roam_forward_cruise,0
5780,57.8,-0.4845,0.9381,1.0558,0.1909,0.9442,0.1994,-0.052,move,roam_forward_cruise,0
5790,57.9,-0.4958,0.9149,1.0406,0.1877,0.9594,0.1942,-0.0528,move,roam_forward_cruise,0
5800,58.0,-0.5115,0.9115,1.0452,0.187,0.9548,0.1592,0.0713,move,roam_forward_cruise,0
5810,58.1,-0.5324,0.9156,1.0591,0.1847,0.9409,0.2695,0.1895,move,roam_forward_cruise,0
5820,58.2,-0.549,0.9192,1.0706,0.1829,0.9294,0.1722,0.1153,move,roam_forward_cruise,0
5830,58.3,-0.567,0.923,1.0833,0.186,0.9167,0.2369,0.1604,move,roam_forward_cruise,0
5840,58.4,-0.5834,0.9255,1.094,0.1851,0.906,0.1515,0.1233,move,roam_forward_cruise,0
5850,58.5,-0.5965,0.9322,1.1067,0.1883,0.8933,0.1513,0.1291,move,roam_forward_cruise,0
5860,58.6,-0.5943,0.9332,1.1064,0.1875,0.8936,0.1177,-0.0706,curve,roam_curve_left,0
5870,58.7,-0.5794,0.9258,1.0922,0.1835,0.9078,0.1808,-0.1712,curve,roam_curve_left,0
5880,58.8,-0.5646,0.9124,1.073,0.1809,0.927,0.2466,-0.2374,curve,roam_curve_left,0
5890,58.9,-0.5427,0.8974,1.0487,0.1827,0.9513,0.279,-0.235,curve,roam_curve_left,0
5900,59.0,-0.5254,0.8976,1.04,0.1865,0.96,0.1374,0.06,curve,roam_curve_left,0
5910,59.1,-0.5211,0.908,1.0469,0.1854,0.9531,0.0747,0.0496,curve,roam_curve_left,0
5920,59.2,-0.5209,0.9103,1.0488,0.1842,0.9512,0.0207,0.0098,curve,roam_curve_left,0
5930,59.3,-0.5287,0.9065,1.0494,0.1848,0.9506,0.1296,0.0139,curve,roam_curve_left,0
5940,59.4,-0.5371,0.891,1.0404,0.1862,0.9596,0.2697,-0.0403,turn,roam_pivot_turn,0
5950,59.5,-0.5639,0.8785,1.0439,0.1855,0.9561,0.3033,0.0833,turn,roam_pivot_turn,0
5960,59.6,-0.5919,0.8751,1.0565,0.1853,0.9435,0.2809,0.1604,turn,roam_pivot_turn,0
5970,59.7,-0.6187,0.8746,1.0713,0.1853,0.9287,0.2298,0.0856,turn,roam_pivot_turn,0
5980,59.8,-0.6401,0.8692,1.0795,0.1896,0.9205,0.189,0.0752,turn,roam_pivot_turn,0
5990,59.9,-0.647,0.8677,1.0824,0.192,0.9176,0.0268,-0.0196,stop,roam_stance_pause,0
6000,60.0,-0.643,0.8656,1.0782,0.192,0.9218,0.0582,-0.0523,stop,roam_stance_pause,0
6010,60.1,-0.6415,0.8639,1.0761,0.1927,0.9239,0.0293,-0.007,stop,roam_stance_pause,0
6020,60.2,-0.6465,0.8598,1.0757,0.1894,0.9243,0.1196,-0.0009,curve,roam_curve_right,0
6030,60.3,-0.6458,0.8527,1.0696,0.1855,0.9304,0.1259,-0.1252,curve,roam_curve_right,0
6040,60.4,-0.6305,0.8363,1.0474,0.1832,0.9526,0.237,-0.2347,curve,roam_curve_right,0
6050,60.5,-0.6138,0.8205,1.0247,0.1803,0.9753,0.1972,-0.192,curve,roam_curve_right,0
6060,60.6,-0.5996,0.8138,1.0108,0.1775,0.9892,0.1192,-0.0629,curve,roam_curve_right,0
6070,60.7,-0.5863,0.816,1.0048,0.1819,0.9952,0.1851,-0.0867,curve,roam_curve_right,0
6080,60.8,-0.5691,0.818,0.9965,0.1826,1.0035,0.1015,-0.0551,curve,roam_curve_right,0
6090,60.9,-0.5664,0.814,0.9917,0.1863,1.0083,0.0943,-0.0854,curve,roam_curve_right,0
6100,61.0,-0.5664,0.8029,0.9826,0.1844,1.0174,0.1432,-0.0991,curve,roam_curve_right,0
6110,61.1,-0.5707,0.7852,0.9707,0.1845,1.0293,0.1935,-0.1188,curve,roam_curve_right,0
6120,61.2,-0.5799,0.773,0.9663,0.1843,1.0337,0.2127,0.0459,curve,roam_curve_right,0
6130,61.3,-0.5959,0.7647,0.9695,0.1885,1.0305,0.1606,0.0089,move,roam_forward_cruise,0
6140,61.4,-0.6198,0.7393,0.9648,0.1912,1.0352,0.4321,-0.1381,move,roam_forward_cruise,0
6150,61.5,-0.6467,0.7093,0.9599,0.1857,1.0401,0.4282,-0.093,move,roam_forward_cruise,0
6160,61.6,-0.6806,0.6726,0.9569,0.1859,1.0431,0.6009,-0.072,move,roam_forward_cruise,0
6170,61.7,-0.7178,0.6309,0.9556,0.1867,1.0444,0.5875,-0.1077,move,roam_forward_cruise,0
6180,61.8,-0.7342,0.6084,0.9535,0.1904,1.0465,0.27,-0.1178,move,roam_forward_cruise,0
6190,61.9,-0.7375,0.5986,0.9499,0.1927,1.0501,0.1729,-0.1379,move,roam_forward_cruise,0
6200,62.0,-0.7363,0.6042,0.9524,0.1899,1.0476,0.1592,-0.1002,move,roam_forward_cruise,0
6210,62.1,-0.7406,0.6058,0.9568,0.1895,1.0432,0.0483,-0.0411,move,roam_forward_cruise,0
6220,62.2,-0.744,0.6178,0.9671,0.1864,1.0329,0.1247,0.0274,curve,roam_curve_left,0
6230,62.3,-0.7313,0.625,0.962,0.1853,1.038,0.2346,-0.1487,curve,roam_curve_left,0
6240,62.4,-0.7121,0.6352,0.9542,0.1827,1.0458,0.2372,-0.1083,curve,roam_curve_left,0
6250,62.5,-0.6954,0.65,0.9519,0.1834,1.0481,0.2369,-0.0545,curve,roam_curve_left,0
6260,62.6,-0.68,0.6681,0.9533,0.1829,1.0467,0.2477,-0.007,curve,roam_curve_left,0
6270,62.7,-0.6655,0.6905,0.959,0.1811,1.041,0.2583,0.0274,curve,roam_curve_left,0
6280,62.8,-0.6535,0.7138,0.9678,0.1838,1.0322,0.2468,0.0538,curve,roam_curve_left,0
6290,62.9,-0.6443,0.7373,0.9791,0.1841,1.0209,0.2129,0.0709,curve,roam_curve_left,0
6300,63.0,-0.6432,0.7583,0.9944,0.1846,1.0056,0.2044,0.1594,turn,roam_pivot_turn,0
6310,63.1,-0.6447,0.7856,1.0163,0.1855,0.9837,0.2994,0.204,turn,roam_pivot_turn,0
6320,63.2,-0.6389,0.8193,1.039,0.1879,0.961,0.3439,0.1467,turn,roam_pivot_turn,0
6330,63.3,-0.6243,0.8524,1.0565,0.1838,0.9435,0.3366,0.1074,turn,roam_pivot_turn,0
6340,63.4,-0.6069,0.8622,1.0544,0.1903,0.9456,0.2637,-0.1315,turn,roam_pivot_turn,0
6350,63.5,-0.5842,0.8617,1.0411,0.186,0.9589,0.2656,-0.1916,stop,roam_stance_pause,0
6360,63.6,-0.5687,0.8611,1.032,0.1859,0.968,0.1567,-0.0849,stop,roam_stance_pause,0
6370,63.7,-0.5532,0.8621,1.0243,0.1877,0.9757,0.2261,-0.1312,stop,roam_stance_pause,0
6380,63.8,-0.5455,0.8669,1.0242,0.1889,0.9758,0.1463,0.1382,curve,roam_curve_right,0
6390,63.9,-0.554,0.8749,1.0355,0.1846,0.9645,0.0547,0.0436,curve,roam_curve_right,0
6400,64.0,-0.568,0.8797,1.0472,0.1819,0.9528,0.1522,0.1154,curve,roam_curve_right,0
6410,64.1,-0.5807,0.8837,1.0574,0.1816,0.9426,0.0809,0.055,curve,roam_curve_right,0
6420,64.2,-0.5839,0.8774,1.0539,0.1828,0.9461,0.0827,-0.0477,curve,roam_curve_right,0
6430,64.3,-0.5868,0.8655,1.0456,0.181,0.9544,0.1437,-0.0997,curve,roam_curve_right,0
6440,64.4,-0.5898,0.848,1.0329,0.1819,0.9671,0.2793,-0.2162,curve,roam_curve_right,0
6450,64.5,-0.5946,0.8273,1.0188,0.1814,0.9812,0.1918,-0.1298,curve,roam_curve_right,0
6460,64.6,-0.6008,0.8066,1.0058,0.1844,0.9942,0.2485,-0.1338,curve,roam_curve_right,0
6470,64.7,-0.6095,0.7848,0.9937,0.1871,1.0063,0.2767,-0.0951,curve,roam_curve_right,0
6480,64.8,-0.6215,0.7715,0.9907,0.1871,1.0093,0.1504,0.007,curve,roam_curve_right,0
6490,64.9,-0.6153,0.7598,0.9777,0.19,1.0223,0.216,-0.2151,move,roam_forward_cruise,0
6500,65.0,-0.5982,0.7371,0.9493,0.191,1.0507,0.2754,-0.2742,move,roam_forward_cruise,0
6510,65.1,-0.5871,0.7181,0.9275,0.1897,1.0725,0.1874,-0.1833,move,roam_forward_cruise,0
6520,65.2,-0.5755,0.6976,0.9043,0.1865,1.0957,0.324,-0.3238,move,roam_forward_cruise,0
6530,65.3,-0.5569,0.6761,0.8759,0.1896,1.1241,0.2778,-0.2773,move,roam_forward_cruise,0
6540,65.4,-0.5352,0.6551,0.8459,0.1895,1.1541,0.4085,-0.4041,move,roam_forward_cruise,0
6550,65.5,-0.5085,0.6283,0.8083,0.1909,1.1917,0.3975,-0.3952,move,roam_forward_cruise,0
6560,65.6,-0.508,0.6244,0.805,0.1927,1.195,0.1481,0.0829,move,roam_forward_cruise,0
6570,65.7,-0.5159,0.6242,0.8098,0.1907,1.1902,0.0528,-0.0129,move,roam_forward_cruise,0
6580,65.8,-0.5235,0.6198,0.8113,0.1855,1.1887,0.0528,-0.0185,curve,roam_curve_left,0
6590,65.9,-0.5343,0.6154,0.815,0.1848,1.185,0.0852,0.0185,curve,roam_curve_left,0
6600,66.0,-0.5538,0.6081,0.8225,0.1837,1.1775,0.1681,0.059,curve,roam_curve_left,0
6610,66.1,-0.5762,0.6007,0.8324,0.1834,1.1676,0.2042,0.0838,curve,roam_curve_left,0
6620,66.2,-0.6025,0.5932,0.8455,0.1845,1.1545,0.2391,0.1179,curve,roam_curve_left,0
6630,66.3,-0.6305,0.5861,0.8609,0.1849,1.1391,0.24,0.1241,curve,roam_curve_left,0
6640,66.4,-0.6512,0.5837,0.8745,0.186,1.1255,0.0938,0.0893,curve,roam_curve_left,0
6650,66.5,-0.6533,0.5945,0.8833,0.1816,1.1167,0.1112,0.0604,curve,roam_curve_left,0
6660,66.6,-0.6509,0.6099,0.892,0.1882,1.108,0.3248,0.0892,turn,roam_pivot_turn,0
6670,66.7,-0.641,0.6289,0.898,0.1882,1.102,0.3367,0.0196,turn,roam_pivot_turn,0
6680,66.8,-0.6237,0.6464,0.8982,0.1869,1.1018,0.3767,0.0252,turn,roam_pivot_turn,0
6690,66.9,-0.5993,0.6593,0.891,0.1856,1.109,0.3957,-0.063,turn,roam_pivot_turn,0
6700,67.0,-0.5767,0.673,0.8863,0.1886,1.1137,0.406,-0.1332,turn,roam_pivot_turn,0
6710,67.1,-0.5586,0.6843,0.8834,0.1901,1.1166,0.3005,-0.0007,stop,roam_stance_pause,0
6720,67.2,-0.5407,0.6964,0.8816,0.1891,1.1184,0.2542,-0.0165,stop,roam_stance_pause,0
6730,67.3,-0.5245,0.701,0.8755,0.1922,1.1245,0.1924,-0.0503,stop,roam_stance_pause,0
6740,67.4,-0.5169,0.6999,0.8701,0.1904,1.1299,0.1178,-0.0854,curve,roam_curve_right,0
6750,67.5,-0.5083,0.6973,0.8629,0.1923,1.1371,0.1074,-0.0195,curve,roam_curve_right,0
6760,67.6,-0.5025,0.6959,0.8584,0.1855,1.1416,0.1303,-0.0323,curve,roam_curve_right,0
6770,67.7,-0.4943,0.6942,0.8522,0.1856,1.1478,0.0984,-0.0543,curve,roam_curve_right,0
6780,67.8,-0.4866,0.6897,0.8441,0.1833,1.1559,0.0893,-0.0572,curve,roam_curve_right,0
6790,67.9,-0.4769,0.6851,0.8347,0.1828,1.1653,0.0683,-0.0239,curve,roam_curve_right,0
6800,68.0,-0.4704,0.6879,0.8334,0.1815,1.1666,0.01,-0.0047,curve,roam_curve_right,0
6810,68.1,-0.4671,0.6885,0.832,0.1857,1.168,0.0291,0.0171,curve,roam_curve_right,0
6820,68.2,-0.4633,0.6897,0.8309,0.1849,1.1691,0.0555,0.0121,curve,roam_curve_right,0
6830,68.3,-0.4605,0.6898,0.8294,0.1855,1.1706,0.0434,0.0404,curve,roam_curve_right,0
6840,68.4,-0.4606,0.6916,0.831,0.184,1.169,0.0618,0.0616,curve,roam_curve_right,0
6850,68.5,-0.457,0.6941,0.8311,0.1912,1.1689,0.0762,0.0297,move,roam_forward_cruise,0
6860,68.6,-0.4493,0.6971,0.8293,0.1905,1.1707,0.0609,0.059,move,roam_forward_cruise,0
6870,68.7,-0.446,0.6987,0.8289,0.1912,1.1711,0.0181,0.018,move,roam_forward_cruise,0
6880,68.8,-0.4453,0.6999,0.8296,0.1917,1.1704,0.1252,0.0862,move,roam_forward_cruise,0
6890,68.9,-0.4496,0.6983,0.8305,0.1901,1.1695,0.0948,0.0892,move,roam_forward_cruise,0
6900,69.0,-0.4506,0.6998,0.8323,0.1901,1.1677,0.0369,0.0362,move,roam_forward_cruise,0
6910,69.1,-0.4502,0.6976,0.8302,0.1913,1.1698,0.1459,0.1336,move,roam_forward_cruise,0
6920,69.2,-0.4461,0.694,0.825,0.1909,1.175,0.0871,0.0836,move,roam_forward_cruise,0
6930,69.3,-0.4439,0.692,0.8222,0.1921,1.1778,0.141,0.1397,move,roam_forward_cruise,0
6940,69.4,-0.4453,0.6899,0.8211,0.1906,1.1789,0.0135,0.0051,curve,roam_curve_left,0
6950,69.5,-0.4521,0.6864,0.8219,0.1889,1.1781,0.1067,0.0744,curve,roam_curve_left,0
6960,69.6,-0.4659,0.6805,0.8247,0.1844,1.1753,0.1677,0.1076,curve,roam_curve_left,0
6970,69.7,-0.48,0.6763,0.8293,0.1883,1.1707,0.1294,0.0989,curve,roam_curve_left,0
6980,69.8,-0.4901,0.6713,0.8311,0.1854,1.1689,0.1527,-0.0025,curve,roam_curve_left,0
6990,69.9,-0.4951,0.6637,0.828,0.1874,1.172,0.0364,-0.0159,curve,roam_curve_left,0
7000,70.0,-0.4976,0.6535,0.8214,0.187,1.1786,0.0497,0.01,curve,roam_curve_left,0
7010,70.1,-0.5033,0.6478,0.8204,0.1876,1.1796,0.1043,0.0406,curve,roam_curve_left,0
7020,70.2,-0.5128,0.6495,0.8276,0.1845,1.1724,0.174,0.1716,turn,roam_pivot_turn,0
7030,70.3,-0.5128,0.6534,0.8306,0.1867,1.1694,0.0948,0.0817,turn,roam_pivot_turn,0
7040,70.4,-0.508,0.6581,0.8313,0.1877,1.1687,0.1049,0.0807,turn,roam_pivot_turn,0
7050,70.5,-0.5002,0.6606,0.8286,0.1884,1.1714,0.0936,0.0614,turn,roam_pivot_turn,0
7060,70.6,-0.4947,0.6625,0.8268,0.188,1.1732,0.0614,0.0418,turn,roam_pivot_turn,0
7070,70.7,-0.4924,0.6663,0.8285,0.1887,1.1715,0.071,0.0699,stop,roam_stance_pause,0
7080,70.8,-0.4872,0.6708,0.829,0.1894,1.171,0.0553,0.0409,stop,roam_stance_pause,0
7090,70.9,-0.4771,0.6746,0.8263,0.1886,1.1737,0.0667,0.0336,stop,roam_stance_pause,0
7100,71.0,-0.4674,0.6778,0.8233,0.1888,1.1767,0.079,0.0421,curve,roam_curve_right,0
7110,71.1,-0.4619,0.685,0.8262,0.1859,1.1738,0.0923,0.0916,curve,roam_curve_right,0
7120,71.2,-0.4604,0.6819,0.8227,0.1882,1.1773,0.082,-0.0238,curve,roam_curve_right,0
7130,71.3,-0.4647,0.6788,0.8227,0.1864,1.1773,0.1471,0.113,curve,roam_curve_right,0
7140,71.4,-0.473,0.68,0.8283,0.1826,1.1717,0.1037,0.0612,curve,roam_curve_right,0
7150,71.5,-0.4795,0.6764,0.8292,0.1848,1.1708,0.062,0.0362,curve,roam_curve_right,0
7160,71.6,-0.4776,0.6727,0.825,0.1853,1.175,0.0561,0.0325,curve,roam_curve_right,0
7170,71.7,-0.4758,0.6703,0.822,0.1864,1.178,0.0415,0.0235,curve,roam_curve_right,0
7180,71.8,-0.4735,0.6687,0.8194,0.1864,1.1806,0.0612,0.0608,curve,roam_curve_right,0
7190,71.9,-0.4775,0.6782,0.8294,0.1839,1.1706,0.0525,0.0513,curve,roam_curve_right,0
7200,72.0,-0.4748,0.6826,0.8315,0.1849,1.1685,0.0349,0.0347,curve,roam_curve_right,0
7210,72.1,-0.4766,0.6882,0.8372,0.191,1.1628,0.1958,0.194,move,roam_forward_cruise,0
7220,72.2,-0.4737,0.7026,0.8473,0.193,1.1527,0.0788,0.0769,move,roam_forward_cruise,0
7230,72.3,-0.4755,0.7074,0.8524,0.192,1.1476,0.1906,0.0237,move,roam_forward_cruise,0
