step,time_s,ball_x,ball_y,radius_m,core_z_m,distance_to_edge_m,speed_mps,v_radial_mps,sub_skill,action_name,is_boundary_active
2330,23.3,-0.2068,0.402,0.4521,0.2014,1.5479,0.6663,0.58,curve,roam_curve_left,0
2340,23.4,-0.2011,0.4662,0.5077,0.1933,1.4923,0.6834,0.5522,turn,roam_pivot_turn,0
2350,23.5,-0.1775,0.5199,0.5494,0.1821,1.4506,0.5653,0.3638,turn,roam_pivot_turn,0
2360,23.6,-0.1534,0.5581,0.5788,0.1824,1.4212,0.4086,0.2133,turn,roam_pivot_turn,0
2370,23.7,-0.1198,0.585,0.5971,0.1849,1.4029,0.4696,0.1643,turn,roam_pivot_turn,0
2380,23.8,-0.0755,0.6085,0.6131,0.1831,1.3869,0.5034,0.1427,turn,roam_pivot_turn,0
2390,23.9,-0.0308,0.6245,0.6253,0.1881,1.3747,0.4462,0.1018,stop,roam_stance_pause,0
2400,24.0,0.0087,0.6329,0.6329,0.1953,1.3671,0.383,0.0679,stop,roam_stance_pause,0
2410,24.1,0.0458,0.6365,0.6381,0.1962,1.3619,0.3824,0.0606,stop,roam_stance_pause,0
2420,24.2,0.0849,0.6393,0.645,0.1896,1.355,0.4158,0.0859,curve,roam_curve_right,0
2430,24.3,0.1302,0.6443,0.6573,0.185,1.3427,0.447,0.1456,curve,roam_curve_right,0
2440,24.4,0.173,0.6495,0.6722,0.1878,1.3278,0.3002,0.0825,curve,roam_curve_right,0
2450,24.5,0.1858,0.6442,0.6705,0.1869,1.3295,0.1032,-0.1031,curve,roam_curve_right,0
2460,24.6,0.1744,0.6349,0.6584,0.1818,1.3416,0.1976,-0.1228,curve,roam_curve_right,0
2470,24.7,0.1479,0.6297,0.6468,0.1808,1.3532,0.3278,-0.0616,curve,roam_curve_right,0
2480,24.8,0.115,0.6335,0.6439,0.1813,1.3561,0.2959,-0.0042,curve,roam_curve_right,0
2490,24.9,0.0827,0.6406,0.6459,0.1838,1.3541,0.4252,0.0308,curve,roam_curve_right,0
2500,25.0,0.045,0.65,0.6515,0.1854,1.3485,0.4361,0.0961,curve,roam_curve_right,0
2510,25.1,0.0023,0.6647,0.6647,0.1824,1.3353,0.4574,0.171,curve,roam_curve_right,0
2520,25.2,-0.0397,0.6839,0.6851,0.1842,1.3149,0.5013,0.244,curve,roam_curve_right,0
2530,25.3,-0.0888,0.6969,0.7025,0.1878,1.2975,0.4854,0.1393,move,roam_forward_cruise,0
2540,25.4,-0.1407,0.7006,0.7146,0.1877,1.2854,0.4728,0.1188,move,roam_forward_cruise,0
2550,25.5,-0.2007,0.7002,0.7284,0.1833,1.2716,0.6,0.1726,move,roam_forward_cruise,0
2560,25.6,-0.2615,0.7022,0.7493,0.1859,1.2507,0.4907,0.2401,move,roam_forward_cruise,0
2570,25.7,-0.3062,0.7129,0.7758,0.1851,1.2242,0.5487,0.2871,move,roam_forward_cruise,0
2580,25.8,-0.3475,0.7148,0.7948,0.1916,1.2052,0.2583,0.0586,move,roam_forward_cruise,0
2590,25.9,-0.3655,0.7005,0.7901,0.1915,1.2099,0.2441,-0.0861,move,roam_forward_cruise,0
2600,26.0,-0.3873,0.6948,0.7955,0.1931,1.2045,0.2096,0.0809,move,roam_forward_cruise,0
2610,26.1,-0.406,0.6921,0.8024,0.1931,1.1976,0.2054,0.1045,move,roam_forward_cruise,0
2620,26.2,-0.4228,0.6911,0.8102,0.1912,1.1898,0.1636,0.0723,curve,roam_curve_left,0
2630,26.3,-0.4429,0.691,0.8208,0.1868,1.1792,0.2185,0.135,curve,roam_curve_left,0
2640,26.4,-0.4599,0.6935,0.8322,0.1839,1.1678,0.1228,0.0696,curve,roam_curve_left,0
2650,26.5,-0.4679,0.6913,0.8348,0.1838,1.1652,0.0854,-0.0378,curve,roam_curve_left,0
2660,26.6,-0.4747,0.6856,0.8339,0.1869,1.1661,0.1047,0.0175,curve,roam_curve_left,0
2670,26.7,-0.4875,0.6814,0.8378,0.1847,1.1622,0.162,0.0708,curve,roam_curve_left,0
2680,26.8,-0.5088,0.6775,0.8473,0.1842,1.1527,0.2819,0.1219,curve,roam_curve_left,0
2690,26.9,-0.5316,0.6746,0.8589,0.1878,1.1411,0.1752,0.1051,curve,roam_curve_left,0
2700,27.0,-0.5467,0.6791,0.8719,0.1891,1.1281,0.173,0.1653,turn,roam_pivot_turn,0
2710,27.1,-0.558,0.6942,0.8907,0.1875,1.1093,0.2231,0.2174,turn,roam_pivot_turn,0
2720,27.2,-0.5583,0.7216,0.9124,0.1873,1.0876,0.3118,0.1979,turn,roam_pivot_turn,0
2730,27.3,-0.5478,0.7538,0.9318,0.1852,1.0682,0.3716,0.1861,turn,roam_pivot_turn,0
2740,27.4,-0.5441,0.7798,0.9508,0.1906,1.0492,0.1879,0.1674,turn,roam_pivot_turn,0
2750,27.5,-0.552,0.8007,0.9726,0.1951,1.0274,0.2461,0.245,stop,roam_stance_pause,0
2760,27.6,-0.566,0.8214,0.9975,0.1954,1.0025,0.2331,0.2331,stop,roam_stance_pause,0
2770,27.7,-0.578,0.8396,1.0194,0.1929,0.9806,0.2085,0.2083,stop,roam_stance_pause,0
2780,27.8,-0.589,0.8576,1.0404,0.1885,0.9596,0.2314,0.2294,curve,roam_curve_right,0
2790,27.9,-0.5978,0.8771,1.0615,0.1832,0.9385,0.2377,0.2319,curve,roam_curve_right,0
2800,28.0,-0.6073,0.8943,1.081,0.1844,0.919,0.0867,0.0854,curve,roam_curve_right,0
2810,28.1,-0.6131,0.8948,1.0847,0.1827,0.9153,0.1591,0.1168,curve,roam_curve_right,0
2820,28.2,-0.6289,0.8928,1.092,0.1836,0.908,0.1625,0.0407,curve,roam_curve_right,0
2830,28.3,-0.6426,0.8845,1.0933,0.1826,0.9067,0.1039,-0.0128,curve,roam_curve_right,0
2840,28.4,-0.6406,0.8815,1.0896,0.1855,0.9104,0.0749,-0.03,curve,roam_curve_right,0
2850,28.5,-0.6312,0.8753,1.0792,0.1833,0.9208,0.1423,-0.1368,curve,roam_curve_right,0
2860,28.6,-0.6156,0.8644,1.0612,0.1834,0.9388,0.1944,-0.189,curve,roam_curve_right,0
2870,28.7,-0.5993,0.8485,1.0388,0.1819,0.9612,0.2002,-0.1983,curve,roam_curve_right,0
2880,28.8,-0.581,0.8335,1.016,0.1829,0.984,0.2551,-0.2405,curve,roam_curve_right,0
2890,28.9,-0.5703,0.8135,0.9935,0.1885,1.0065,0.2822,-0.252,move,roam_forward_cruise,0
2900,29.0,-0.5707,0.7797,0.9662,0.1865,1.0338,0.3485,-0.2643,move,roam_forward_cruise,0
2910,29.1,-0.5799,0.73,0.9323,0.1875,1.0677,0.5587,-0.3618,move,roam_forward_cruise,0
2920,29.2,-0.5868,0.6832,0.9006,0.1868,1.0994,0.3316,-0.2376,move,roam_forward_cruise,0
2930,29.3,-0.5894,0.6468,0.8751,0.1862,1.1249,0.2671,-0.2011,move,roam_forward_cruise,0
2940,29.4,-0.5922,0.6127,0.8521,0.1841,1.1479,0.3895,-0.2224,move,roam_forward_cruise,0
2950,29.5,-0.6003,0.5699,0.8278,0.1834,1.1722,0.3912,-0.2337,move,roam_forward_cruise,0
2960,29.6,-0.6054,0.5244,0.801,0.1864,1.199,0.3753,-0.2676,move,roam_forward_cruise,0
2970,29.7,-0.5967,0.4872,0.7703,0.1883,1.2297,0.4132,-0.3406,move,roam_forward_cruise,0
2980,29.8,-0.5779,0.4491,0.7319,0.1841,1.2681,0.4151,-0.3954,curve,roam_curve_left,0
2990,29.9,-0.5538,0.4172,0.6933,0.1819,1.3067,0.3651,-0.3501,curve,roam_curve_left,0
3000,30.0,-0.5407,0.3883,0.6657,0.1801,1.3343,0.2881,-0.2037,curve,roam_curve_left,0
3010,30.1,-0.535,0.3574,0.6434,0.1839,1.3566,0.2994,-0.2125,curve,roam_curve_left,0
3020,30.2,-0.5295,0.3256,0.6216,0.184,1.3784,0.3558,-0.2421,curve,roam_curve_left,0
3030,30.3,-0.5204,0.2872,0.5944,0.182,1.4056,0.3959,-0.261,curve,roam_curve_left,0
3040,30.4,-0.512,0.2485,0.5691,0.1836,1.4309,0.4255,-0.2687,curve,roam_curve_left,0
3050,30.5,-0.4985,0.2023,0.5379,0.1845,1.4621,0.4821,-0.3033,curve,roam_curve_left,0
3060,30.6,-0.4886,0.1556,0.5127,0.1853,1.4873,0.5108,-0.225,turn,roam_pivot_turn,0
3070,30.7,-0.4855,0.1045,0.4966,0.1837,1.5034,0.4976,-0.1159,turn,roam_pivot_turn,0
3080,30.8,-0.488,0.0527,0.4908,0.1865,1.5092,0.4673,0.0176,turn,roam_pivot_turn,0
3090,30.9,-0.5046,0.016,0.5048,0.1867,1.4952,0.4006,0.2547,turn,roam_pivot_turn,0
3100,31.0,-0.5389,-0.0078,0.5389,0.1872,1.4611,0.4407,0.394,turn,roam_pivot_turn,0
3110,31.1,-0.5811,-0.0279,0.5818,0.1856,1.4182,0.448,0.4194,stop,roam_stance_pause,0
3120,31.2,-0.6182,-0.0432,0.6197,0.1915,1.3803,0.3885,0.3722,stop,roam_stance_pause,0
3130,31.3,-0.6526,-0.0551,0.655,0.195,1.345,0.3499,0.3407,stop,roam_stance_pause,0
3140,31.4,-0.6893,-0.0663,0.6924,0.191,1.3076,0.3944,0.3842,curve,roam_curve_right,0
3150,31.5,-0.731,-0.0774,0.7351,0.1865,1.2649,0.4851,0.4812,curve,roam_curve_right,0
3160,31.6,-0.7809,-0.0885,0.7859,0.1824,1.2141,0.5243,0.5213,curve,roam_curve_right,0
3170,31.7,-0.8322,-0.0998,0.8382,0.1818,1.1618,0.526,0.524,curve,roam_curve_right,0
3180,31.8,-0.885,-0.1094,0.8918,0.1855,1.1082,0.5415,0.5403,curve,roam_curve_right,0
3190,31.9,-0.9419,-0.1238,0.95,0.1837,1.05,0.5764,0.5695,curve,roam_curve_right,0
3200,32.0,-0.997,-0.1408,1.0069,0.1845,0.9931,0.6016,0.5938,curve,roam_curve_right,0
3210,32.1,-1.0576,-0.1592,1.0695,0.1829,0.9305,0.6208,0.6138,curve,roam_curve_right,0
3220,32.2,-1.117,-0.1774,1.131,0.1844,0.869,0.6108,0.6072,curve,roam_curve_right,0
3230,32.3,-1.1767,-0.1931,1.1925,0.1841,0.8075,0.599,0.5971,curve,roam_curve_right,0
3240,32.4,-1.2297,-0.2067,1.247,0.1911,0.753,0.4585,0.455,curve,roam_curve_right,0
3250,32.5,-1.2631,-0.2195,1.282,0.1923,0.718,0.2727,0.2639,move,roam_forward_cruise,0
3260,32.6,-1.2687,-0.2287,1.2891,0.1907,0.7109,0.1675,-0.1261,move,roam_forward_cruise,0
3270,32.7,-1.2565,-0.2424,1.2797,0.1867,0.7203,0.2458,-0.1516,move,roam_forward_cruise,0
3280,32.8,-1.2316,-0.2597,1.2587,0.1869,0.7413,0.3651,-0.2611,move,roam_forward_cruise,0
3290,32.9,-1.1998,-0.2862,1.2335,0.1838,0.7665,0.4225,-0.2674,move,roam_forward_cruise,0
3300,33.0,-1.1605,-0.311,1.2015,0.186,0.7985,0.4689,-0.3013,move,roam_forward_cruise,0
3310,33.1,-1.1109,-0.3354,1.1604,0.1866,0.8396,0.5672,-0.4091,move,roam_forward_cruise,0
3320,33.2,-1.0729,-0.361,1.132,0.1879,0.868,0.4441,-0.2304,move,roam_forward_cruise,0
3330,33.3,-1.0495,-0.3918,1.1202,0.1898,0.8798,0.2916,-0.0291,move,roam_forward_cruise,0
3340,33.4,-1.0393,-0.4119,1.118,0.1893,0.882,0.1211,0.1013,curve,roam_curve_left,0
3350,33.5,-1.0549,-0.4152,1.1337,0.1869,0.8663,0.1989,0.192,curve,roam_curve_left,0
3360,33.6,-1.0797,-0.4186,1.158,0.184,0.842,0.2724,0.2618,curve,roam_curve_left,0
3370,33.7,-1.1065,-0.418,1.1828,0.1839,0.8172,0.2467,0.2079,curve,roam_curve_left,0
3380,33.8,-1.1228,-0.407,1.1943,0.1844,0.8057,0.1843,0.0396,curve,roam_curve_left,0
3390,33.9,-1.1329,-0.3854,1.1966,0.1841,0.8034,0.2773,-0.0039,curve,roam_curve_left,0
3400,34.0,-1.1405,-0.3554,1.1946,0.1839,0.8054,0.3303,-0.0286,curve,roam_curve_left,0
3410,34.1,-1.1473,-0.3206,1.1912,0.1834,0.8088,0.3912,-0.049,curve,roam_curve_left,0
3420,34.2,-1.1495,-0.2799,1.1831,0.1843,0.8169,0.3988,-0.0727,turn,roam_pivot_turn,0
3430,34.3,-1.1463,-0.2398,1.1711,0.186,0.8289,0.4039,-0.1109,turn,roam_pivot_turn,0
3440,34.4,-1.1337,-0.1976,1.1508,0.1844,0.8492,0.4275,-0.2065,turn,roam_pivot_turn,0
3450,34.5,-1.1172,-0.1581,1.1283,0.1828,0.8717,0.4568,-0.2482,turn,roam_pivot_turn,0
3460,34.6,-1.092,-0.1206,1.0987,0.1846,0.9013,0.4523,-0.3477,turn,roam_pivot_turn,0
3470,34.7,-1.056,-0.0906,1.0599,0.1889,0.9401,0.4392,-0.3775,stop,roam_stance_pause,0
3480,34.8,-1.021,-0.0682,1.0232,0.1952,0.9768,0.3897,-0.3521,stop,roam_stance_pause,0
3490,34.9,-0.9859,-0.0499,0.9872,0.1932,1.0128,0.3928,-0.3645,stop,roam_stance_pause,0
3500,35.0,-0.9523,-0.0357,0.953,0.191,1.047,0.3365,-0.3128,curve,roam_curve_right,0
3510,35.1,-0.9102,-0.024,0.9105,0.1848,1.0895,0.4997,-0.4936,curve,roam_curve_right,0
3520,35.2,-0.8595,-0.0136,0.8596,0.1836,1.1404,0.467,-0.4573,curve,roam_curve_right,0
3530,35.3,-0.8112,-0.0,0.8112,0.183,1.1888,0.5266,-0.5039,curve,roam_curve_right,0
3540,35.4,-0.7621,0.0129,0.7622,0.1855,1.2378,0.5475,-0.5289,curve,roam_curve_right,0
3550,35.5,-0.7151,0.0256,0.7156,0.1812,1.2844,0.5152,-0.4921,curve,roam_curve_right,0
3560,35.6,-0.6624,0.0423,0.6638,0.1845,1.3362,0.5799,-0.5289,curve,roam_curve_right,0
3570,35.7,-0.6085,0.0626,0.6118,0.1823,1.3882,0.5701,-0.5149,curve,roam_curve_right,0
3580,35.8,-0.55,0.0832,0.5563,0.1852,1.4437,0.6169,-0.5382,curve,roam_curve_right,0
3590,35.9,-0.4903,0.1047,0.5014,0.1842,1.4986,0.7188,-0.6252,curve,roam_curve_right,0
3600,36.0,-0.4313,0.1261,0.4494,0.1865,1.5506,0.5208,-0.4121,curve,roam_curve_right,0
3610,36.1,-0.3973,0.1423,0.422,0.1896,1.578,0.353,-0.1815,move,roam_forward_cruise,0
3620,36.2,-0.3829,0.167,0.4178,0.1932,1.5822,0.2664,0.0605,move,roam_forward_cruise,0
3630,36.3,-0.3837,0.195,0.4304,0.1895,1.5696,0.2976,0.1558,move,roam_forward_cruise,0
3640,36.4,-0.3734,0.2291,0.4381,0.1861,1.5619,0.4206,0.0228,move,roam_forward_cruise,0
3650,36.5,-0.3506,0.2685,0.4415,0.1871,1.5585,0.5289,0.0632,move,roam_forward_cruise,0
3660,36.6,-0.3214,0.3148,0.4499,0.1813,1.5501,0.5874,0.1223,move,roam_forward_cruise,0
3670,36.7,-0.2929,0.3568,0.4616,0.1892,1.5384,0.3408,0.0804,move,roam_forward_cruise,0
3680,36.8,-0.2826,0.3696,0.4652,0.1966,1.5348,0.0714,0.0131,move,roam_forward_cruise,0
3690,36.9,-0.2811,0.3696,0.4644,0.1948,1.5356,0.0579,-0.03,move,roam_forward_cruise,0
3700,37.0,-0.2847,0.3609,0.4597,0.1849,1.5403,0.1593,-0.076,curve,roam_curve_left,0
3710,37.1,-0.2911,0.3467,0.4527,0.1813,1.5473,0.1485,-0.0554,curve,roam_curve_left,0
3720,37.2,-0.3011,0.3329,0.4488,0.1821,1.5512,0.1736,-0.0215,curve,roam_curve_left,0
3730,37.3,-0.3162,0.3171,0.4478,0.185,1.5522,0.2093,-0.0048,curve,roam_curve_left,0
3740,37.4,-0.3316,0.298,0.4459,0.1813,1.5541,0.263,-0.0222,curve,roam_curve_left,0
3750,37.5,-0.347,0.2791,0.4453,0.1821,1.5547,0.2793,0.005,curve,roam_curve_left,0
3760,37.6,-0.3664,0.2628,0.4509,0.1846,1.5491,0.2699,0.1115,curve,roam_curve_left,0
3770,37.7,-0.3925,0.2498,0.4653,0.1839,1.5347,0.3066,0.1599,curve,roam_curve_left,0
3780,37.8,-0.426,0.2413,0.4896,0.1865,1.5104,0.381,0.3066,turn,roam_pivot_turn,0
3790,37.9,-0.4661,0.2414,0.5249,0.1849,1.4751,0.3923,0.3515,turn,roam_pivot_turn,0
3800,38.0,-0.5064,0.2496,0.5646,0.1865,1.4354,0.4541,0.4518,turn,roam_pivot_turn,0
3810,38.1,-0.5479,0.2676,0.6098,0.1847,1.3902,0.4499,0.4499,turn,roam_pivot_turn,0
3820,38.2,-0.5886,0.2942,0.658,0.1831,1.342,0.492,0.4816,turn,roam_pivot_turn,0
3830,38.3,-0.6142,0.3157,0.6906,0.1893,1.3094,0.1555,0.152,stop,roam_stance_pause,0
3840,38.4,-0.6232,0.3217,0.7014,0.1936,1.2986,0.1009,0.1004,stop,roam_stance_pause,0
3850,38.5,-0.6339,0.3233,0.7116,0.1906,1.2884,0.1048,0.1001,stop,roam_stance_pause,0
3860,38.6,-0.6475,0.3228,0.7235,0.1899,1.2765,0.149,0.0641,curve,roam_curve_right,0
3870,38.7,-0.6567,0.3065,0.7247,0.1841,1.2753,0.2287,-0.003,curve,roam_curve_right,0
3880,38.8,-0.671,0.2826,0.7281,0.1829,1.2719,0.3289,0.0704,curve,roam_curve_right,0
3890,38.9,-0.6893,0.2561,0.7353,0.1826,1.2647,0.3857,0.0935,curve,roam_curve_right,0
3900,39.0,-0.7052,0.2319,0.7423,0.186,1.2577,0.3004,0.0746,curve,roam_curve_right,0
3910,39.1,-0.723,0.2027,0.7508,0.182,1.2492,0.4057,0.1138,curve,roam_curve_right,0
3920,39.2,-0.7436,0.1678,0.7623,0.1832,1.2377,0.379,0.1158,curve,roam_curve_right,0
3930,39.3,-0.7629,0.1316,0.7741,0.185,1.2259,0.4105,0.1186,curve,roam_curve_right,0
3940,39.4,-0.7846,0.0918,0.79,0.1808,1.21,0.4889,0.1892,curve,roam_curve_right,0
3950,39.5,-0.8087,0.0502,0.8102,0.1847,1.1898,0.4387,0.2065,curve,roam_curve_right,0
3960,39.6,-0.8331,0.0098,0.8331,0.1836,1.1669,0.4414,0.2189,curve,roam_curve_right,0
3970,39.7,-0.8559,-0.0229,0.8562,0.1847,1.1438,0.3539,0.2507,move,roam_forward_cruise,0
3980,39.8,-0.8831,-0.0329,0.8837,0.1885,1.1163,0.2982,0.2933,move,roam_forward_cruise,0
3990,39.9,-0.9148,-0.0178,0.915,0.1864,1.085,0.3952,0.3168,move,roam_forward_cruise,0
4000,40.0,-0.9485,0.0116,0.9486,0.1871,1.0514,0.4977,0.3934,move,roam_forward_cruise,0
4010,40.1,-0.9871,0.0553,0.9886,0.1867,1.0114,0.623,0.4261,move,roam_forward_cruise,0
4020,40.2,-1.0268,0.1022,1.0318,0.1859,0.9682,0.6238,0.4587,move,roam_forward_cruise,0
4030,40.3,-1.0694,0.1512,1.08,0.1846,0.92,0.612,0.4608,move,roam_forward_cruise,0
4040,40.4,-1.1095,0.2003,1.1274,0.1819,0.8726,0.7777,0.5794,move,roam_forward_cruise,0
4050,40.5,-1.1538,0.2582,1.1824,0.1868,0.8176,0.7212,0.5401,move,roam_forward_cruise,0
4060,40.6,-1.1968,0.3194,1.2386,0.1841,0.7614,0.719,0.5382,curve,roam_curve_left,0
4070,40.7,-1.2316,0.3738,1.2871,0.1866,0.7129,0.6052,0.4339,curve,roam_curve_left,0
4080,40.8,-1.2481,0.4224,1.3176,0.1884,0.6824,0.4485,0.1803,curve,roam_curve_left,0
4090,40.9,-1.2513,0.4672,1.3356,0.1867,0.6644,0.3929,0.1764,curve,roam_curve_left,0
4100,41.0,-1.2556,0.5105,1.3554,0.1837,0.6446,0.4846,0.1911,turn,boundary_turn_inward,1
4110,41.1,-1.2551,0.5568,1.3731,0.1872,0.6269,0.4217,0.1018,turn,boundary_turn_inward,1
4120,41.2,-1.2429,0.5963,1.3785,0.1867,0.6215,0.4198,0.0797,turn,boundary_turn_inward,1
4130,41.3,-1.2203,0.6364,1.3763,0.1852,0.6237,0.4485,-0.0071,turn,boundary_turn_inward,1
4140,41.4,-1.1894,0.6681,1.3642,0.1855,0.6358,0.4659,-0.1895,turn,roam_pivot_turn,0
4150,41.5,-1.1505,0.6941,1.3436,0.1842,0.6564,0.464,-0.2192,turn,roam_pivot_turn,0
4160,41.6,-1.1087,0.7165,1.32,0.1838,0.68,0.4794,-0.2468,turn,roam_pivot_turn,0
4170,41.7,-1.0612,0.7329,1.2896,0.1829,0.7104,0.4961,-0.3212,turn,roam_pivot_turn,0
4180,41.8,-1.0282,0.7566,1.2766,0.1904,0.7234,0.3909,-0.0021,turn,roam_pivot_turn,0
4190,41.9,-1.0027,0.7893,1.2761,0.1898,0.7239,0.3802,0.009,stop,roam_stance_pause,0
4200,42.0,-0.9814,0.8163,1.2765,0.1937,0.7235,0.2974,0.0225,stop,roam_stance_pause,0
4210,42.1,-0.9688,0.8403,1.2824,0.1886,0.7176,0.2484,0.1043,stop,roam_stance_pause,0
4220,42.2,-0.9671,0.8682,1.2997,0.1895,0.7003,0.2923,0.1998,curve,roam_curve_right,0
4230,42.3,-0.9705,0.9013,1.3245,0.1861,0.6755,0.3523,0.2835,curve,roam_curve_right,0
4240,42.4,-0.9781,0.9395,1.3562,0.1865,0.6438,0.3836,0.3292,turn,boundary_turn_inward,1
4250,42.5,-0.9827,0.9801,1.3879,0.1844,0.6121,0.409,0.2985,turn,boundary_turn_inward,1
4260,42.6,-0.9803,1.0172,1.4127,0.1841,0.5873,0.3588,0.2069,turn,boundary_turn_inward,1
4270,42.7,-0.9699,1.0543,1.4326,0.1835,0.5674,0.4347,0.2125,turn,boundary_turn_inward,1
4280,42.8,-0.9563,1.0916,1.4512,0.1852,0.5488,0.3897,0.1476,turn,boundary_turn_inward,1
4290,42.9,-0.9338,1.1243,1.4615,0.1852,0.5385,0.3906,0.0437,turn,boundary_turn_inward,1
4300,43.0,-0.9062,1.1509,1.4648,0.1856,0.5352,0.3755,0.1137,turn,boundary_turn_inward,1
4310,43.1,-0.8751,1.1739,1.4642,0.1845,0.5358,0.4206,0.1142,turn,boundary_turn_inward,1
4320,43.2,-0.8416,1.1984,1.4644,0.1852,0.5356,0.4587,0.0841,turn,boundary_turn_inward,1
4330,43.3,-0.815,1.2191,1.4664,0.1927,0.5336,0.2653,0.2383,turn,boundary_turn_inward,1
4340,43.4,-0.8002,1.2441,1.4792,0.1865,0.5208,0.2975,0.245,turn,boundary_turn_inward,1
4350,43.5,-0.7879,1.2669,1.492,0.1869,0.508,0.2841,0.236,turn,boundary_turn_inward,1
4360,43.6,-0.7753,1.2869,1.5024,0.1857,0.4976,0.2511,0.2294,turn,boundary_turn_inward,1
4370,43.7,-0.7639,1.3051,1.5123,0.1878,0.4877,0.2602,0.2601,turn,boundary_turn_inward,1
4380,43.8,-0.7574,1.318,1.5201,0.1922,0.4799,0.2859,0.2789,turn,boundary_turn_inward,1
4390,43.9,-0.7634,1.3269,1.5308,0.1904,0.4692,0.3483,0.2904,turn,boundary_turn_inward,1
4400,44.0,-0.7805,1.3322,1.544,0.1899,0.456,0.2965,0.2725,turn,boundary_turn_inward,1
4410,44.1,-0.8003,1.3344,1.556,0.1888,0.444,0.1622,0.0982,turn,boundary_turn_inward,1
4420,44.2,-0.8158,1.3292,1.5596,0.1897,0.4404,0.2287,0.1382,turn,boundary_turn_inward,1
4430,44.3,-0.8322,1.3125,1.5541,0.1855,0.4459,0.2094,0.0452,turn,boundary_turn_inward,1
4440,44.4,-0.8498,1.2952,1.5491,0.1874,0.4509,0.2546,0.1444,turn,boundary_turn_inward,1
4450,44.5,-0.866,1.2756,1.5418,0.185,0.4582,0.2145,-0.04,curve,roam_curve_left,0
4460,44.6,-0.8789,1.2508,1.5287,0.1839,0.4713,0.2279,-0.0833,curve,roam_curve_left,0
4470,44.7,-0.8916,1.2249,1.515,0.1836,0.485,0.2782,-0.1006,curve,roam_curve_left,0
4480,44.8,-0.9067,1.1909,1.4968,0.1833,0.5032,0.3294,-0.1384,curve,roam_curve_left,0
4490,44.9,-0.9218,1.1585,1.4805,0.1827,0.5195,0.305,-0.1026,curve,roam_curve_left,0
4500,45.0,-0.9398,1.1266,1.4671,0.1839,0.5329,0.3424,-0.0807,turn,roam_pivot_turn,0
4510,45.1,-0.9679,1.0939,1.4606,0.1874,0.5394,0.521,0.1385,turn,boundary_turn_inward,1
4520,45.2,-0.9923,1.0659,1.4563,0.1868,0.5437,0.3573,0.1434,turn,boundary_turn_inward,1
4530,45.3,-1.0201,1.0416,1.458,0.1851,0.542,0.4601,0.2554,turn,boundary_turn_inward,1
4540,45.4,-1.0479,1.0188,1.4615,0.1868,0.5385,0.3907,0.2767,turn,boundary_turn_inward,1
4550,45.5,-1.0713,0.9951,1.4622,0.1884,0.5378,0.3373,0.2071,turn,boundary_turn_inward,1
4560,45.6,-1.0922,0.9696,1.4605,0.1891,0.5395,0.2918,0.1555,turn,boundary_turn_inward,1
4570,45.7,-1.11,0.9448,1.4577,0.1903,0.5423,0.2803,0.205,turn,boundary_turn_inward,1
4580,45.8,-1.1279,0.9216,1.4566,0.1893,0.5434,0.2834,0.1136,turn,boundary_turn_inward,1
4590,45.9,-1.1435,0.9016,1.4562,0.1858,0.5438,0.2647,0.1243,turn,boundary_turn_inward,1
4600,46.0,-1.1597,0.8835,1.4579,0.1868,0.5421,0.3576,0.1265,turn,boundary_turn_inward,1
4610,46.1,-1.1774,0.8631,1.4598,0.1865,0.5402,0.3335,0.0442,turn,boundary_turn_inward,1
4620,46.2,-1.193,0.8407,1.4595,0.184,0.5405,0.2527,0.126,turn,boundary_turn_inward,1
4630,46.3,-1.2062,0.8182,1.4575,0.1842,0.5425,0.2959,0.1073,turn,boundary_turn_inward,1
4640,46.4,-1.2199,0.7941,1.4556,0.1845,0.5444,0.329,0.0862,turn,boundary_turn_inward,1
4650,46.5,-1.2319,0.7638,1.4495,0.1862,0.5505,0.331,-0.0214,turn,boundary_turn_inward,1
4660,46.6,-1.2397,0.7323,1.4398,0.1848,0.5602,0.295,-0.0461,curve,roam_curve_right,0
4670,46.7,-1.246,0.7009,1.4295,0.1818,0.5705,0.3474,-0.0706,curve,roam_curve_right,0
4680,46.8,-1.2521,0.6671,1.4187,0.1826,0.5813,0.3348,-0.0562,curve,roam_curve_right,0
4690,46.9,-1.2542,0.6328,1.4048,0.1873,0.5952,0.3711,-0.1404,move,roam_forward_cruise,0
4700,47.0,-1.25,0.5958,1.3847,0.1868,0.6153,0.3352,-0.147,move,roam_forward_cruise,0
4710,47.1,-1.2416,0.5558,1.3603,0.1861,0.6397,0.4598,-0.2652,move,roam_forward_cruise,0
4720,47.2,-1.2308,0.506,1.3308,0.1878,0.6692,0.5227,-0.2944,move,roam_forward_cruise,0
4730,47.3,-1.2196,0.4507,1.3002,0.184,0.6998,0.5762,-0.3015,move,roam_forward_cruise,0
4740,47.4,-1.2053,0.3927,1.2677,0.1852,0.7323,0.6315,-0.3555,move,roam_forward_cruise,0
4750,47.5,-1.188,0.3277,1.2323,0.1839,0.7677,0.785,-0.3991,move,roam_forward_cruise,0
4760,47.6,-1.1683,0.2621,1.1973,0.1845,0.8027,0.6547,-0.3524,move,roam_forward_cruise,0
4770,47.7,-1.1453,0.1928,1.1614,0.1856,0.8386,0.7507,-0.3623,move,roam_forward_cruise,0
