time_s,step,sub_skill,x_m,y_m,z_m,vx_m_s,vy_m_s,speed_m_s,cross_track_error_cm,curvature_1_m,heading_err_deg,dist_to_goal_m
0.51,51,move,0.3827351558120183,0.009971957970033215,0.1871851112254262,1.1864161725061375,-0.042543515452460476,1.1871787081527223,0.9971957970033215,0.0,1.3910448027669573,7.417271738195571
0.52,52,move,0.3945570978955593,0.010830284081422455,0.18685479763851415,1.2342344666893958,0.11775874859469666,1.2398394418773127,1.0830284081422454,0.0,-6.17978235826839,7.405451012351284
0.53,53,move,0.4067831318976836,0.010735377545538724,0.1868747446725397,1.2701247571887009,-0.055568779168279125,1.271339761055993,1.0735377545538725,0.0,1.7713046643819221,7.39322485302673
0.54,54,move,0.41910183290311875,0.011611594605520513,0.18653065504531277,1.2633070255073136,0.11993277195391959,1.2689871987079646,1.1611594605520514,0.0,-6.228704193607983,7.380907491479123
0.55,55,move,0.43114621735779574,0.011582145059326336,0.18611774704301917,1.2320360017862362,-0.040555175753990674,1.2327033024932852,1.1582145059326336,0.0,1.069937788146729,7.368863075606655
0.56,56,move,0.44375454656264646,0.01224519683150349,0.18616910797751926,1.2893689128329915,0.09701245917463897,1.2930133837726667,1.2245196831503489,0.0,-5.178477686439622,7.356255835834434
0.5700000000000001,57,move,0.4566632110787001,0.011868207736902444,0.1870123044591017,1.3522926724263262,-0.0923747585868761,1.3554440482446772,1.1868207736902443,0.0,3.1412143478951053,7.343346570273024
0.58,58,move,0.46934172709499383,0.01254982811289387,0.18743090590088554,1.2681732724746893,0.10380506562035992,1.272414610363937,1.254982811289387,0.0,-5.501804886481899,7.330669206063012
0.59,59,move,0.48190664025814667,0.012176438904381082,0.1872637105279077,1.327414290555835,-0.045824761724331906,1.3282050321990737,1.2176438904381082,0.0,1.1676533709019508,7.318103680544114
0.6,60,move,0.494544375393011,0.012545158935230375,0.18657788498083036,1.247174574021768,0.04611812401887473,1.2480269626291727,1.2545158935230374,0.0,-2.9641604844751543,7.305466586805034
0.61,61,move,0.5074690417898998,0.012401421243559965,0.18595586407977038,1.3386214040463338,-0.02295235140176474,1.3388181630848337,1.2401421243559965,0.0,0.13264044239448183,7.292541693647107
0.62,62,move,0.5206614031211838,0.012595707800972128,0.18516184369012512,1.2909358601323522,0.025920989798746526,1.2911960705825443,1.259570780097213,0.0,-2.027112161862926,7.279349685013902
0.63,63,move,0.5336757107100709,0.012760864621201419,0.18477215772164987,1.3109631086833158,0.020329947264066235,1.3111207339846254,1.2760864621201418,0.0,-1.791028492420908,7.266335685107966
0.64,64,move,0.5469236292848118,0.013090652278941536,0.1845855583733251,1.3292999568001833,0.040763764394569815,1.3299248323257165,1.3090652278941537,0.0,-2.593980633253019,7.253088374715504
0.65,65,move,0.560129952762216,0.013333181955712233,0.18468544315397278,1.3078517051324123,0.01586424489228142,1.3079479182611824,1.3333181955712232,0.0,-1.5607673975872673,7.239882515374347
0.66,66,move,0.5735696827264397,0.013677763380194633,0.1846386344055827,1.3613796541257157,0.04479594135001752,1.3621164557514485,1.3677763380194634,0.0,-2.786539221685365,7.226443452230563
0.67,67,move,0.5874139028727088,0.013945531700223847,0.18491482124934236,1.3975236660945178,0.02517318161648031,1.3977503662553474,1.3945531700223845,0.0,-1.9663936056251212,7.212599769688567
0.68,68,move,0.6012511587397888,0.014456703071800261,0.18537346907893296,1.3571407494238865,0.06765610628522983,1.3588260972120407,1.445670307180026,0.0,-3.8385747629633835,7.19876354813198
0.6900000000000001,69,move,0.6150138961297164,0.014758415126903847,0.18599981837237853,1.3872642605650063,0.01633189118337472,1.3873603927280753,1.4758415126903848,0.0,-1.696389701854768,7.185001451947024
0.7000000000000001,70,move,0.6288477109679141,0.01526193117837647,0.18620420696068904,1.3575364692348637,0.0700619431228605,1.359343202129915,1.5261931178376469,0.0,-4.029106521509806,7.171168720272237
0.71,71,move,0.642960036786132,0.015405820125122607,0.18646054272285817,1.4158436326781927,0.0074891384078579724,1.415863439527087,1.5405820125122607,0.0,-1.2857214029838224,7.1570567347568375
0.72,72,move,0.6571017426821374,0.015799335242046797,0.18680175753496966,1.4170246187661064,0.042804826017521266,1.4176709855673917,1.5799335242046797,0.0,-2.7541076666737268,7.142915921259898
0.73,73,move,0.6712417898333118,0.01610402384934125,0.18706516750787733,1.4091001458389871,0.028759124584856317,1.409393595930655,1.610402384934125,0.0,-2.2297898631331283,7.128776590552448
0.74,74,move,0.6852542164931817,0.0166431796070364,0.18733480003812028,1.3919070181522915,0.07002127640306499,1.3936671504813185,1.6643179607036402,0.0,-3.9939030415322074,7.1147654405057965
0.75,75,move,0.6995743192010055,0.016980881227057376,0.1874906001157585,1.4533238055819575,0.02248422687130766,1.4534977207856996,1.6980881227057376,0.0,-2.0422892650892757,7.1004461766479565
0.76,76,move,0.7137461925567695,0.017507324177651194,0.1876206162837653,1.3695617134299483,0.06504101791240402,1.3711052552245058,1.7507324177651193,0.0,-3.931132185275814,7.0862756249735925
0.77,77,move,0.7282782290529275,0.01786352933246435,0.18744699703989884,1.5089711131751702,0.023358533288064608,1.5091518947655607,1.7863529332464352,0.0,-2.1457911294611995,7.071744523737747
0.78,78,curve,0.7429844136774992,0.018421059452184696,0.1873066412715857,1.4380974900283952,0.06964240880646294,1.4397827808146397,1.8421059452184696,0.41787948512900214,-2.5532746427250563,7.05703981943335
0.79,79,curve,0.7575204816178592,0.018911490978773492,0.18638731298489697,1.4928006631411916,0.02366838857986875,1.4929882827714185,1.8911490978773493,0.41787948512900214,-0.7175077306912981,7.0425051010145365
0.8,80,curve,0.7720406311966943,0.01937745869331718,0.18521184326409795,1.427318897155141,0.06129796648705026,1.4286345490963095,1.9377458693317182,0.41787948512900214,-2.295986267680858,7.0279862732086595
0.81,81,curve,0.7864686719226411,0.01978709161232873,0.1839263170555485,1.435069858224809,0.03690114579492425,1.43554421476538,1.9787091612328729,0.41787948512900214,-1.3346922946270967,7.01355943115669
0.8200000000000001,82,curve,0.8009100060492609,0.02009897922282896,0.18305840046822305,1.4212320115394796,0.04110559723625226,1.4218263258037898,2.009897922282896,0.41787948512900214,-1.5374113721972122,6.999119043303103
0.8300000000000001,83,curve,0.8154289111094232,0.020582380536899585,0.18277735968416572,1.471858308097197,0.05069278314177339,1.4727310132462759,2.0582380536899585,0.41787948512900214,-1.8849513441198518,6.984601606001385
0.84,84,curve,0.8300113609092613,0.021106025224107712,0.1823090329104016,1.4539250470702725,0.053306158779263854,1.454901917333981,2.110602522410771,0.41787948512900214,-2.047767233087658,6.970020785635752
0.85,85,curve,0.8444919603146612,0.02163968937305298,0.18171879460870377,1.445209576743788,0.05353921898379716,1.4462009433966478,2.163968937305298,0.5074402629557462,0.476226766854846,6.9555418925917865
0.86,86,curve,0.858922111419239,0.022194675171159247,0.18124226127801812,1.4433153693068317,0.05444076731756973,1.4443417367172637,2.2194675171159246,0.5074402629557462,0.4442825630514307,6.941113563885973
0.87,87,curve,0.8733404182141381,0.02271495362445755,0.18123966956774132,1.4428059952517887,0.05098063304412424,1.4437063984342813,2.271495362445755,0.5074402629557462,0.5898343468384691,6.926697017581686
0.88,88,curve,0.88772522890539,0.023210941863568767,0.18116760899514628,1.4351218219207322,0.04913372027491884,1.4359626618478407,2.3210941863568766,0.5074402629557462,0.6636093338349854,6.912313932089372
0.89,89,curve,0.9019120466931702,0.023766995653413097,0.18103686628607177,1.4296483772868047,0.04950078473246296,1.4305050892492217,2.3766995653413097,0.5074402629557462,0.6479524750769952,6.8981290878796235
0.9,90,curve,0.9162446584429833,0.024282288887796728,0.1810471729425291,1.430211221377603,0.0555500378244823,1.4312896088691194,2.428228888779673,0.5074402629557462,0.4168382653177238,6.883798359765682
0.91,91,curve,0.9305170368631754,0.024893938347998665,0.18133099997039698,1.4238135650372363,0.06452226001290234,1.4252747770241418,2.4893938347998668,0.5074402629557462,0.049801792065924444,6.869528259603666
0.92,92,curve,0.9444664332508571,0.025572013818366275,0.18203339633428986,1.3765321662953147,0.07037518719886385,1.3783299575279306,2.5572013818366277,0.49673069482619087,2.2610306643031435,6.855581450751898
0.93,93,curve,0.9586835554944633,0.0262724002441729,0.18290996459305037,1.4188314963576434,0.06827474636743203,1.4204732507330107,2.62724002441729,0.49673069482619087,2.471938826242768,6.841367081412283
0.9400000000000001,94,curve,0.9728316468409497,0.02690804339915133,0.18354697254755556,1.4121028011163301,0.05973577279761382,1.4133657288445598,2.690804339915133,0.49673069482619087,2.849025294092101,6.827221570268106
0.9500000000000001,95,curve,0.9869323657846243,0.027446205125503213,0.18414108246748595,1.4082680030044181,0.04970966544733191,1.4091450667425756,2.744620512550321,0.49673069482619087,3.3020702878033195,6.813123107764014
0.96,96,curve,1.0009231965106562,0.027937313561319767,0.18477162954878867,1.4069064462352752,0.04260612672361409,1.4075514308517327,2.7937313561319765,0.49673069482619087,3.645793061536254,6.7991343909999244
0.97,97,curve,1.0147498739154661,0.028334239051970425,0.1850551241407939,1.3620309538371762,0.03803539689117335,1.362561929098005,2.8334239051970425,0.49673069482619087,3.8450313126848625,6.78530947643513
0.98,98,curve,1.0288165261794073,0.028821772970112455,0.18490858564302223,1.4040130701827946,0.05230211272690953,1.4049869082094022,2.8821772970112454,0.49673069482619087,3.372860432810286,6.771245004704806
0.99,99,curve,1.0428121519859297,0.029379889486329292,0.18461752100249973,1.3972370666480145,0.059072523895521124,1.398485246076817,2.9379889486329294,0.4808778726487005,5.35086347843737,6.757251909535258
1.0,100,curve,1.056783642193494,0.030014243107908928,0.18432209541518516,1.3962179389791016,0.06586834996680577,1.3977707868797373,3.0014243107908927,0.4808778726487005,5.155232731303201,6.743283345323071
1.01,101,curve,1.0707386194583797,0.030662354219232805,0.18390239250032617,1.3946634185167814,0.06266934398821562,1.3960707351795711,3.0662354219232806,0.4808778726487005,5.369535433524089,6.729331428501995
1.02,102,curve,1.084445570025613,0.031287271392770315,0.1833237786502083,1.352884206244545,0.06234657460009788,1.3543200400460365,3.1287271392770313,0.4808778726487005,5.392086763551523,6.715627502853368
1.03,103,curve,1.098434518198415,0.03182652859467265,0.1828098945572063,1.3972325526958203,0.05296581417053897,1.3982360972967427,3.182652859467265,0.4808778726487005,5.95972943275086,6.701641246086013
1.04,104,curve,1.112352727243266,0.03236295733910228,0.18247422341265318,1.3874150826832248,0.055777251959699625,1.388535816424292,3.236295733910228,0.4808778726487005,5.93140257857614,6.687725768671539
1.05,105,curve,1.1261054124357204,0.032946285146971156,0.18225582598839377,1.3724630773843836,0.060055316409714565,1.3737763791143314,3.2946285146971155,0.4808778726487005,5.8295140906379945,6.673976098961814
1.06,106,curve,1.1397874740279783,0.033562965407737386,0.182227476079921,1.3664722936636169,0.06248961621013218,1.367900391652987,3.3562965407737386,0.4602973829347659,7.655993074619974,6.660297283487507
1.07,107,curve,1.1534717613983538,0.03419748088404109,0.1823954490516917,1.369052042741698,0.061536209165536565,1.370434311002786,3.419748088404109,0.4602973829347659,7.822560817319247,6.6466164045834075
1.08,108,curve,1.1669759276167426,0.03476925922395185,0.18255773634712857,1.3352197335397384,0.05365005298885052,1.3362971469772869,3.4769259223951847,0.4602973829347659,8.222932455483262,6.633115389958226
1.09,109,curve,1.1807113383918195,0.035255979445989474,0.18260172350291384,1.3973320593168848,0.04803888443309707,1.3981575799645556,3.5255979445989474,0.4602973829347659,8.695480156964743,6.619382742736635
1.1,110,curve,1.1945619700028425,0.03572623738483439,0.1822122924112761,1.3918146927357944,0.04599029500452298,1.392574323384514,3.572623738483439,0.4602973829347659,8.91987120462789,6.605534834662904
1.11,111,curve,1.2084214509454614,0.03612635320192055,0.1814647622837928,1.3814584332713244,0.03658310122704656,1.3819427362057557,3.612635320192055,0.4602973829347659,9.45357767935278,6.5916777375899755
1.12,112,curve,1.2220790170347469,0.036420017976263416,0.18075683864528147,1.3719155214699228,0.02020824829376012,1.3720643466504012,3.6420017976263415,0.4602973829347659,10.294940234218569,6.5780219963999595
1.1300000000000001,113,curve,1.2357089185321213,0.03654696748557899,0.18028739354568654,1.3568989690121498,0.008068019113652528,1.3569229547172725,3.654696748557899,0.4354553275533709,12.417149811965265,6.564393009802924
1.1400000000000001,114,curve,1.249204554754552,0.03658097089947632,0.18026617521273586,1.345051164955039,8.698474431722051e-05,1.3450511677677,3.6580970899476317,0.4354553275533709,12.951261394367943,6.5508977729629265
1.1500000000000001,115,curve,1.26239754070035,0.036508411793724674,0.18082790400936125,1.2990003101020793,-0.011695586765309405,1.2990529598115248,3.6508411793724673,0.4354553275533709,13.676482057633844,6.537704587534526
1.16,116,curve,1.2757708541014383,0.036498579846784014,0.18133310144177808,1.3415585391547913,0.002593879643403894,1.3415610467625922,3.6498579846784014,0.4354553275533709,13.260535773242228,6.524331428071313
1.17,117,curve,1.2891708243416016,0.036576960008872214,0.18178131797530137,1.3368545024837664,0.011743787526002167,1.3369060839702145,3.6576960008872215,0.4354553275533709,13.079824322798643,6.510932107793197
1.18,118,curve,1.3025115460396623,0.03675989951284478,0.1824173842294059,1.3317747562509807,0.022464422294286662,1.331964208098842,3.675989951284478,0.4354553275533709,12.827207688141465,6.497592629440174
1.19,119,curve,1.3155817983791631,0.03705015246192714,0.1832482954576961,1.286802454643786,0.03241761966893247,1.2872107284132899,3.7050152461927137,0.4354553275533709,12.555560053177683,6.484524238594404
1.2,120,curve,1.3287950155831412,0.03731894011586959,0.1838292885279014,1.3268277659330203,0.02648586439868483,1.327092092306994,3.7318940115869585,0.4354553275533709,13.071011766848583,6.471312781978769
1.21,121,curve,1.3420284873445787,0.03759129652605739,0.1842147769212172,1.3193836634871425,0.027155281919916015,1.3196630860992147,3.759129652605739,0.4068271300473806,14.246296225840481,6.458081110311647
1.22,122,curve,1.3551995963971069,0.03787241406088525,0.18449834359361572,1.3147252810910612,0.0270630654945935,1.3150037924865217,3.787241406088525,0.4068271300473806,14.463748949554878,6.444911870656037
1.23,123,curve,1.368086009565139,0.03806040491370582,0.18466027087447884,1.2689709037006751,0.012771790996516126,1.269035174092573,3.806040491370582,0.4068271300473806,15.291386002611853,6.432026790083698
1.24,124,curve,1.381135862776585,0.03824106482753215,0.1846460296732538,1.3273666258002372,0.020908371974820386,1.3275312875058518,3.824106482753215,0.4068271300473806,15.201047103344642,6.418978239546729
1.25,125,curve,1.3942973392997084,0.03839301353010887,0.1842060472778185,1.3251903202809363,0.014936831170546673,1.325274497563319,3.839301353010887,0.4068271300473806,15.704595802079348,6.405817905964265
1.26,126,curve,1.4074306736913413,0.038555875942747245,0.18330879252253016,1.3206046474026971,0.013014436323753896,1.3206687738772456,3.8555875942747244,0.4068271300473806,16.03913382291579,6.392685788133479
1.27,127,curve,1.4205892872825554,0.038705604869603,0.1822133489441566,1.3124178094259615,0.016215029293474386,1.3125179746096538,3.8705604869603,0.4068271300473806,16.158857061644287,6.379528321038673
1.28,128,curve,1.4337028079882115,0.0388898232831566,0.1812447557963453,1.3103906268236702,0.0199822510510015,1.3105429734367342,3.88898232831566,0.45136875826310296,16.799736784569696,6.366416164838886
1.29,129,curve,1.4468091613789884,0.03911198259695552,0.18075142006603898,1.3107706447417065,0.02399635128697017,1.3109902776114233,3.9111982596955523,0.45136875826310296,16.875180961337794,6.3533114202493355
1.3,130,curve,1.459679470947955,0.03933156337636256,0.18090545317687223,1.2680341738048466,0.021294619960172845,1.2682129658603039,3.9331563376362557,0.45136875826310296,17.215082265446195,6.340442713378681
1.31,131,curve,1.4727196692759332,0.039673604067335916,0.18146196643265072,1.3090284988839658,0.03803963399630825,1.3095810874646068,3.9673604067335915,0.45136875826310296,16.76903655149986,6.327404901860895
1.32,132,curve,1.4857225466561625,0.040075457945791704,0.1822504253409785,1.306310866046467,0.036386989096017654,1.3068175433956128,4.007545794579171,0.45136875826310296,17.09736469919608,6.314404818258141
1.33,133,curve,1.498747524863082,0.04042038273057698,0.1828903678915723,1.2995432209790954,0.032186860709023046,1.2999417591550106,4.042038273057698,0.45136875826310296,17.54573445213057,6.301382306010033
1.34,134,curve,1.5117512072529862,0.040706414939245546,0.18339763194072636,1.2995069281932823,0.024782593980360843,1.2997432182499495,4.070641493924555,0.45136875826310296,18.15554937952011,6.288380736761894
1.35,135,curve,1.524780358447964,0.04090478865085853,0.1838016664410774,1.3051498819573855,0.01594376241252853,1.3052472631395342,4.090478865085853,0.45136875826310296,18.847304836851514,6.2753531490475805
1.36,136,move,1.5377027549665463,0.040949466324112595,0.18382061870449662,1.3057142748543116,0.009814857163960161,1.30575116273334,5.342297465337625,-0.016989851291114282,19.508421104570996,6.2624313196092345
1.37,137,move,1.5506535046965444,0.04214020982220834,0.18425454041542574,1.294084635080136,0.16988549415714704,1.3051881565029262,4.98289559315862,-0.016989851291114282,12.679603057871859,6.249488763057501
1.3800000000000001,138,move,1.5635253447834045,0.04263132187511955,0.18457343182742286,1.3188448625810096,0.015533016466721491,1.318936331350713,4.56117358051337,-0.016989851291114282,19.75212163523696,6.236620553937051
1.3900000000000001,139,move,1.5767684322603956,0.04391016944146502,0.18605569567170133,1.316411159009813,0.16015188473292521,1.3261172518857702,4.1993634002565745,-0.016989851291114282,13.725204832381259,6.223386668259139
1.4000000000000001,140,move,1.5901328907215813,0.04550993786015252,0.1879188340961859,1.3508722975327114,0.15629672122725907,1.3598840499497367,3.8630460671022835,-0.016989851291114282,14.285956708206983,6.210034060954761
1.41,141,move,1.6035327142267906,0.047384272449719524,0.18993265658458863,1.323133801581966,0.18868428612093077,1.3365196656681526,3.5510261939841183,-0.016989851291114282,12.984039653548127,6.196648647188083
1.42,142,move,1.6171815956412459,0.049464237990800894,0.1915245615649875,1.3894622700023245,0.2114553396285325,1.4054603375468944,3.249120052832704,-0.016989851291114282,12.660751743966623,6.183016455636797
1.43,143,move,1.6305826111867825,0.05142906667660089,0.19245688101346675,1.3031076201727974,0.17957750267451023,1.3154229544976115,3.2602727136384755,-0.14539917221114812,13.385533866157166,6.169631935515774
1.44,144,move,1.6442584975416998,0.053513004234854215,0.19244566496110757,1.4100514965281097,0.22697696677976018,1.4282029849813724,2.849036963953891,-0.14539917221114812,12.284436244168823,6.1559742880342565
1.45,145,move,1.6578303051495336,0.05554794938013017,0.19167306572416434,1.3215586398354695,0.18394311191847718,1.3342984324902842,2.4379518468033896,-0.14539917221114812,13.708743421313946,6.142421059978845
1.46,146,move,1.6716547781630793,0.05771029704856027,0.19018681364998052,1.4187279436112366,0.23277035548390254,1.4376964270580457,2.027262306704003,-0.14539917221114812,12.523623429853552,6.128617133919778
1.47,147,move,1.6852881229923768,0.05980368438040394,0.18836985772113055,1.32846105141035,0.19148262519313797,1.3421901358843122,1.6187382833213173,-0.14539917221114812,13.853820867821355,6.11500450956997
1.48,148,move,1.6990037406977363,0.061996946138568376,0.1864358155324322,1.4006194202190574,0.23641966468511827,1.4204326869459856,1.215592976731448,-0.14539917221114812,12.692355262969837,6.1013114413784955
1.49,149,move,1.712111636092226,0.06378818922861071,0.1851648341818311,1.2515382232221408,0.13626132106122008,1.2589341014538378,0.8029020639885318,-0.14539917221114812,16.294386375800514,6.088222728090184
1.5,150,move,1.7257125733393262,0.06617673184906693,0.1845228350985689,1.4378096186286795,0.3083536517398503,1.4705027963123531,0.42233445288800653,-0.14539917221114812,10.619865995599202,6.074648090110486
1.51,151,move,1.739330003907345,0.06876438979730294,0.18434360880246933,1.3313698247771206,0.23002928166219438,1.3510955113348153,0.031014747990475156,-0.1767919281542733,12.41547499015631,6.06106027480375
1.52,152,move,1.753239498664062,0.07172334578114002,0.18412087881321146,1.4111285215078688,0.3173460149099495,1.446372081240581,0.30255267710289424,-0.1767919281542733,9.708481942418178,6.047186048527249
1.53,153,move,1.767047011064931,0.07478142789614121,0.18419224667055487,1.3624288858780924,0.29688808205933925,1.3944013060607385,0.6227761849296954,-0.1767919281542733,10.250936642569606,6.033416638194956
1.54,154,move,1.7808807721693292,0.078220344321462,0.18470736314901856,1.3878748836943973,0.37088833631532364,1.4365774781766856,0.909780903316647,-0.1767919281542733,7.725968253012035,6.019627646060715
1.55,155,move,1.7945946415860077,0.08171955307927478,0.1855609230607007,1.360318055368761,0.337591409157182,1.4015823812031099,1.1861714402160464,-0.1767919281542733,8.89167300472781,6.005961529605676
1.56,156,move,1.8084562884192634,0.08544467788859217,0.18651073532324014,1.402695109072137,0.39208728438343676,1.4564635277239426,1.448563468491018,-0.1767919281542733,7.348079140709433,5.99215312941473
1.57,157,move,1.8223774030172182,0.08924654802080267,0.187374322469833,1.3791375834871218,0.36540506069672474,1.4267239861197663,1.7066001438092442,-0.1767919281542733,8.262630461034426,5.978288980851871
1.58,158,curve,1.8363196535091626,0.09319218190231156,0.18742333176906395,1.4087239742495863,0.41019763976801804,1.467230499715979,2.0079025631830247,-0.22735425069418938,5.987912488260706,5.964408632283031
1.59,159,curve,1.8500399281046307,0.09609337697158402,0.18689889672686386,1.306165302316905,0.20846918905287543,1.322696941767454,2.324315996146955,-0.22735425069418938,13.316267474276728,5.9507361783208506
1.6,160,curve,1.864045745847548,0.09986056437045902,0.18614844337939312,1.4123429293768772,0.4049256611278626,1.4692437991023461,2.5742889094002965,-0.22735425069418938,6.508127728824732,5.936794362624822
1.61,161,curve,1.8781261819542137,0.10363145244874161,0.18512533420067379,1.4025663148990746,0.35360000877494535,1.446452637971673,2.8270774391511106,-0.22735425069418938,8.483385616114491,5.92278070282941
1.62,162,curve,1.8922811517154392,0.10742357081507957,0.18407673305266142,1.4216499444690631,0.3969780891247467,1.476035286791622,3.0810890189583,-0.22735425069418938,7.163911663424246,5.908695631656724
1.6300000000000001,163,curve,1.9063695108343954,0.11109554401732004,0.18278362127895662,1.4015494645355575,0.34936560873832706,1.4444366480081463,3.3431783703760924,-0.22735425069418938,8.911540435845497,5.894677668114225
1.6400000000000001,164,curve,1.9201947076697365,0.11484870124558204,0.18156231735350353,1.3702164718125986,0.39137106774367547,1.4250138568776762,3.5867955995129597,-0.22735425069418938,7.1030539835333215,5.880927030907672
1.6500000000000001,165,curve,1.9341409325202918,0.11860479354298407,0.18050386894515966,1.3908643823295808,0.360101735464193,1.4367243959498182,3.835257683733559,-0.22735425069418938,8.671791919118906,5.867058201026557
1.6600000000000001,166,curve,1.9480864705686436,0.12252818483535426,0.17981664367819034,1.3957031381676661,0.4103370082383082,1.4547727349043345,4.136406192385386,-0.25887012816756233,5.61863828286499,5.853196335708268
1.67,167,curve,1.961725193678639,0.12619965921639276,0.17968806496264284,1.3429892900219862,0.33619575625206166,1.384430503721893,4.359856021861145,-0.25887012816756233,8.058903714979614,5.83963879835373
1.68,168,curve,1.9755648159233696,0.1300407003867865,0.18040982025238625,1.41350716470008,0.41726804824454233,1.4738097328842246,4.576061044580519,-0.25887012816756233,5.775929108098809,5.825886886913664
1.69,169,curve,1.9894975406421735,0.1338152394520097,0.18160215995800574,1.3913907097922213,0.3597920334059519,1.43715636400445,4.802145239422971,-0.25887012816756233,7.843937888699134,5.812043320988219
1.7,170,curve,2.0032936903879905,0.13762164826149229,0.18300995391826844,1.3679784424493795,0.3944146689884383,1.4237021985371412,5.01973000844393,-0.25887012816756233,6.376970389489723,5.7983399321904106
1.71,171,curve,2.017156875278565,0.14143153467269654,0.18418598027215363,1.4045391359886552,0.388025667318097,1.4571527383982135,5.239742136811891,-0.25887012816756233,7.140386561647361,5.784572558981127
1.72,172,curve,2.0310413852705413,0.14533089375850064,0.18520897320228097,1.3817454351151002,0.39080980345498534,1.435950120978421,5.4524644289443644,-0.25887012816756233,6.913975655403538,5.77078909403428
1.73,173,curve,2.044768612984125,0.1492428337560178,0.18613961289657402,1.368621516185237,0.39001683913230994,1.4231085655605953,5.6575992697383155,-0.25887012816756233,6.922937925653751,5.757166311386772
1.74,174,curve,2.058230803645559,0.1529866534864314,0.1867178606066342,1.328900384733076,0.3618371872666783,1.3772807929513788,5.943114269627594,-0.2894750450385662,6.137609538821392,5.743807152983191
1.75,175,curve,2.0718058525281227,0.1567615883132414,0.18691617465306734,1.3745087785776415,0.38695150395546135,1.4279376207665353,6.129579700070409,-0.2894750450385662,5.740172767166607,5.7303389578483275
1.76,176,curve,2.0854480322630495,0.16051261584913248,0.18680378647289886,1.3699570070389038,0.37578439784248685,1.4205619010788764,6.32088206184231,-0.2894750450385662,6.2242858909538725,5.716805985140794
1.77,177,curve,2.0991284437206823,0.16424323278318434,0.18599151961662228,1.367141956485118,0.3695774211900109,1.4162148846257105,6.515563930345849,-0.2894750450385662,6.542231744683817,5.703237196138663
1.78,178,curve,2.1127066972131794,0.16776905970693226,0.18458839881291722,1.3682756876921758,0.36299143979461607,1.4156062810307337,6.72506114869323,-0.2894750450385662,6.931557603065051,5.68976745911896
1.79,179,curve,2.126379449130623,0.17143133168917726,0.18304288497260576,1.3646119157912961,0.36445990640299164,1.4124435224443026,6.925726370254257,-0.2894750450385662,6.953573562676801,5.676210093103195
1.8,180,curve,2.1397817946983264,0.1749987326000517,0.18171571448913057,1.3217836013849535,0.3513828308110699,1.3676921373902018,7.124486625890833,-0.2894750450385662,7.140757690537989,5.662922994994904
1.81,181,curve,2.153336931162825,0.17870340908302285,0.1806521398013371,1.3586698910800632,0.3761833778355317,1.4097864400990887,7.426700255288019,-0.31848058894730463,4.8818331879985655,5.6494903199685735
1.82,182,curve,2.1668834297106723,0.18253064961084184,0.1800386214106647,1.352260475184775,0.38493670414187514,1.4059817420374148,7.577030209900448,-0.31848058894730463,4.541770975911329,5.636073267921472
1.83,183,curve,2.180383116349151,0.18634781661390615,0.17975230850183366,1.348487783191905,0.3800982048410796,1.4010331711780524,7.726548231354173,-0.31848058894730463,4.76517958604854,5.622705894094426
1.84,184,curve,2.1938509214315163,0.1901752024838472,0.18004112489309734,1.3452191860441927,0.3826975007461366,1.3985964520113512,7.873928658079652,-0.31848058894730463,4.702777309058035,5.60937396126789
1.85,185,curve,2.207096974103049,0.19388707160135216,0.1810555848708205,1.3092560266998854,0.36225629103511137,1.3584479982113729,8.02375307842884,-0.31848058894730463,5.197996860179619,5.5962629126180845
1.86,186,curve,2.2204521408132964,0.19770741432576983,0.18204550374832848,1.3377039331286575,0.38651141496726144,1.3924233862614757,8.167584439007237,-0.31848058894730463,4.627564876590975,5.583049763620502
1.87,187,curve,2.2337700061945642,0.20155637714785798,0.1830259360494498,1.3266240691636944,0.3832306253723949,1.3808682533492307,8.307368742999195,-0.31848058894730463,4.7099499155700135,5.569878224921663
1.8800000000000001,188,curve,2.24702075660704,0.20538276322624657,0.18406235699304413,1.3242689508804488,0.3820519507784037,1.3782786174644037,8.44674364748373,-0.31848058894730463,4.811621097456205,5.556776284436598
1.8900000000000001,189,curve,2.2602752912209043,0.20916440393609492,0.18502934162106693,1.3274491863942122,0.3744258920487243,1.3792447538762431,8.70397156981408,-0.345085920635521,3.256284268500058,5.543672222468504
1.9000000000000001,190,curve,2.2733257479984847,0.21282909375347964,0.1855583513935416,1.287902042602712,0.3608503103372129,1.3374993898356367,8.816743219705984,-0.345085920635521,3.4078530286073128,5.530770888325008
1.9100000000000001,191,curve,2.2866208082503694,0.21659474907330228,0.18547886406019518,1.3336898936269639,0.3793724697171445,1.3865973471566964,8.928604255088556,-0.345085920635521,3.233704696067734,5.517632236796072
1.92,192,curve,2.2999178953410984,0.22041756960691286,0.18501344309149503,1.3237389952693979,0.3832725949442596,1.378108417227085,9.035180138135367,-0.345085920635521,3.015009986726995,5.504497176045725
1.93,193,curve,2.312956028205304,0.22416078796090838,0.18445247249214633,1.3105997394410829,0.386309651508635,1.3663479878390268,9.140163462285663,-0.345085920635521,2.790894146422634,5.491621044865438
1.94,194,curve,2.326023697134545,0.22805662360604628,0.1838704493523795,1.302979656140467,0.3891074059699452,1.3598384307323386,9.231879900687398,-0.345085920635521,2.6307620437733004,5.478725077612439
