time_s,step,sub_skill,x_m,y_m,z_m,vx_m_s,vy_m_s,speed_m_s,cross_track_error_cm,curvature_1_m,heading_err_deg,dist_to_goal_m
0.27,27,move,0.14532718364739408,-0.005293807753919147,0.19007271572612952,0.8033580968907715,-0.12464375768341865,0.8129700475229116,0.5293807753919146,0.0,9.196844746290797,7.654674837629228
0.28,28,move,0.15302206567706636,-0.004017427145903966,0.18910267635511607,0.8119309569870503,0.1659624879746984,0.8287191480403112,0.40174271459039657,0.0,-11.295045090880407,7.6469791803583025
0.29,29,move,0.16085960771595903,-0.004660853181607575,0.18800051084354852,0.7758525251677386,-0.10745807292264295,0.7832588194494873,0.4660853181607575,0.0,8.186680523086578,7.63914200487717
0.3,30,move,0.16892933421646592,-0.0032160145871150824,0.18724941076246107,0.8681158270648441,0.19518854676461855,0.8897885467843256,0.32160145871150825,0.0,-12.462006309753743,7.631071534191922
0.31,31,move,0.1772323285012844,-0.0035870651878349633,0.18760216081323736,0.823024980651596,-0.10493063069080463,0.8296870229392105,0.35870651878349635,0.0,7.501830935798928,7.62276870622071
0.32,32,move,0.18587130052886022,-0.0020219989702501516,0.18831675387293478,0.9093540073590366,0.1979121591873321,0.9306416783349705,0.20219989702501517,0.0,-12.14393877059848,7.614129158685813
0.33,33,move,0.19448754567406576,-0.0023700564906886257,0.1890336276718255,0.8528491752259486,-0.10606710156579491,0.8594195399908879,0.23700564906886257,0.0,7.248556010019512,7.605513014343441
0.34,34,move,0.20318581918372985,-0.0007908803591427596,0.18917175920972112,0.9047500359532225,0.19253430506267585,0.9250092357286628,0.07908803591427596,0.0,-11.959884565329448,7.596814412719161
0.35000000000000003,35,move,0.2119931473793935,-0.0009808437723161007,0.189463781130312,0.9353275490883224,-0.10410218057005843,0.9411030167218726,0.09808437723161008,0.0,6.418160585059601,7.588007106748565
0.36,36,move,0.22123658262754897,0.0005512434618593521,0.18969544889394088,0.9867680109326291,0.19020290311706917,1.0049319637438638,0.05512434618593521,0.0,-10.948378694489524,7.5787636281547375
0.37,37,move,0.23056001645258195,0.0004556773572711179,0.1898445989369857,0.9640798621142417,-0.09011508061986406,0.9682823494670033,0.045567735727111786,0.0,5.308110993745416,7.569440187998081
0.38,38,move,0.24039916816801205,0.0018856884539321314,0.1897669432261156,1.0424096448681477,0.1795613821111097,1.057761862452882,0.18856884539321314,0.0,-9.907499764476688,7.559601257752603
0.39,39,move,0.2503233167115824,0.0016646049548297793,0.18984555226537364,1.0296036227516012,-0.10588743912465501,1.0350341877192266,0.16646049548297792,0.0,5.7653623277085435,7.549677057535083
0.4,40,move,0.2606064257144935,0.0032135875424218786,0.1895169819819685,1.0812565760640391,0.18605407556610054,1.0971471652957434,0.32135875424218785,0.0,-9.971302712803608,7.539394449899337
0.41000000000000003,41,move,0.2706410866501431,0.0030799800540732727,0.18949844902077426,1.0355122756982464,-0.09242303977746427,1.0396286314850451,0.30799800540732725,0.0,4.8987813972026215,7.5293597340371905
0.42,42,move,0.281160438164747,0.004472503912766462,0.18938375008788272,1.0890096761620565,0.15619795516292212,1.1001544782309733,0.44725039127664623,0.0,-8.458564689183142,7.518841082781302
0.43,43,move,0.2918494434289657,0.00434613407700581,0.18920114220039544,1.0983534978535612,-0.09658338615571813,1.102591835961276,0.43461340770058104,0.0,4.733897149718294,7.508152005197519
0.44,44,move,0.30285042352665414,0.005858912842725462,0.18839805471416035,1.1595922112945878,0.18670497221395854,1.1745266464173927,0.5858912842725462,0.0,-9.544682860093063,7.497152056535189
0.45,45,move,0.3141157981503177,0.005762520915639847,0.1879949648673269,1.163728685066173,-0.09598239652356144,1.167680210026808,0.5762520915639847,0.0,4.318198948791273,7.485886610535068
0.46,46,move,0.3258293373566092,0.007320025894997465,0.1873059947310204,1.2299170705841602,0.19401092093381755,1.2451249888890312,0.7320025894997465,0.0,-9.475374326924525,7.474174437907382
0.47000000000000003,47,move,0.33715040260496376,0.007094937994181997,0.1866841612418726,1.164198344290262,-0.09658154850907505,1.168197663223394,0.7094937994181997,0.0,4.23994192132402,7.462853160711099
0.48,48,move,0.34836420284039615,0.008619274213570024,0.18648179799498873,1.1353067183964776,0.16776061290533217,1.1476345097976757,0.8619274213570024,0.0,-8.956386841010827,7.451640972830878
0.49,49,move,0.3594606678734812,0.008648924762506234,0.18724157882354978,1.1338782230983773,-0.061739008030428866,1.135557805630922,0.8648924762506234,0.0,2.5570230442707262,7.440544549638946
0.5,50,move,0.3712976662856962,0.009968670577719978,0.18743214988773835,1.2347656749892848,0.16425205035143084,1.2456424078267379,0.9968670577719978,0.0,-8.230909983868788,7.428709212989193
