time_s,step,contact_number,phase,x_m,y_m,z_m,vx_m_s,vy_m_s,gap_to_wall_cm
0.7000000000000001,70,1,shove,0.22702809756670633,0.4262222768451678,0.20235534874073202,0.33306032195824076,1.2558359676679964,72.62222768451677
0.71,71,1,shove,0.23036795020635545,0.4387084320944591,0.2033975808168147,0.3308735169304419,1.2562259650394862,73.87084320944591
0.72,72,1,shove,0.2336694268425505,0.45125896543297567,0.2037851422611597,0.3303459082281787,1.2523329127348088,75.12589654329757
0.73,73,1,shove,0.23696596277089227,0.46371960284005365,0.20371277840918173,0.3301350551041308,1.2423034674887563,76.37196028400535
0.74,74,1,shove,0.24028302718854969,0.4760589176375993,0.20333318281669144,0.3322934949936983,1.2296689916077626,77.60589176375993
0.75,75,1,shove,0.24361306537701874,0.48829130611052596,0.202745959668459,0.3344712008932061,1.218773484702528,78.8291306110526
0.76,76,1,shove,0.24691447084818346,0.5003581637519385,0.20215337708286527,0.33680793511167983,1.2109781788607579,80.03581637519385
0.77,77,1,shove,0.2502971007304176,0.5122967302716712,0.20164885354422815,0.3409611586363792,1.2066646240622292,81.22967302716711
0.78,78,1,shove,0.2537469425291593,0.524397831162483,0.20127726720526742,0.3469618067553762,1.2108294705409135,82.4397831162483
0.79,79,1,shove,0.2572285262151252,0.5364837597871632,0.20084046644050063,0.3487437672947045,1.2061576097914912,83.64837597871632
0.8,80,1,shove,0.26071138606823213,0.548492318814791,0.20018441698463144,0.3481566193437088,1.1973199395812546,84.8492318814791
0.81,81,1,shove,0.26420059723850464,0.5603735399421884,0.19947055023643026,0.34865847619807677,1.184413150139076,86.03735399421885
0.8200000000000001,82,1,recovery,0.26768052407978893,0.5721522042010788,0.19876612982296538,0.348755286943889,1.1739729315274687,87.21522042010788
0.8300000000000001,83,1,recovery,0.2727928621522563,0.5813129177363107,0.19783128031646738,0.5621786488813079,0.7913769919990978,88.13129177363108
0.84,84,1,recovery,0.27694174259018045,0.5919984425347222,0.19636826147495504,0.35940790243330717,1.2459700350109715,89.19984425347222
0.85,85,1,recovery,0.2811755965684868,0.6024148382172534,0.19439662223045517,0.47884581788373093,0.9159796527064503,90.24148382172534
0.86,86,1,recovery,0.2848943651465897,0.6140320748477753,0.19186985878387572,0.34898738560450066,1.2514050444227374,91.40320748477754
0.87,87,1,recovery,0.288716189860083,0.6256063204732688,0.1898291529224073,0.37554925621857854,1.095481369712672,92.56063204732689
0.88,88,1,recovery,0.2927502413989991,0.637444938176186,0.1882602344643307,0.41802428570072303,1.2369313870238268,93.74449381761859
0.89,89,1,recovery,0.2971239890084145,0.6490946256577037,0.18736347329389608,0.43242163957371904,1.1267837004625072,94.90946256577037
0.9,90,1,recovery,0.30153397604999443,0.6608789659802687,0.18621918049174677,0.431997199537529,1.1580680123697034,96.08789659802687
0.91,91,1,recovery,0.3062461501481424,0.6724876115450551,0.1853086746056719,0.49697271886483707,1.1659650600592437,97.2487611545055
0.92,92,1,recovery,0.3118803971686868,0.6839642289369019,0.18500779195290448,0.6104808141026843,1.138820932047866,98.39642289369019
0.93,93,1,recovery,0.3181693023407516,0.6953405029059099,0.18566126323333218,0.638031007199563,1.1390518046542626,99.53405029059098
0.9400000000000001,94,1,recovery,0.32503664441926056,0.706651066459803,0.18670713400894315,0.6959814696806408,1.129476989414403,100.66510664598032
0.9500000000000001,95,1,recovery,0.3321035751375605,0.7178896160360141,0.18767139765917581,0.7078282777402525,1.1216800347566878,101.78896160360142
0.96,96,1,recovery,0.339280370630375,0.7290542232776112,0.18860018146467494,0.7198068250979355,1.1144007243332514,102.90542232776112
0.97,97,1,recovery,0.3465937441632826,0.7401484409334049,0.1894714565638456,0.7365411359187444,1.1073821593993496,104.0148440933405
0.98,98,1,recovery,0.354077403387567,0.7511635113619641,0.18994790887922675,0.7539953414778088,1.1007808058058655,105.11635113619641
0.99,99,1,recovery,0.3613796819217631,0.7620676906318608,0.1898607153668223,0.7162906253469328,1.0892043462369632,106.20676906318609
1.0,100,1,recovery,0.3690686967430974,0.7729858973541612,0.18939462985225483,0.7999647887636083,1.0950157755305088,107.29858973541613
1.01,101,1,recovery,0.3769879058230154,0.7838763668109162,0.18896246243843884,0.7789832638795553,1.0866398795452041,108.38763668109164
1.02,102,1,recovery,0.38521358839816633,0.7947466361957212,0.18854661382860016,0.8468652251157273,1.0876384444373277,109.47466361957213
1.03,103,1,recovery,0.3935520984115778,0.8055871811077889,0.18825482754577294,0.8500297076239071,1.0849977130001898,110.55871811077891
1.04,104,1,recovery,0.4021475044413008,0.8164477403882857,0.18802308303495607,0.8591040035354813,1.0874511012082735,111.64477403882857
1.05,105,1,recovery,0.4106890736644896,0.8273064614002738,0.18763607672122684,0.8641763154008374,1.0946925154149731,112.73064614002739
1.06,106,1,recovery,0.41940578573894466,0.8382985767917408,0.18702057430800006,0.8740480992817861,1.1015596690040084,113.82985767917408
1.07,107,1,approach,0.42821942644558103,0.8493306423243558,0.18604947905150143,0.8829650188286848,1.1040663830772965,114.93306423243558
1.08,108,1,approach,0.43624617746756145,0.8589366071173267,0.1854573290127201,0.7667058014662691,0.8745192741127147,115.89366071173268
1.09,109,1,approach,0.4448449586408714,0.869319508012735,0.18531538769145864,0.9171550732347856,1.1237961058300054,116.93195080127352
1.1,110,1,approach,0.45392685580896397,0.8787766544066634,0.18720657470710825,0.874080457382413,0.8462242664917766,117.87766544066636
1.11,111,1,approach,0.4638830993514912,0.8878104476886303,0.1900442119036526,1.0731873314352838,0.9631669210455914,118.78104476886304
1.12,112,1,approach,0.47352146019595287,0.8968702873755549,0.19211624638095295,0.8771757598326417,0.9124030637772833,119.6870287375555
1.1300000000000001,113,1,approach,0.483644638313464,0.9061407053764953,0.19375153265049488,1.1061759687108548,0.9366823785169547,120.61407053764954
1.1400000000000001,114,1,approach,0.49348795702833026,0.9153286136229389,0.1950558326766341,0.9352475021730027,0.8999066642426778,121.53286136229391
1.1500000000000001,115,1,approach,0.5038927042805633,0.9243821520676986,0.19611580675221504,1.1110311803412172,0.9092949270539492,122.43821520676987
1.16,116,1,approach,0.5142962135959265,0.9330902196823931,0.1971003618386496,1.003498126316923,0.8526758128494353,123.30902196823932
1.17,117,1,approach,0.5250809968756591,0.9415143402635262,0.19768214061094366,1.1000254509628082,0.8394806625092086,124.15143402635263
1.18,118,1,approach,0.5358443853669963,0.9492284157455373,0.1978697605615431,1.062569140931114,0.7260218209721762,124.92284157455373
1.19,119,1,approach,0.5468417357685995,0.956639533561755,0.19783798736319386,1.1268552534135192,0.7520936769406207,125.66395335617551
1.2,120,1,approach,0.5579305470843716,0.9634468134851483,0.19783721363812512,1.0956982856753692,0.6593256236771995,126.34468134851484
1.21,121,1,approach,0.5690985828492933,0.9703210834896983,0.1973833449612858,1.131522200489879,0.7066560717141036,127.03210834896983
1.22,122,1,approach,0.5803490813322107,0.9766785290558236,0.19651342909578115,1.1216562075708174,0.5905752036848336,127.66785290558238
1.23,123,1,approach,0.5918150363521808,0.9826273942408444,0.19549062478478565,1.1649079944178355,0.6003583614514605,128.26273942408446
1.24,124,1,approach,0.6033832712966972,0.987997958550383,0.19446228093730691,1.1560236930718821,0.4982034160128642,128.79979585503833
1.25,125,1,approach,0.6151455373147334,0.9932038012819099,0.19295131473323998,1.1912308871797919,0.5370723535139627,129.320380128191
1.26,126,1,approach,0.6270311708627299,0.997955139434074,0.19113049548574804,1.1794769174311022,0.4550962951014844,129.7955139434074
1.27,127,1,approach,0.6390970384502191,1.0024940223616985,0.18893578120898621,1.2262994792387054,0.4581541254314291,130.24940223616986
1.28,128,1,approach,0.6512235212219877,1.0067581332386897,0.18678660231063435,1.205881476107109,0.4033932027680711,130.67581332386897
1.29,129,1,approach,0.663554164583563,1.0104783884340742,0.18515003611577419,1.2500473086507726,0.35246083060558747,131.04783884340742
1.3,130,1,approach,0.6758968185966131,1.0134421916402223,0.1845079989155837,1.2257684851946518,0.260279779569314,131.34421916402223
1.31,131,1,approach,0.6883854837237374,1.0156109326640508,0.18497425646963808,1.2647356394418472,0.19011207230397925,131.5610932664051
1.32,132,1,approach,0.7010243600669334,1.0168831617021767,0.18691383702483608,1.26651993543658,0.08833454762480006,131.6883161702177
1.33,133,1,approach,0.714054044949609,1.0173372879594307,0.19003987879787443,1.3256452612847403,0.02409556496049828,131.73372879594308
1.34,134,1,approach,0.7272629397618429,1.0173374768115502,0.19328791502557463,1.3146249589083405,-0.005955312406768318,131.73374768115502
1.35,135,1,approach,0.7403418199307599,1.017625556498477,0.19546924645378794,1.3027134880654545,0.05467300888467507,131.7625556498477
1.36,136,1,approach,0.753504970963707,1.017784111639566,0.1966337042170925,1.3264044308486536,-0.010543927673850283,131.7784111639566
1.37,137,1,approach,0.7666196262816304,1.0180290186946381,0.1967448248483372,1.3029042178521664,0.050954440413697386,131.80290186946382
1.3800000000000001,138,1,approach,0.7797864709540112,1.0181112629616018,0.19599433605108016,1.3295826345741417,-0.016538725875714005,131.81112629616018
1.3900000000000001,139,1,approach,0.7929944668698043,1.0181430002355845,0.19441498290409862,1.3270699395323247,-0.008219089764205849,131.81430002355845
1.4000000000000001,140,1,approach,0.806311480234583,1.0179178447833181,0.19244598269959226,1.3360661334976807,-0.031281644616602544,131.7917844783318
1.41,141,1,approach,0.8197644727499998,1.0173678870998006,0.19040253973510304,1.3524936634018174,-0.07011770161550417,131.73678870998006
1.42,142,1,approach,0.8333561770585011,1.0164525485843923,0.18871005691138779,1.3785858738488599,-0.1157620874053751,131.64525485843924
1.43,143,1,approach,0.8473804252719065,1.014978670936909,0.18757455641622506,1.415978799946833,-0.16353862457816049,131.4978670936909
1.44,144,1,approach,0.8615536260433023,1.0132930874202721,0.18653034119476608,1.4182288302231305,-0.1700089731287661,131.32930874202722
1.45,145,1,approach,0.8757265712620609,1.0114902825542187,0.1854279989390194,1.416396913035476,-0.18699613528293435,131.14902825542188
1.46,146,1,approach,0.8898664682641664,1.0094101352843214,0.18450529425337658,1.4134514009041386,-0.22233556101291752,130.94101352843214
1.47,147,1,approach,0.9040190388183608,1.006891024281223,0.1843075165096918,1.4178991653067123,-0.27054461542818314,130.6891024281223
1.48,148,1,approach,0.9181740699535837,1.0043170888745763,0.18530581342947602,1.4153316445400184,-0.24395954933481684,130.43170888745763
1.49,149,1,approach,0.9325970612678636,1.0010303579195412,0.1870587054523149,1.4571510491284585,-0.3770698363088776,130.1030357919541
1.5,150,1,approach,0.9470564693020911,0.9975653860546818,0.18849115248209536,1.4405123909134478,-0.3297182763733566,129.7565386054682
1.51,151,1,approach,0.961457891070139,0.994135986437232,0.1893386859440969,1.4593632570834565,-0.36766054376052193,129.41359864372322
1.52,152,1,approach,0.9759844286417168,0.9906979275282666,0.18942566136577046,1.4463126070906385,-0.3235430360069418,129.06979275282666
1.53,153,1,approach,0.9905539272481712,0.9871504861504017,0.18890658251645578,1.4639005225359476,-0.37242853639580126,128.71504861504016
1.54,154,1,approach,1.0051253164292677,0.983354250759878,0.18827934995144324,1.4596198435313568,-0.39501525067835025,128.3354250759878
1.55,155,1,approach,1.0197394551069912,0.9791369070723009,0.18796985631786975,1.4627978311882301,-0.4336267253880889,127.9136907072301
1.56,156,1,approach,1.0344178710434149,0.9745258633083766,0.18789608601665428,1.468916828097718,-0.46648695027439374,127.45258633083768
1.57,157,1,approach,1.0490976133042442,0.9698314485920255,0.18767819820959,1.4685904515188273,-0.4694531833733691,126.98314485920257
1.58,158,1,approach,1.0637065140050301,0.9653165717441826,0.18739247955985427,1.455126503205203,-0.4341350589047752,126.53165717441827
1.59,159,1,approach,1.0782776473208164,0.9607593794772109,0.18684544709892897,1.4790509688418194,-0.48274955560080596,126.0759379477211
1.6,160,1,approach,1.0929804114757011,0.9561090565328244,0.186109303142061,1.461807931828943,-0.4492948704522389,125.61090565328246
1.61,161,1,approach,1.1077029234922076,0.9512384139033573,0.18524868236637385,1.4793409604648835,-0.5107775620628524,125.12384139033574
1.62,162,1,approach,1.122379851341589,0.9461913835591449,0.18484202747047726,1.4615603204335474,-0.49962933103136875,124.61913835591449
1.6300000000000001,163,1,approach,1.1371278995331051,0.9406683918436376,0.1852602707263048,1.4832286260637617,-0.5804049428059019,124.06683918436376
1.6400000000000001,164,1,approach,1.1519302717718902,0.9348890995585327,0.1860647162550786,1.481621272618491,-0.5792326266721497,123.48890995585329
1.6500000000000001,165,1,approach,1.1667896014785417,0.9289625542121887,0.1868696301860405,1.4888832450969114,-0.5923923847035156,122.89625542121887
1.6600000000000001,166,1,approach,1.181434621163676,0.9233986993378758,0.18728508908274855,1.4657173288820093,-0.5447766601838734,122.33986993378758
1.67,167,1,approach,1.1962859917240547,0.9174578639277902,0.1874721402685784,1.4934534856833472,-0.6192112820404647,121.74578639277902
1.68,168,1,approach,1.2111100424673042,0.9114844721475761,0.18744326697363117,1.47511073485799,-0.5785648934641751,121.14844721475761
1.69,169,1,approach,1.2259728732240736,0.9053386679564632,0.1872426228837992,1.4933277110790297,-0.6349303011420206,120.53386679564633
1.7,170,1,approach,1.2408037679833406,0.8992580272487634,0.1868718578356281,1.4798118241816962,-0.5894672103165356,119.92580272487633
1.71,171,1,approach,1.2555313119044575,0.8932118395489855,0.1861267747787505,1.4682006685620765,-0.6119198455561061,119.32118395489857
1.72,172,1,approach,1.270384969612052,0.8868839694882382,0.18520270868803312,1.5002968017360008,-0.6561837725401589,118.68839694882382
1.73,173,1,approach,1.2852270371814025,0.8804738574448593,0.18436198176220703,1.4726813223521682,-0.6263002077668591,118.04738574448595
1.74,174,1,approach,1.3000265443997094,0.8742073063051046,0.18342549503860103,1.4880772715644917,-0.6260242979533615,117.42073063051046
1.75,175,1,approach,1.3149461707069157,0.8676210069876296,0.18267598192109905,1.4951795028787278,-0.6792233887477122,116.76210069876296
1.76,176,1,approach,1.3298291768856574,0.8610387450635814,0.18237367492383574,1.4833759532310458,-0.6383972538307476,116.10387450635815
1.77,177,1,approach,1.3446668562978155,0.8542228822099093,0.18214840021138598,1.4842387323646584,-0.7064192111548567,115.42228822099094
1.78,178,1,approach,1.3594492628020989,0.8471448667665759,0.18232222731597708,1.4791218194413,-0.7291186075082742,114.7144866766576
1.79,179,1,approach,1.374110477522865,0.8399023414049349,0.18294531966167246,1.4537358301360717,-0.7079230113572657,113.9902341404935
1.8,180,1,approach,1.3888600691454462,0.832532137032885,0.18389089749396265,1.4890926005444212,-0.7527676139806203,113.25321370328851
1.81,181,1,approach,1.4034940275458152,0.8253404501667715,0.1849710936292448,1.463051462767909,-0.7116745235412597,112.53404501667717
1.82,182,1,approach,1.4182601440679303,0.817829038925037,0.18569143831334325,1.4825608126281367,-0.7686942753773663,111.78290389250371
1.83,183,1,approach,1.432991918381577,0.8103655481319771,0.18630108972027595,1.4677285589310818,-0.7283488149989008,111.03655481319772
1.84,184,1,approach,1.447688845847254,0.8027775607097467,0.18709478763551485,1.4838217637849076,-0.7827408052450338,110.27775607097468
1.85,185,1,approach,1.4624514392360197,0.7951607695678304,0.18760543600612684,1.4729656348288804,-0.7419835572660795,109.51607695678305
1.86,186,1,approach,1.477246448566852,0.7874083298213688,0.18759419414978393,1.4838041585187787,-0.7936136009925312,108.74083298213688
1.87,187,1,approach,1.4919960306035378,0.7796606742473599,0.1874773881462833,1.4704369324976847,-0.7602364143992437,107.966067424736
1.8800000000000001,188,1,approach,1.5066216062018383,0.7719392927632098,0.18707204817081172,1.451642870371148,-0.7518366914596913,107.19392927632099
1.8900000000000001,189,1,approach,1.5212690796371147,0.7640488262668971,0.18654101833544648,1.4751731101743357,-0.8129815789643735,106.40488262668973
1.9000000000000001,190,1,approach,1.5359051747906167,0.7563053365689629,0.18629471363393194,1.4545470179987972,-0.7403299952969118,105.63053365689629
1.9100000000000001,191,1,approach,1.5506462915809351,0.7481769911091398,0.1857004498367428,1.4862306881419762,-0.8543328320450634,104.81769911091399
1.92,192,1,approach,1.5653895234197666,0.7401244381863916,0.18486585365321612,1.4683249345335612,-0.7963526723017893,104.01244381863917
1.93,193,1,approach,1.5802340900032699,0.7319454364881107,0.18407861955231347,1.494698615599272,-0.8286117032793502,103.19454364881109
1.94,194,1,approach,1.5949357656791254,0.7240428336054818,0.18345580938331502,1.4627874315967118,-0.7820534722286395,102.40428336054819
1.95,195,1,approach,1.609649629383757,0.7158140150929744,0.18302621854630152,1.4775404934311314,-0.8450894293584247,101.58140150929744
1.96,196,1,approach,1.6242308282406894,0.7073668660714433,0.18350594093065334,1.4459203744444356,-0.8345113098261806,100.73668660714435
1.97,197,1,approach,1.6388301042426112,0.6987711182843116,0.18429568313588604,1.4701246850300949,-0.8722819693047348,99.87711182843117
1.98,198,1,approach,1.6534609519595636,0.690216890163395,0.18488567093898192,1.469433736119426,-0.8572117186426801,99.02168901633951
1.99,199,1,approach,1.6679781925742594,0.6821165064789683,0.18558365670964982,1.436300686653468,-0.7693017552507885,98.21165064789682
2.0,200,1,approach,1.682679527086115,0.6737406717888457,0.18600625689034536,1.48767537768725,-0.8756655408294869,97.37406717888456
2.0100000000000002,201,1,approach,1.6972903879631704,0.6654448802762246,0.18614915771118537,1.4442328277338907,-0.7969648408621467,96.54448802762246
2.02,202,1,approach,1.7119246883904955,0.6568760293224042,0.18623866133090233,1.4754144908415485,-0.8938626101568576,95.68760293224042
2.0300000000000002,203,1,approach,1.7264778498693267,0.6482981046438067,0.1864409107746413,1.4456253064430757,-0.8524043074448872,94.82981046438067
2.04,204,1,approach,1.740981422546303,0.6396216626212361,0.18639192512238428,1.4380954123405487,-0.8509093588351792,93.9621662621236
2.05,205,1,approach,1.7556499287884404,0.6309048420619019,0.18644692458282464,1.4892486340467708,-0.8860634811402374,93.09048420619018
2.06,206,1,approach,1.7703714899766239,0.6223951481829781,0.18612836860229137,1.4674845638551401,-0.8306937937529424,92.2395148182978
2.07,207,1,approach,1.7851800261227935,0.6136849315681597,0.18543373476590297,1.4866154009848447,-0.8916187699810377,91.36849315681597
2.08,208,1,approach,1.7998838515223456,0.6050272214576461,0.18449081287011204,1.459619120612798,-0.8473813000557786,90.50272214576461
2.09,209,1,approach,1.8144733163063598,0.5963247882574362,0.18348321288446542,1.4601839779138264,-0.8882637171727762,89.63247882574362
2.1,210,1,approach,1.8289676139619226,0.5876064706191927,0.18297784204412765,1.4448997242405492,-0.859188999933143,88.76064706191927
2.11,211,1,approach,1.8434020074712396,0.5789363233772717,0.18287358843917564,1.4415117293148172,-0.8679671456803519,87.89363233772717
2.12,212,1,approach,1.8580316422919476,0.569958194945803,0.1829941087384398,1.4789892754850766,-0.9210621873466845,86.99581949458029
2.13,213,1,approach,1.87270988878096,0.5609609014368465,0.1832620202473912,1.4583762344230586,-0.8816993806491177,86.09609014368466
2.14,214,1,approach,1.8873647429500868,0.5518913091099461,0.1834031035049297,1.4706564074463777,-0.921904498365059,85.18913091099462
2.15,215,1,approach,1.901633995882783,0.5432820733675909,0.18391998134187287,1.396060546670942,-0.8110598438708201,84.32820733675909
2.16,216,1,approach,1.916158135747497,0.5342007091873769,0.18435868680201822,1.4625598882836164,-0.9459637195389479,83.4200709187377
2.17,217,1,approach,1.93068534025265,0.5250883502072184,0.1849119862231415,1.4547038195052207,-0.901603005368764,82.50883502072185
2.18,218,1,approach,1.9451702847299197,0.5159020472186101,0.1849847440494782,1.4422688318979735,-0.9054593685924891,81.59020472186101
2.19,219,1,approach,1.9597929803012668,0.5064247158449152,0.18476320096858811,1.4736065621229302,-0.9658959103485383,80.64247158449153
2.2,220,1,approach,1.9743213966509805,0.4970224786652609,0.1843881659274207,1.4405500084184275,-0.9212722687847172,79.7022478665261
2.21,221,1,approach,1.9886100975401966,0.48761639330024126,0.1842055904855093,1.4211584108228803,-0.9488903870679442,78.76163933002412
2.22,222,1,approach,2.0029531739178066,0.4781285585838835,0.18414531692638575,1.4423430954578855,-0.946075068399817,77.81285585838835
2.23,223,1,approach,2.0174676561408553,0.46835999469869893,0.18416565581041497,1.4606342508181238,-0.9998885593751263,76.83599946986989
2.24,224,1,approach,2.031941952923685,0.4587569747141526,0.18433327423332385,1.4403919309625917,-0.9281012245567665,75.87569747141526
2.25,225,1,approach,2.046489987306321,0.44894186189177815,0.18431720964647935,1.463920981061738,-1.0158940914097407,74.89418618917782
2.2600000000000002,226,1,approach,2.0609335683658743,0.4394040038653278,0.1844488765090654,1.4333925960875622,-0.9152472974357824,73.94040038653277
2.27,227,1,approach,2.075458103951079,0.42957894907638255,0.18436045703855955,1.4629514333602813,-1.0205164730419982,72.95789490763825
2.2800000000000002,228,1,approach,2.0898031860810935,0.4197402307171684,0.18441297297065928,1.4300931817755747,-0.9740590392774896,71.97402307171684
2.29,229,1,approach,2.1042384036958963,0.4096917950265806,0.18461484244958437,1.4515412493026332,-1.019679918701918,70.96917950265805
2.3000000000000003,230,1,approach,2.118579154657545,0.399778862791807,0.1845880496764227,1.4237403162804325,-0.9708367516327195,69.9778862791807
2.31,231,1,approach,2.132931492300078,0.3898702714503801,0.18443558514049757,1.4428138962276778,-1.0026122128027322,68.987027145038
2.32,232,1,approach,2.147259406738794,0.3802729563761795,0.18445634245603132,1.4346471665962641,-0.9444216928281702,68.02729563761794
2.33,233,1,approach,2.161573635249648,0.37066249228042525,0.18427040545477577,1.4279253387641802,-0.9675994631403939,67.06624922804252
2.34,234,1,approach,2.175962919460494,0.36094115957239187,0.18380176572300014,1.4461656024798712,-0.9713123365829143,66.09411595723918
2.35,235,1,approach,2.190250444537602,0.3511089468926015,0.18346225788569184,1.4197339744071096,-0.9858409294382606,65.11089468926016
2.36,236,1,approach,2.2045373747240338,0.34120763912793123,0.18331146889196767,1.4355194649570313,-0.9880573980083636,64.12076391279312
2.37,237,1,approach,2.218856384067515,0.33113260458024185,0.18338624878081616,1.4383989544316864,-1.0304306250878597,63.11326045802418
2.38,238,1,approach,2.2332148151447666,0.3208459690841456,0.18385187408142545,1.4357646896343301,-1.0298699928469615,62.08459690841456
2.39,239,1,approach,2.2473775001131404,0.31104613996693914,0.18419205772235964,1.4020500488419818,-0.9429707822712645,61.104613996693914
2.4,240,1,approach,2.2616081126321492,0.3009342237950414,0.1844238835257471,1.4352506775600085,-1.050911530956562,60.09342237950413
2.41,241,1,approach,2.2757519359567944,0.29085145870053214,0.18494407635162413,1.4029024736561369,-0.9747426921892435,59.08514587005321
2.42,242,1,approach,2.289996508593776,0.28047663540843165,0.18535278125562482,1.4371095706076773,-1.0741319341395772,58.04766354084316
2.43,243,1,approach,2.3042568816201787,0.27007734524215987,0.18538150411785817,1.4311045895517949,-1.0548375502997724,57.007734524215984
2.44,244,1,approach,2.3184034515916756,0.2597514484740864,0.18500556087670533,1.403855766881532,-1.0134240345281988,55.97514484740863
2.45,245,1,approach,2.3325720510641283,0.24931187879207228,0.18456891372891962,1.4257569402276686,-1.063060931796584,54.93118787920722
2.46,246,1,approach,2.346680958988217,0.23891125185039652,0.18420105725622607,1.4009445013092972,-1.022599960256211,53.891125185039655
2.47,247,1,approach,2.36061637858394,0.22879440367192136,0.18393959297467982,1.3881357327856365,-1.0005028725321077,52.87944036719213
2.48,248,1,approach,2.374752464954987,0.21834750578029496,0.18378058457130406,1.40708570425959,-1.0498641726250064,51.8347505780295
2.49,249,1,approach,2.388894616991673,0.20768295925518013,0.18323485459032549,1.4191898027068377,-1.0800087028815144,50.76829592551802
2.5,250,1,approach,2.402975872947736,0.1971568645622366,0.18263520080218626,1.4015477432297834,-1.032843125531724,49.715686456223665
2.5100000000000002,251,1,approach,2.416961373188923,0.18676747296900567,0.18206347493741354,1.3876432117786983,-1.0190481936144975,48.67674729690057
2.52,252,1,approach,2.4309830565894552,0.1762952718437357,0.18183208532319792,1.4125878534228344,-1.0639218253038316,47.629527184373565
2.5300000000000002,253,1,approach,2.4449451166869784,0.16609587056775033,0.18222751153958333,1.3839468389404463,-0.9821643409229036,46.609587056775034
2.54,254,1,approach,2.4589623943681387,0.1556310986519939,0.18266930138781193,1.4139240764846313,-1.0843451665340562,45.563109865199394
2.5500000000000003,255,1,approach,2.472906908772235,0.14534221245361859,0.18330079855823653,1.3836212791644333,-0.9918750591464045,44.53422124536186
2.56,256,1,approach,2.4867509080041748,0.1350047437976589,0.18429495851783312,1.3838207995893705,-1.0551324943225666,43.50047437976588
2.57,257,1,approach,2.5006466916050787,0.12463543333748568,0.18538334171959442,1.3967481550560417,-1.0195018399075737,42.46354333374857
2.58,258,1,approach,2.5146318681784834,0.11386309406944975,0.18594234040643953,1.4091132967205449,-1.0947965569291607,41.386309406944974
2.59,259,1,approach,2.528524289441481,0.10325886342794219,0.18626034345491713,1.379552455564363,-1.0406337270839792,40.32588634279421
2.6,260,1,approach,2.5422114129211546,0.09268797916218655,0.18639233041441652,1.3601917743635794,-1.0625585776169917,39.26879791621866
2.61,261,1,approach,2.5559814577670896,0.08203035501004782,0.18646566551914567,1.3875568291136917,-1.0618166851865056,38.20303550100478
2.62,262,1,approach,2.569901145700587,0.07134751658865568,0.1861758091524343,1.3955163173679737,-1.099657004663226,37.13475165886556
2.63,263,1,approach,2.583782333108786,0.060603111183075625,0.18539223874928548,1.3840419999016425,-1.0532474944228933,36.06031111830757
2.64,264,1,approach,2.597750422446009,0.04982980659509968,0.18444580532742397,1.4034392425962772,-1.090717897388261,34.98298065950996
2.65,265,1,approach,2.611476709131159,0.03950238287580705,0.18362642643682006,1.3704838250077649,-1.0065261607871392,33.9502382875807
2.66,266,1,approach,2.6253897613619537,0.0287918139885048,0.18274589914895562,1.3990995271948143,-1.1054056703461748,32.87918139885048
2.67,267,1,approach,2.6391405506113927,0.018138540247263125,0.182219038611228,1.3630321042756421,-1.0471411681152412,31.813854024726318
2.68,268,1,approach,2.6528431212650787,0.0073969520319964715,0.18229089041310517,1.3765953635774717,-1.0890274473941994,30.739695203199645
2.69,269,1,approach,2.6665444314225164,-0.0032377570534908653,0.18278354596642904,1.3671721987706218,-1.046114503444456,29.67622429465091
2.7,270,1,approach,2.6802790727390327,-0.01367244339938323,0.18360563494016505,1.3733158988173153,-1.0427806679106806,28.632755660061683
2.71,271,1,approach,2.6941089749793794,-0.02417520775827402,0.1842509636247774,1.3865869670940465,-1.055143337142131,27.582479224172594
2.72,272,1,approach,2.7078599465944606,-0.03477713642728196,0.18456325552853153,1.3620894655085605,-1.0447270656055971,26.522286357271806
2.73,273,1,approach,2.721559061331236,-0.04549561134472916,0.18474135651956453,1.374309374532111,-1.087351543960626,25.45043886552708
2.74,274,1,approach,2.735133851497597,-0.05613662163497324,0.1850934780760504,1.347358142990824,-1.0464060395996726,24.386337836502676
2.75,275,1,approach,2.748563414901459,-0.06660309469314883,0.18522119470692955,1.342692093413732,-1.0455708711715468,23.339690530685118
2.7600000000000002,276,1,approach,2.7621615762885083,-0.07713050027194908,0.18529981013578362,1.3702411352086425,-1.0562943492929868,22.286949972805097
2.77,277,1,approach,2.7757975530724788,-0.08753714276375442,0.18517592484755077,1.3548820115873803,-1.0204216488291185,21.24628572362456
2.7800000000000002,278,1,approach,2.7894971117950464,-0.09817851238902939,0.18459941747009423,1.3870697942478494,-1.1052812342697316,20.182148761097064
2.79,279,1,approach,2.802965642643238,-0.1088039747087681,0.18397784946230872,1.3198716234864976,-1.0440514386480162,19.119602529123195
2.8000000000000003,280,1,approach,2.816589460768134,-0.11971248573269797,0.1833789745994856,1.3862923031981502,-1.1147306584589296,18.028751426730206
2.81,281,1,approach,2.8300986330042086,-0.13044702299389585,0.1831920676146981,1.3261853574044629,-1.0432049960541725,16.95529770061042
2.82,282,1,approach,2.8437162472181683,-0.1410331739253632,0.1828454531692659,1.3814127559343399,-1.0636232669900325,15.896682607463683
2.83,283,1,approach,2.8573480152761515,-0.15160321508999677,0.18253982383241676,1.3508229207745885,-1.0528036039927562,14.839678491000322
