time_s,phase,core_height_cm,vertical_speed_cm_s,ground_contact
2.299999999999999822e+00,3.000000000000000000e+00,2.003810840294367068e+01,1.580799603094042993e+01,1.000000000000000000e+00
2.310000000000000053e+00,3.000000000000000000e+00,2.024774860665516130e+01,2.406696442990759621e+01,1.000000000000000000e+00
2.319999999999999840e+00,3.000000000000000000e+00,2.050872304251725708e+01,2.670209927149526763e+01,1.000000000000000000e+00
2.329999999999999627e+00,3.000000000000000000e+00,2.078072992503317096e+01,2.740353363669398234e+01,1.000000000000000000e+00
2.339999999999999858e+00,3.000000000000000000e+00,2.105333502485803621e+01,2.699154685882560045e+01,1.000000000000000000e+00
2.349999999999999645e+00,3.000000000000000000e+00,2.128749205566720448e+01,1.996606682356079432e+01,1.000000000000000000e+00
2.359999999999999876e+00,3.000000000000000000e+00,2.142927291746210727e+01,1.022169615596402537e+01,1.000000000000000000e+00
2.369999999999999662e+00,3.000000000000000000e+00,2.147207991854144282e+01,3.231412828751289434e-01,1.000000000000000000e+00
2.379999999999999893e+00,3.000000000000000000e+00,2.141619712228967032e+01,-9.499571263328293824e+00,1.000000000000000000e+00
2.389999999999999680e+00,3.000000000000000000e+00,2.126487448017033799e+01,-1.876895363874047362e+01,1.000000000000000000e+00
2.399999999999999911e+00,3.000000000000000000e+00,2.102838756818720256e+01,-2.652458183689105908e+01,1.000000000000000000e+00
2.409999999999999698e+00,3.000000000000000000e+00,2.073552207415719906e+01,-3.063454069539847069e+01,1.000000000000000000e+00
2.419999999999999929e+00,3.000000000000000000e+00,2.042450195164538940e+01,-3.087880829621465395e+01,1.000000000000000000e+00
2.429999999999999716e+00,3.000000000000000000e+00,2.013577217482414028e+01,-2.686468875403379286e+01,1.000000000000000000e+00
2.439999999999999947e+00,3.000000000000000000e+00,1.992284300069628600e+01,-1.684360927554764231e+01,1.000000000000000000e+00
2.449999999999999734e+00,3.000000000000000000e+00,1.983154918985319881e+01,-3.907292070739117218e+00,1.000000000000000000e+00
2.459999999999999964e+00,3.000000000000000000e+00,1.986965779933851550e+01,8.889751519740919150e+00,1.000000000000000000e+00
2.469999999999999751e+00,3.000000000000000000e+00,2.003229951677813503e+01,2.072073339096514388e+01,1.000000000000000000e+00
2.479999999999999982e+00,3.000000000000000000e+00,2.029687479072768141e+01,2.991640505769489877e+01,1.000000000000000000e+00
2.489999999999999769e+00,3.000000000000000000e+00,2.063284028845512807e+01,3.465658262756236496e+01,1.000000000000000000e+00
2.500000000000000000e+00,3.000000000000000000e+00,2.097658039769838467e+01,3.400604282938982692e+01,1.000000000000000000e+00
2.509999999999999787e+00,3.000000000000000000e+00,2.126544008235026340e+01,2.521184866959364967e+01,1.000000000000000000e+00
2.520000000000000018e+00,3.000000000000000000e+00,2.145794339410027973e+01,1.527381275502308000e+01,1.000000000000000000e+00
2.529999999999999805e+00,3.000000000000000000e+00,2.154885989710987104e+01,5.184524442567810532e+00,1.000000000000000000e+00
2.540000000000000036e+00,3.000000000000000000e+00,2.154179342866436642e+01,-4.599905479741081216e+00,1.000000000000000000e+00
2.549999999999999822e+00,3.000000000000000000e+00,2.144140688906439607e+01,-1.346241274816662425e+01,1.000000000000000000e+00
2.560000000000000053e+00,3.000000000000000000e+00,2.126332713634833382e+01,-2.040577738994156931e+01,1.000000000000000000e+00
2.569999999999999840e+00,3.000000000000000000e+00,2.103087074009466662e+01,-2.474954915979980896e+01,1.000000000000000000e+00
2.579999999999999627e+00,3.000000000000000000e+00,2.077342176817775155e+01,-2.597250110260704403e+01,1.000000000000000000e+00
2.589999999999999858e+00,3.000000000000000000e+00,2.052521475689635722e+01,-2.339475840394771922e+01,1.000000000000000000e+00
2.599999999999999645e+00,3.000000000000000000e+00,2.032972931819534423e+01,-1.653314666784513065e+01,1.000000000000000000e+00
2.609999999999999876e+00,3.000000000000000000e+00,2.022083152827987007e+01,-6.810724405481725974e+00,1.000000000000000000e+00
2.619999999999999662e+00,3.000000000000000000e+00,2.021726231882031044e+01,3.940751766209897422e+00,1.000000000000000000e+00
2.629999999999999893e+00,3.000000000000000000e+00,2.031914005774879328e+01,1.422215535775839790e+01,1.000000000000000000e+00
2.639999999999999680e+00,3.000000000000000000e+00,2.051507217493603719e+01,2.287212856109875503e+01,1.000000000000000000e+00
2.649999999999999911e+00,3.000000000000000000e+00,2.078046784758310750e+01,2.793479210033697058e+01,1.000000000000000000e+00
2.659999999999999698e+00,3.000000000000000000e+00,2.105045336899515718e+01,2.606576207152176039e+01,1.000000000000000000e+00
2.669999999999999929e+00,3.000000000000000000e+00,2.127033338270931395e+01,1.840052276878160242e+01,1.000000000000000000e+00
2.679999999999999716e+00,3.000000000000000000e+00,2.139566902699117534e+01,8.568219379543567271e+00,1.000000000000000000e+00
2.689999999999999947e+00,3.000000000000000000e+00,2.142195883281512891e+01,-1.320340950194208052e+00,1.000000000000000000e+00
2.699999999999999734e+00,3.000000000000000000e+00,2.135142455618168356e+01,-1.073989616044474005e+01,1.000000000000000000e+00
2.709999999999999964e+00,3.000000000000000000e+00,2.119354320505325262e+01,-1.867401406641879547e+01,1.000000000000000000e+00
2.719999999999999751e+00,3.000000000000000000e+00,2.097573233431770490e+01,-2.323140663844228371e+01,1.000000000000000000e+00
2.729999999999999982e+00,3.000000000000000000e+00,2.073952249605056153e+01,-2.331829165722383124e+01,1.000000000000000000e+00
2.739999999999999769e+00,3.000000000000000000e+00,2.052853095488223900e+01,-1.892787299590475669e+01,1.000000000000000000e+00
2.750000000000000000e+00,3.000000000000000000e+00,2.038868433655575529e+01,-1.029227408492028140e+01,1.000000000000000000e+00
2.759999999999999787e+00,3.000000000000000000e+00,2.034782310168100494e+01,1.180659675192614194e-01,1.000000000000000000e+00
2.770000000000000018e+00,3.000000000000000000e+00,2.041026168132740182e+01,1.020102507716127782e+01,1.000000000000000000e+00
2.779999999999999805e+00,3.000000000000000000e+00,2.056499175786201050e+01,1.869510373899999323e+01,1.000000000000000000e+00
2.790000000000000036e+00,3.000000000000000000e+00,2.078942625456975435e+01,2.453289346417357919e+01,1.000000000000000000e+00
2.799999999999999822e+00,3.000000000000000000e+00,2.103858480709872936e+01,2.354462465534183835e+01,1.000000000000000000e+00
2.810000000000000053e+00,3.000000000000000000e+00,2.124501049022312671e+01,1.859522342016792607e+01,1.000000000000000000e+00
2.819999999999999840e+00,3.000000000000000000e+00,2.138340595749401274e+01,1.011585932686230116e+01,1.000000000000000000e+00
2.829999999999999627e+00,3.000000000000000000e+00,2.142589627314982792e+01,3.094112940186466432e-01,1.000000000000000000e+00
2.839999999999999858e+00,3.000000000000000000e+00,2.137161256848573032e+01,-9.125981522966013060e+00,1.000000000000000000e+00
2.849999999999999645e+00,3.000000000000000000e+00,2.123568232243838949e+01,-1.641853946732402036e+01,1.000000000000000000e+00
2.859999999999999876e+00,3.000000000000000000e+00,2.104338419485106826e+01,-2.050601736591758950e+01,1.000000000000000000e+00
2.869999999999999662e+00,3.000000000000000000e+00,2.083985188763549701e+01,-1.957962601930410784e+01,1.000000000000000000e+00
2.879999999999999893e+00,3.000000000000000000e+00,2.067277565781015625e+01,-1.432116179696738456e+01,1.000000000000000000e+00
2.889999999999999680e+00,3.000000000000000000e+00,2.057525712195886314e+01,-6.481486155029024587e+00,1.000000000000000000e+00
2.899999999999999911e+00,3.000000000000000000e+00,2.056244405211788617e+01,2.181042497462167162e+00,1.000000000000000000e+00
2.909999999999999698e+00,3.000000000000000000e+00,2.063318039135437942e+01,1.017152712258978298e+01,1.000000000000000000e+00
2.919999999999999929e+00,3.000000000000000000e+00,2.077439622172339639e+01,1.646825478121497710e+01,1.000000000000000000e+00
2.929999999999999716e+00,3.000000000000000000e+00,2.096059325087834324e+01,1.940232332653084057e+01,1.000000000000000000e+00
2.939999999999999947e+00,3.000000000000000000e+00,2.114587404898689016e+01,1.679267632631129814e+01,1.000000000000000000e+00
2.949999999999999734e+00,3.000000000000000000e+00,2.127677801037708605e+01,1.044421631998158695e+01,1.000000000000000000e+00
2.959999999999999964e+00,3.000000000000000000e+00,2.133792366221712200e+01,2.903187507369807907e+00,1.000000000000000000e+00
2.969999999999999751e+00,3.000000000000000000e+00,2.131261507597343652e+01,-6.044294421373177073e+00,1.000000000000000000e+00
2.979999999999999982e+00,3.000000000000000000e+00,2.120607326451357721e+01,-1.342342416907866820e+01,1.000000000000000000e+00
2.989999999999999769e+00,3.000000000000000000e+00,2.104170675674030377e+01,-1.801788531718783659e+01,1.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,2.085348393258146871e+01,-1.873633723786793226e+01,1.000000000000000000e+00
