time_s,phase,x_cm,y_cm,vx_cm_s,vy_cm_s
3.879999999999999893e+00,1.000000000000000000e+00,4.454630415723192414e+02,-4.707776979238945003e+00,1.226550262081051130e+02,-4.461471238798953465e+00
3.890000000000000124e+00,1.000000000000000000e+00,4.466896829892688743e+02,-4.750158505174534085e+00,1.227378113167876705e+02,-3.930983244700541501e+00
3.899999999999999911e+00,1.000000000000000000e+00,4.479190183119092126e+02,-4.790123411282752208e+00,1.227867561639988310e+02,-4.069932987061092966e+00
3.910000000000000142e+00,1.000000000000000000e+00,4.491422144312721798e+02,-4.829417718157618999e+00,1.220035164500395553e+02,-3.892085082912704497e+00
3.919999999999999929e+00,1.000000000000000000e+00,4.503383449102290683e+02,-4.874392298627458153e+00,1.178258639394214242e+02,-5.088029629504889684e+00
3.930000000000000160e+00,1.000000000000000000e+00,4.515533506696251607e+02,-4.899594827081537929e+00,1.236490836352936782e+02,-1.210998367834793754e+00
3.939999999999999947e+00,1.000000000000000000e+00,4.527725053198273599e+02,-4.921722786989762177e+00,1.226260713659236501e+02,-1.404608353366427087e+00
3.950000000000000178e+00,1.000000000000000000e+00,4.539942365348262001e+02,-4.931877666218899670e+00,1.219216421020594083e+02,-8.133259937970084286e-01
3.959999999999999964e+00,1.000000000000000000e+00,4.551890931878858737e+02,-4.938977776346184179e+00,1.176746400392377723e+02,-6.980110861835011615e-01
3.970000000000000195e+00,1.000000000000000000e+00,4.564004386285110400e+02,-4.944717758556753218e+00,1.231116612336277285e+02,-5.387331972940998526e-01
3.979999999999999982e+00,1.000000000000000000e+00,4.576094717330385038e+02,-4.954091067071257015e+00,1.221283603360692211e+02,-1.072209329136291078e+00
3.990000000000000213e+00,1.000000000000000000e+00,4.588355765777878332e+02,-4.967107679490501582e+00,1.225292610223317666e+02,-1.547087983139255218e+00
4.000000000000000000e+00,1.000000000000000000e+00,4.600492629930484441e+02,-4.993747055122852885e+00,1.229548570219160837e+02,-2.191496692278054326e+00
4.009999999999999787e+00,2.000000000000000000e+00,4.610852492645561824e+02,-5.022897586206745757e+00,9.326283081037985312e+01,-4.438787345039524546e+00
4.020000000000000462e+00,2.000000000000000000e+00,4.622240408489749939e+02,-5.038006955751269444e+00,1.238708128551256493e+02,4.871309441052650291e-01
4.030000000000000249e+00,2.000000000000000000e+00,4.633286296798297030e+02,-5.042606216243238570e+00,1.019608715162060975e+02,-9.168180221880435354e-01
4.040000000000000036e+00,2.000000000000000000e+00,4.644943682564962160e+02,-5.041060478580562609e+00,1.267977239174469446e+02,9.551286768874234223e-01
4.049999999999999822e+00,2.000000000000000000e+00,4.656677816509791228e+02,-5.041958370123916566e+00,1.150224131715997515e+02,-5.016980953895550099e-01
4.060000000000000497e+00,2.000000000000000000e+00,4.668923281625161508e+02,-5.034028783387510586e+00,1.268430841719382158e+02,1.594334195843862378e+00
4.070000000000000284e+00,2.000000000000000000e+00,4.681073111346926225e+02,-5.022000111329087524e+00,1.185206965111046600e+02,1.322143791535334012e+00
4.080000000000000071e+00,2.000000000000000000e+00,4.693247750387556039e+02,-5.015108002937418874e+00,1.201979290667858180e+02,5.833633207766282247e-01
4.089999999999999858e+00,2.000000000000000000e+00,4.705048186701604891e+02,-5.010236028040063516e+00,1.162896893282396888e+02,4.315158828657430501e-01
4.099999999999999645e+00,2.000000000000000000e+00,4.716449532051628353e+02,-5.006084074262025396e+00,1.123437405609039246e+02,4.707569056942561003e-01
4.110000000000000320e+00,2.000000000000000000e+00,4.727478540101854492e+02,-5.000171890213893633e+00,1.089233657730944884e+02,7.506180869386588350e-01
4.120000000000000107e+00,2.000000000000000000e+00,4.738241169436730047e+02,-4.991850977446085302e+00,1.067923989988522209e+02,9.039795044556810932e-01
4.129999999999999893e+00,2.000000000000000000e+00,4.748811262236183097e+02,-4.983405530955505647e+00,1.054295024659625852e+02,9.007335594999061890e-01
4.139999999999999680e+00,2.000000000000000000e+00,4.759298886530698951e+02,-4.973972977264766726e+00,1.041176929970390148e+02,1.027520346709403176e+00
4.150000000000000355e+00,2.000000000000000000e+00,4.769550953426703472e+02,-4.960984321981213085e+00,1.013275119792076566e+02,1.386189181041146190e+00
4.160000000000000142e+00,2.000000000000000000e+00,4.779471318029782765e+02,-4.945842532751623999e+00,9.753972653193264364e+01,1.588803353178797062e+00
4.169999999999999929e+00,2.000000000000000000e+00,4.788994772132472235e+02,-4.928359713263281705e+00,9.331994857963104550e+01,1.873155605106183952e+00
4.179999999999999716e+00,2.000000000000000000e+00,4.798103236221752468e+02,-4.908102458674084900e+00,9.002918325643857145e+01,2.119365544470556806e+00
4.190000000000000391e+00,2.000000000000000000e+00,4.806948911178279786e+02,-4.887925741350373166e+00,8.734175188904171705e+01,2.105368202498031582e+00
4.200000000000000178e+00,2.000000000000000000e+00,4.815501999217458433e+02,-4.865710430094195793e+00,8.408776308856442938e+01,2.365942338444044779e+00
4.209999999999999964e+00,2.000000000000000000e+00,4.823690307039124150e+02,-4.840242665829736168e+00,8.019630365530024108e+01,2.710788910413184372e+00
4.219999999999999751e+00,2.000000000000000000e+00,4.831456879822407018e+02,-4.811881844243318440e+00,7.577501059236804792e+01,2.928138935272219801e+00
4.230000000000000426e+00,2.000000000000000000e+00,4.838780562367598463e+02,-4.781604626748670483e+00,7.146283153108089437e+01,3.191789051123619103e+00
4.240000000000000213e+00,2.000000000000000000e+00,4.845689771174801308e+02,-4.747924055916036501e+00,6.749133052539258415e+01,3.403168185425417658e+00
4.250000000000000000e+00,2.000000000000000000e+00,4.852224503070467563e+02,-4.715334533869910416e+00,6.375181077419899367e+01,3.155165114410623417e+00
4.259999999999999787e+00,2.000000000000000000e+00,4.858374684335516918e+02,-4.685754102109027208e+00,5.990438221419717024e+01,2.792456362115157020e+00
4.270000000000000462e+00,2.000000000000000000e+00,4.864157995431526160e+02,-4.658860387728364749e+00,5.646476204550135947e+01,2.696181846315875319e+00
4.280000000000000249e+00,2.000000000000000000e+00,4.869658150408052393e+02,-4.631454540458895153e+00,5.362348793939364100e+01,2.785610899728412360e+00
4.290000000000000036e+00,2.000000000000000000e+00,4.874839489926024498e+02,-4.602605511336227195e+00,5.095506508081906105e+01,2.965960587560941164e+00
4.299999999999999822e+00,2.000000000000000000e+00,4.879840129557384785e+02,-4.571810316506762284e+00,4.917123514038778609e+01,3.172699417366452668e+00
4.310000000000000497e+00,2.000000000000000000e+00,4.884703782539000940e+02,-4.539402231697367895e+00,4.820294410779127503e+01,3.279629714277445984e+00
4.320000000000000284e+00,2.000000000000000000e+00,4.889472879030802233e+02,-4.506389827257283542e+00,4.726115735207235247e+01,3.309111438488549162e+00
4.330000000000000071e+00,2.000000000000000000e+00,4.894137426271094569e+02,-4.473411397054753991e+00,4.605069882605422293e+01,3.246966742797211758e+00
4.339999999999999858e+00,2.000000000000000000e+00,4.898624820247447360e+02,-4.443143771316234947e+00,4.375456714672015579e+01,2.792327192032118877e+00
4.350000000000000533e+00,2.000000000000000000e+00,4.902838156414450168e+02,-4.419092008547755412e+00,4.076298218031120513e+01,2.061587994747178243e+00
4.360000000000000320e+00,2.000000000000000000e+00,4.906756359228173210e+02,-4.402707002625846577e+00,3.792304360430962618e+01,1.320144880469994675e+00
4.370000000000000107e+00,2.000000000000000000e+00,4.910413121682909150e+02,-4.392971676402079417e+00,3.549414524196686926e+01,7.266330233934735761e-01
4.379999999999999893e+00,2.000000000000000000e+00,4.913851667470324287e+02,-4.388135096110145739e+00,3.349114371037443050e+01,3.430896753493845597e-01
4.389999999999999680e+00,2.000000000000000000e+00,4.917125698646754017e+02,-4.385495783561309757e+00,3.224661104191770278e+01,2.240425491443541473e-01
4.400000000000000355e+00,2.000000000000000000e+00,4.920290007432833477e+02,-4.382931565256914297e+00,3.115852341723198649e+01,2.878127354297077001e-01
4.410000000000000142e+00,2.000000000000000000e+00,4.923344992748201889e+02,-4.379237349617104869e+00,3.006326402418116928e+01,4.413010293842307696e-01
4.419999999999999929e+00,2.000000000000000000e+00,4.926284101867453273e+02,-4.373471696605569115e+00,2.885728603430390393e+01,6.842725127398452400e-01
4.429999999999999716e+00,2.000000000000000000e+00,4.929095010810031567e+02,-4.364950592748074953e+00,2.752945146619000738e+01,9.770099854679019646e-01
4.440000000000000391e+00,2.000000000000000000e+00,4.931759034065293008e+02,-4.353234954236107512e+00,2.601850651991697205e+01,1.259744863498685641e+00
4.450000000000000178e+00,2.000000000000000000e+00,4.934274201530224104e+02,-4.339671115255739231e+00,2.447577925039911051e+01,1.400081918633195643e+00
4.459999999999999964e+00,2.000000000000000000e+00,4.936635998287449070e+02,-4.325567497997941047e+00,2.296182053032184811e+01,1.389655411076097025e+00
4.469999999999999751e+00,2.000000000000000000e+00,4.938852469849981617e+02,-4.312341366038769941e+00,2.159526789325196106e+01,1.261945084892255320e+00
4.480000000000000426e+00,2.000000000000000000e+00,4.940948783762102039e+02,-4.300564917052101421e+00,2.051263267195887607e+01,1.106872982672308048e+00
4.490000000000000213e+00,2.000000000000000000e+00,4.942936407897246909e+02,-4.290855351263799911e+00,1.948153954415612432e+01,8.873442904630960415e-01
4.500000000000000000e+00,2.000000000000000000e+00,4.944833628601439273e+02,-4.283167784453074667e+00,1.862345461500661870e+01,6.818514577995623549e-01
4.509999999999999787e+00,2.000000000000000000e+00,4.946654728365377309e+02,-4.277344501848194369e+00,1.792368419578461314e+01,5.100574211274612191e-01
4.520000000000000462e+00,2.000000000000000000e+00,4.948412967398508044e+02,-4.272989582558776256e+00,1.733940685157214290e+01,3.820954613347583573e-01
4.530000000000000249e+00,2.000000000000000000e+00,4.950117631847439839e+02,-4.269662614087352814e+00,1.683605892816417082e+01,2.978046662434884473e-01
4.540000000000000036e+00,2.000000000000000000e+00,4.951775594217770617e+02,-4.266953122642261675e+00,1.639476846573726121e+01,2.536070390352828663e-01
4.549999999999999822e+00,2.000000000000000000e+00,4.953392466187055447e+02,-4.264486542596572782e+00,1.600728146127958951e+01,2.436770426980446602e-01
4.560000000000000497e+00,2.000000000000000000e+00,4.954973161168589399e+02,-4.261963244681600926e+00,1.566462272747262752e+01,2.583244550184796706e-01
4.570000000000000284e+00,2.000000000000000000e+00,4.956521621137331977e+02,-4.259231284589214184e+00,1.535609369347136521e+01,2.851699988142760156e-01
4.580000000000000071e+00,2.000000000000000000e+00,4.958040698808330831e+02,-4.256199757171176934e+00,1.507533590685184777e+01,3.079574801476501755e-01
4.589999999999999858e+00,2.000000000000000000e+00,4.959529188791476599e+02,-4.253340653276184824e+00,1.473030138005565526e+01,2.563551742452473414e-01
4.600000000000000533e+00,2.000000000000000000e+00,4.960976743876079240e+02,-4.251602048911209408e+00,1.427590880281099572e+01,1.018167336806764939e-01
4.610000000000000320e+00,2.000000000000000000e+00,4.962371983479371806e+02,-4.251945550330058055e+00,1.370039262705790506e+01,-1.410922807022648717e-01
4.620000000000000107e+00,2.000000000000000000e+00,4.963702858392310873e+02,-4.255090865489368213e+00,1.300986358544480304e+01,-4.445611694053145380e-01
4.629999999999999893e+00,2.000000000000000000e+00,4.964960948039033610e+02,-4.261465629104628228e+00,1.226147941173765865e+01,-7.763457946600405002e-01
4.639999999999999680e+00,2.000000000000000000e+00,4.966143899285958128e+02,-4.271166052444341332e+00,1.151396104377260343e+01,-1.108459402064156940e+00
4.650000000000000355e+00,2.000000000000000000e+00,4.967254853624858697e+02,-4.283994474341863423e+00,1.082314265709117329e+01,-1.405504349013827481e+00
4.660000000000000142e+00,2.000000000000000000e+00,4.968301681584706557e+02,-4.299404326001222465e+00,1.021732875330770085e+01,-1.634473539716249757e+00
4.669999999999999929e+00,2.000000000000000000e+00,4.969293054158325162e+02,-4.316597807214900939e+00,9.698357085924833143e+00,-1.775678882796733360e+00
4.679999999999999716e+00,2.000000000000000000e+00,4.970244396705129475e+02,-4.334594795195399364e+00,9.434249339256197686e+00,-1.803024527629464968e+00
4.690000000000000391e+00,2.000000000000000000e+00,4.971182427980780290e+02,-4.352249825764280544e+00,9.345581712664410290e+00,-1.732573327936512086e+00
4.700000000000000178e+00,2.000000000000000000e+00,4.972113800683456475e+02,-4.368863067904135811e+00,9.291123513726740057e+00,-1.604764190672478108e+00
4.709999999999999964e+00,2.000000000000000000e+00,4.973039949971883402e+02,-4.383970415398659171e+00,9.239607001233487438e+00,-1.439314077304551853e+00
4.719999999999999751e+00,2.000000000000000000e+00,4.973959553688901565e+02,-4.397348589247035200e+00,9.156380312916786224e+00,-1.265385939574409813e+00
4.730000000000000426e+00,2.000000000000000000e+00,4.974866539817761577e+02,-4.409111234927586054e+00,8.996469466640309776e+00,-1.117266266224246074e+00
4.740000000000000213e+00,2.000000000000000000e+00,4.975751939865127724e+02,-4.419665245111445095e+00,8.739594642627663390e+00,-1.018208289727190019e+00
4.750000000000000000e+00,2.000000000000000000e+00,4.976605555981992097e+02,-4.429587669129359639e+00,8.375152383025826097e+00,-9.827593891650366897e-01
4.759999999999999787e+00,2.000000000000000000e+00,4.977416863146141282e+02,-4.439606482021891232e+00,7.914745658671501261e+00,-1.026845467803850775e+00
4.770000000000000462e+00,2.000000000000000000e+00,4.978178744788608583e+02,-4.450462372960661384e+00,7.402015773055459213e+00,-1.135115889552520851e+00
4.780000000000000249e+00,2.000000000000000000e+00,4.978887724528466947e+02,-4.462585918053883383e+00,6.864053296102452961e+00,-1.269845081329033620e+00
4.790000000000000036e+00,2.000000000000000000e+00,4.979542560840064311e+02,-4.476060640261906087e+00,6.324662809270595432e+00,-1.403195955079959090e+00
4.799999999999999822e+00,2.000000000000000000e+00,4.980144540126860875e+02,-4.490711623006665043e+00,5.801747946133367861e+00,-1.506380020118040619e+00
4.810000000000000497e+00,2.000000000000000000e+00,4.980695402489844241e+02,-4.506092994467252311e+00,5.300851061967523314e+00,-1.555361121959316417e+00
4.820000000000000284e+00,2.000000000000000000e+00,4.981198819932353103e+02,-4.521584868768355747e+00,4.846522672520422681e+00,-1.537130234685630814e+00
4.830000000000000071e+00,2.000000000000000000e+00,4.981659581245461936e+02,-4.536438109474037361e+00,4.431070091925005450e+00,-1.432405068807485637e+00
4.839999999999999858e+00,2.000000000000000000e+00,4.982067460218000292e+02,-4.551839293557172539e+00,4.138599413851844488e+00,-1.453102752440411649e+00
4.850000000000000533e+00,2.000000000000000000e+00,4.982484260208546516e+02,-4.565929012724580183e+00,4.206162805914254399e+00,-1.349394157439207209e+00
4.860000000000000320e+00,2.000000000000000000e+00,4.982913078134253624e+02,-4.578071159247173227e+00,4.346813771761876666e+00,-1.115654551833407782e+00
4.870000000000000107e+00,2.000000000000000000e+00,4.983360852120281947e+02,-4.587589557788812833e+00,4.563700853564681914e+00,-8.317675116419309678e-01
4.879999999999999893e+00,2.000000000000000000e+00,4.983827112715287626e+02,-4.593891643935675617e+00,4.713261521505384799e+00,-4.926266092924294626e-01
4.889999999999999680e+00,2.000000000000000000e+00,4.984297908313106973e+02,-4.596778276924911921e+00,4.668826294227740981e+00,-1.702890218002922340e-01
4.900000000000000355e+00,2.000000000000000000e+00,4.984749882833136212e+02,-4.597511248788144655e+00,4.398151183451997071e+00,-3.887743504194990374e-02
4.910000000000000142e+00,2.000000000000000000e+00,4.985165728020256779e+02,-4.598314654242821931e+00,3.987587882516506976e+00,-1.377470594791379011e-01
4.919999999999999929e+00,2.000000000000000000e+00,4.985534738824471219e+02,-4.601483613629818059e+00,3.488660960760391561e+00,-4.606629394765922036e-01
4.929999999999999716e+00,2.000000000000000000e+00,4.985852962220920972e+02,-4.608680037745393143e+00,2.975645227533230575e+00,-8.991421508969819065e-01
4.940000000000000391e+00,2.000000000000000000e+00,4.986119450109528657e+02,-4.620412581925508633e+00,2.457086868503330912e+00,-1.352419114106164111e+00
4.950000000000000178e+00,2.000000000000000000e+00,4.986333480469988331e+02,-4.636228618105673327e+00,1.927986231599473577e+00,-1.714261554560938094e+00
4.959999999999999964e+00,2.000000000000000000e+00,4.986496133877097918e+02,-4.654582143938585048e+00,1.413953645804058468e+00,-1.858984339964115939e+00
4.969999999999999751e+00,2.000000000000000000e+00,4.986610439070637995e+02,-4.671899300262403187e+00,1.115522054480038827e+00,-1.621972210946361459e+00
4.980000000000000426e+00,2.000000000000000000e+00,4.986733252444718687e+02,-4.686275748454117540e+00,1.301643826766095913e+00,-1.317391443683308294e+00
4.990000000000000213e+00,2.000000000000000000e+00,4.986874929713320626e+02,-4.697715065270878121e+00,1.494119372867640072e+00,-1.030919364925039661e+00
5.000000000000000000e+00,2.000000000000000000e+00,4.987035924378354821e+02,-4.706408914989197001e+00,1.686797939891814924e+00,-7.642478186484175096e-01
5.009999999999999787e+00,2.000000000000000000e+00,4.987216924115274992e+02,-4.712549134225333169e+00,1.897736180462281874e+00,-5.162696201129810536e-01
5.020000000000000462e+00,2.000000000000000000e+00,4.987420543749809099e+02,-4.716234035222852228e+00,2.123620092272223481e+00,-2.638781547830946206e-01
5.030000000000000249e+00,2.000000000000000000e+00,4.987643120038820257e+02,-4.717190925031804483e+00,2.279594049665045308e+00,1.593490796960569597e-02
5.040000000000000036e+00,2.000000000000000000e+00,4.987874237263303598e+02,-4.715417570890164889e+00,2.313847465096665168e+00,2.790253911830344880e-01
5.049999999999999822e+00,2.000000000000000000e+00,4.988099343391469347e+02,-4.711391306095695342e+00,2.187249128119607366e+00,4.695632350005835010e-01
5.060000000000000497e+00,2.000000000000000000e+00,4.988302531751299966e+02,-4.706235788381288643e+00,1.911138779883981176e+00,5.268744853451619026e-01
5.070000000000000284e+00,2.000000000000000000e+00,4.988471581304237361e+02,-4.701391686918550583e+00,1.533448490645780593e+00,4.348896236090192269e-01
5.080000000000000071e+00,2.000000000000000000e+00,4.988599833599295152e+02,-4.698336973557016627e+00,1.112874341603123707e+00,2.058681224732471504e-01
5.089999999999999858e+00,2.000000000000000000e+00,4.988684800710693708e+02,-4.697957303033060583e+00,6.726404476833581780e-01,-7.526531651200844830e-02
5.100000000000000533e+00,2.000000000000000000e+00,4.988724825108429854e+02,-4.700348463285132894e+00,2.156124162017407087e-01,-3.419354672086777902e-01
5.110000000000000320e+00,2.000000000000000000e+00,4.988717801376501484e+02,-4.704970629033983442e+00,-2.626215957082014829e-01,-5.277452997209725050e-01
5.120000000000000107e+00,2.000000000000000000e+00,4.988663190445320765e+02,-4.710690120962161664e+00,-7.409349519677937979e-01,-5.660884075522669701e-01
5.129999999999999893e+00,2.000000000000000000e+00,4.988559839157435363e+02,-4.715380027093745596e+00,-1.211049664998048891e+00,-4.034526611079538583e-01
5.139999999999999680e+00,2.000000000000000000e+00,4.988433631728736373e+02,-4.718018714603603669e+00,-1.226984525695727690e+00,-1.574526588347209544e-01
5.150000000000000355e+00,2.000000000000000000e+00,4.988321539432926670e+02,-4.717970218789337089e+00,-1.044901977089208955e+00,1.111932172943358305e-01
5.160000000000000142e+00,2.000000000000000000e+00,4.988228529949479366e+02,-4.715296033323211233e+00,-8.531388912711761474e-01,3.708153253716831022e-01
5.169999999999999929e+00,2.000000000000000000e+00,4.988155973924874047e+02,-4.710066147834607087e+00,-6.340554028231513151e-01,6.229616972904062910e-01
5.179999999999999716e+00,2.000000000000000000e+00,4.988106794401612092e+02,-4.702255933393787224e+00,-4.033294049496168321e-01,8.956502519537165030e-01
5.190000000000000391e+00,2.000000000000000000e+00,4.988076410064523429e+02,-4.691397665593411759e+00,-2.538022051730783324e-01,1.215510663589317586e+00
5.200000000000000178e+00,2.000000000000000000e+00,4.988052773379480982e+02,-4.677670805551277233e+00,-2.412131644566931910e-01,1.456755139406744171e+00
5.209999999999999964e+00,2.000000000000000000e+00,4.988023759165843103e+02,-4.662496346148365056e+00,-3.350104429691605490e-01,1.535484490530819368e+00
5.219999999999999751e+00,2.000000000000000000e+00,4.987979427590210548e+02,-4.647543607892171913e+00,-5.268628098826223516e-01,1.444663827776592635e+00
5.230000000000000426e+00,2.000000000000000000e+00,4.987912307015847091e+02,-4.634420356196956803e+00,-7.728984520644408551e-01,1.209947809469678282e+00
5.240000000000000213e+00,2.000000000000000000e+00,4.987818155374012008e+02,-4.624107213225077118e+00,-1.058270458688235882e+00,9.097852003104349716e-01
5.250000000000000000e+00,2.000000000000000000e+00,4.987693981716587359e+02,-4.616819550533658223e+00,-1.367453559133502639e+00,6.119578486414479768e-01
5.259999999999999787e+00,2.000000000000000000e+00,4.987537285007711034e+02,-4.612182182771949357e+00,-1.703293838624962975e+00,3.774153564334425393e-01
5.270000000000000462e+00,2.000000000000000000e+00,4.987346549786633432e+02,-4.609264091982944400e+00,-2.038120515192923587e+00,2.512544717292444774e-01
5.280000000000000249e+00,2.000000000000000000e+00,4.987119322909889547e+02,-4.606003025481405722e+00,-2.437294265062210474e+00,4.163554443048380627e-01
5.290000000000000036e+00,2.000000000000000000e+00,4.986856795591098148e+02,-4.600406484072294688e+00,-2.690698556341545533e+00,6.643792692076792017e-01
5.299999999999999822e+00,2.000000000000000000e+00,4.986597263008497407e+02,-4.591932313605203930e+00,-2.536607003804610017e+00,9.672144470520745996e-01
5.310000000000000497e+00,2.000000000000000000e+00,4.986352309323769418e+02,-4.580494629713358634e+00,-2.391536892245137658e+00,1.260587774738636258e+00
5.320000000000000284e+00,2.000000000000000000e+00,4.986122237690030943e+02,-4.566151322795261258e+00,-2.235834550985988045e+00,1.549230541988977805e+00
5.330000000000000071e+00,2.000000000000000000e+00,4.985910045830020181e+02,-4.548784120373360551e+00,-2.047269544623806503e+00,1.869177823744627265e+00
5.339999999999999858e+00,2.000000000000000000e+00,4.985714334197363087e+02,-4.528179679903566957e+00,-1.906548733530327056e+00,2.177632516827584297e+00
5.350000000000000533e+00,2.000000000000000000e+00,4.985527800614831335e+02,-4.505207403651822595e+00,-1.849057212441806541e+00,2.355427329829376859e+00
5.360000000000000320e+00,2.000000000000000000e+00,4.985342449965803553e+02,-4.481444422612792522e+00,-1.863596707154097087e+00,2.366695743574567246e+00
5.370000000000000107e+00,2.000000000000000000e+00,4.985152900700499572e+02,-4.458595026686454688e+00,-1.925738462207581936e+00,2.211811554739285590e+00
5.379999999999999893e+00,2.000000000000000000e+00,4.984953211282469852e+02,-4.438005824895329354e+00,-2.051610868130505416e+00,1.945827428168129147e+00
5.389999999999999680e+00,2.000000000000000000e+00,4.984738148299753675e+02,-4.420443530949031086e+00,-2.220119834160156902e+00,1.628257853596721372e+00
5.400000000000000355e+00,2.000000000000000000e+00,4.984505034957006728e+02,-4.406070721529589562e+00,-2.406879473617522081e+00,1.312811561460408116e+00
5.410000000000000142e+00,2.000000000000000000e+00,4.984252598011555619e+02,-4.394589251875528291e+00,-2.603559377159117005e+00,1.049253917924313217e+00
5.419999999999999929e+00,2.000000000000000000e+00,4.983981421966325911e+02,-4.385183995122433842e+00,-2.776239382289955593e+00,8.820401609601927762e-01
5.429999999999999716e+00,2.000000000000000000e+00,4.983694036622295016e+02,-4.376445248433442181e+00,-2.976319907314226576e+00,9.468054093674488358e-01
5.440000000000000391e+00,2.000000000000000000e+00,4.983387786255431138e+02,-4.365029207032670833e+00,-3.040368888739011233e+00,1.276733797334091758e+00
5.450000000000000178e+00,2.000000000000000000e+00,4.983089122237013271e+02,-4.350201402127634509e+00,-2.951901078144434365e+00,1.620653593287859184e+00
5.459999999999999964e+00,2.000000000000000000e+00,4.982799292936924758e+02,-4.331830606106632509e+00,-2.860055579097023237e+00,1.987253728516336526e+00
5.469999999999999751e+00,2.000000000000000000e+00,4.982520411717234765e+02,-4.309602073323519633e+00,-2.739779069979360493e+00,2.377138280801803116e+00
5.480000000000000426e+00,2.000000000000000000e+00,4.982253448560266520e+02,-4.283700098380601062e+00,-2.626006165391764569e+00,2.723444658308229460e+00
5.490000000000000213e+00,2.000000000000000000e+00,4.981995571216345979e+02,-4.254978510445732276e+00,-2.554770248035442837e+00,2.951089270144884313e+00
5.500000000000000000e+00,2.000000000000000000e+00,4.981741714197383430e+02,-4.224864787023490109e+00,-2.531421925030957532e+00,3.031488315476221551e+00
5.509999999999999787e+00,2.000000000000000000e+00,4.981488488960271752e+02,-4.194855234543797273e+00,-2.537528916816082170e+00,2.962633342306451034e+00
5.520000000000000462e+00,2.000000000000000000e+00,4.981231719271791576e+02,-4.166237995999388488e+00,-2.594772259052487762e+00,2.782585197326442383e+00
5.530000000000000249e+00,2.000000000000000000e+00,4.980966803733442134e+02,-4.139866302526205466e+00,-2.686570907300092070e+00,2.533711042251242329e+00
5.540000000000000036e+00,2.000000000000000000e+00,4.980692332777082925e+02,-4.116137329482777218e+00,-2.784025166271005158e+00,2.266077020368591377e+00
5.549999999999999822e+00,2.000000000000000000e+00,4.980408782366857849e+02,-4.095027781750920859e+00,-2.864896616194401613e+00,2.011317924950023706e+00
5.560000000000000497e+00,2.000000000000000000e+00,4.980120299723624271e+02,-4.076214501509134891e+00,-2.890112600512693586e+00,1.803667493034191605e+00
5.570000000000000284e+00,2.000000000000000000e+00,4.979832542664556172e+02,-4.059004801528602435e+00,-2.862427885398679539e+00,1.677828153879158624e+00
5.580000000000000071e+00,2.000000000000000000e+00,4.979559588166910089e+02,-4.042452829973661288e+00,-2.609030714171349352e+00,1.653452016975774930e+00
5.589999999999999858e+00,2.000000000000000000e+00,4.979313922934954348e+02,-4.025597791227036204e+00,-2.381937749033416374e+00,1.742768890800763693e+00
5.600000000000000533e+00,2.000000000000000000e+00,4.979079523442243840e+02,-4.006114348122813418e+00,-2.326139044547203660e+00,2.090778832610812543e+00
5.610000000000000320e+00,2.000000000000000000e+00,4.978849532731654790e+02,-3.982941957986256387e+00,-2.279686665000964840e+00,2.470597439637662873e+00
5.620000000000000107e+00,2.000000000000000000e+00,4.978629230418547991e+02,-3.961130809367266359e+00,-2.206574470931994103e+00,2.422377809876141708e+00
5.629999999999999893e+00,2.000000000000000000e+00,4.978407465018948415e+02,-3.934726814600693512e+00,-2.232506411106090383e+00,2.799264248522151277e+00
5.639999999999999680e+00,2.000000000000000000e+00,4.978180603925753189e+02,-3.904496957152978620e+00,-2.297640427836143751e+00,3.160278535880171713e+00
5.650000000000000355e+00,2.000000000000000000e+00,4.977944572135372141e+02,-3.871316274487393017e+00,-2.407475491071285223e+00,3.404978394340622216e+00
5.660000000000000142e+00,2.000000000000000000e+00,4.977695668946719252e+02,-3.836618231290096936e+00,-2.549192915995269537e+00,3.492157860385554535e+00
5.669999999999999929e+00,2.000000000000000000e+00,4.977429926599785972e+02,-3.801885837715349048e+00,-2.733560613535185535e+00,3.445764934564624848e+00
5.679999999999999716e+00,2.000000000000000000e+00,4.977145333260323241e+02,-3.768188081819822344e+00,-2.917628810251083671e+00,3.309688355963649187e+00
5.690000000000000391e+00,2.000000000000000000e+00,4.976844101715394117e+02,-3.736154822517257834e+00,-3.068655684438764908e+00,3.130974202425468533e+00
5.700000000000000178e+00,2.000000000000000000e+00,4.976532303393764209e+02,-3.705953741677810331e+00,-3.136095915613827056e+00,2.946619880129863311e+00
5.709999999999999964e+00,2.000000000000000000e+00,4.976221435214808935e+02,-3.677509050197492968e+00,-3.043199551215223231e+00,2.782020504290460661e+00
5.719999999999999751e+00,2.000000000000000000e+00,4.975975345857697221e+02,-3.648231265721543881e+00,-2.360312808964540210e+00,2.870314528961772194e+00
5.730000000000000426e+00,2.000000000000000000e+00,4.975721078420600634e+02,-3.621787102287742588e+00,-2.373091951834541025e+00,2.652270852900790121e+00
5.740000000000000213e+00,2.000000000000000000e+00,4.975532782290205205e+02,-3.593341730762735775e+00,-1.867854561720434070e+00,2.800987231172650027e+00
5.750000000000000000e+00,2.000000000000000000e+00,4.975318139592566240e+02,-3.567280838994714376e+00,-2.008034341837255710e+00,2.656990544788877084e+00
5.759999999999999787e+00,2.000000000000000000e+00,4.975164030939860140e+02,-3.538126726163000946e+00,-1.555257861731994762e+00,2.908617603014953534e+00
